WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00021406,92.10707195964221,1.6923465179519213,1.0986607194311149,1.5403722805601134,0.12346963415792578,0.2193081289000228
WBGene00021407,11.413559643888833,-5.095775252170659,2.0341636698800456,-2.505095989877332,0.012241816502404725,0.03245920450985602
WBGene00021408,8.461642392294273,5.348746691750489,1.9353548301700185,2.76370338315719,0.005714946412137723,0.016935583941868948
WBGene00021404,7.757732764978818,4.153981392600129,1.7037365195807475,2.438159506977249,0.014762258533692769,0.038000408420613224
WBGene00001492,580.0155711032625,1.1358035033387104,0.4041901234746156,2.8100723827064082,0.00495303592268825,0.014976078418968345
WBGene00021403,7.0930877046047875,-4.685262853461901,2.0243930342963465,-2.3144037615652233,0.020645584750228634,0.050082937381359105
WBGene00015246,12.684867814901475,2.4601692233985735,1.1524259729506796,2.13477419039727,0.03277945947600176,0.073915859248613755
WBGene00006599,3426.1153532411895,0.5033863021699726,0.3024860148820604,1.6641638866056119,0.09607968279475287,0.179818433411699
WBGene00015247,41.51510834248299,-1.352717075157502,0.7020452126297463,-1.926823302576832,0.05400165438521147,0.11203424644667329
WBGene00017928,1142.554130450473,0.38535426236201265,0.29524445811710626,1.3052040496189943,0.19182337562110818,0.3107208469565187
WBGene00017929,2304.2396073930818,-0.0020196670242920273,0.2164338506294011,-0.009331567212886194,0.9925545946482506,1
WBGene00017926,5497.452510393908,-0.03223240783214089,0.25500815355252027,-0.12639755781574433,0.8994172352301365,0.9464360828816176
WBGene00000897,1630.2785729310135,0.6190621753013188,0.19540286651385777,3.168132516916867,0.001534215714260971,0.005490137332590233
WBGene00000674,2167.4979659991136,-3.6605771617621246,0.5494010251728214,-6.662850985053479,2.6856593830757548e-11,3.810172530757792e-10
WBGene00021400,214.174816570658,-3.7645722853428096,0.6925340965423985,-5.4359378175574555,5.4508963591987105e-8,4.80219972536288e-7
WBGene00021397,148.58932554825495,7.608770153663525,0.92022481854548,8.268381813142197,1.3578942308318338e-16,3.535051314265541e-15
WBGene00021396,535.0388397282131,3.641770179233415,0.6616592902179993,5.5039961398162305,3.7127768031610064e-8,3.3658487327553644e-7
WBGene00006561,1228.4960204351312,-1.4995044019886505,0.3877702465567509,-3.86699189869173,1.1018608682611848e-4,5.24407884285183e-4
WBGene00021395,852.3471668629154,-0.7763721514720296,0.4541119963669051,-1.7096490682548513,0.08733078621183607,0.16631393326370147
WBGene00021402,402.0370752600559,0.6369735472304512,0.2665905058968883,2.389333202574061,0.01687898632025489,0.042531541784008184
WBGene00000815,1411.7067951267245,0.1777398277078586,0.22567529217083424,0.787590994114283,0.43093598418603185,0.5761057919364787
WBGene00044736,168.21272467661132,-1.6351112015260767,0.4324241473212343,-3.781267100034088,1.5603215437531604e-4,7.242859587941863e-4
WBGene00195063,539.3494232816845,-0.1060303886012443,0.34115150591926957,-0.3108014672704843,0.7559515541713898,0.8451766714019833
WBGene00021394,1153.5719732587327,0.5931763618065106,0.23137966276397703,2.563649521831963,0.010357807659575058,0.028132317100080406
WBGene00021401,665.5287253768973,0.5936575695051024,0.2351532778984157,2.524555791059641,0.011584461531149294,0.030910367119329003
WBGene00019821,1575.915085989357,-0.26718385743542766,0.23734358793495422,-1.1257260402950149,0.2602814979500451,0.392583719387766
WBGene00019822,1392.8097785562352,-0.18804614083662882,0.22557775664576601,-0.833620050277942,0.40449512341734495,0.5496966963440864
WBGene00019823,1429.0560411985477,0.3762282990662444,0.21520992816990211,1.7481921130015101,0.08043076685282552,0.1556043934110829
WBGene00019820,1391.0597256009376,0.9306523513772984,0.23035867888084055,4.040014276426304,5.3447947895338513e-5,2.731861734702839e-4
WBGene00019819,3021.070990222395,-3.058669633876222,0.6493842791314794,-4.710107300360038,2.4758641014448752e-6,1.6555221431750407e-5
WBGene00019824,885.6950172980464,0.35998121663907595,0.37454668217419834,0.9611117486061507,0.33649598303920203,0.4774770398866584
WBGene00019825,282.8560475408069,0.9358514078030786,0.4797739241193434,1.9506091530941276,0.05110355755313699,0.10716036635521542
WBGene00001071,1125.1497059182168,-3.5493693439343303,1.2188774360119596,-2.9119985644721575,0.003591242859067433,0.011376042527664523
WBGene00020647,1243.763561912482,0.21542220027383607,0.23628721172168216,0.9116963999201846,0.3619285596489693,0.5044007942288455
WBGene00003932,3073.69091219956,-2.6019556482691786,0.395491261960934,-6.579047120707804,4.734727180812418e-11,6.504524060183815e-10
WBGene00020651,286.2495766506054,-1.3042367328304227,0.6298172114167105,-2.070817864593877,0.03837582010775949,0.08433178251029871
WBGene00020650,15.968890529882746,-1.863367998076221,1.1256805362815583,-1.6553257678519107,0.09785843472583165,0.18225214622838803
WBGene00020649,725.4669574581351,2.2797233372922125,0.6043874464829426,3.7719567978428423,1.6197230487994003e-4,7.491878597052601e-4
WBGene00206487,671.5806642773406,-0.3636407186716808,0.44816293808621427,-0.811402924624986,0.41713432016487584,0.5628574707131445
WBGene00045177,71.35943557991862,3.0473801807002223,1.4752476504051906,2.065673637821576,0.03885930611186532,0.08523835998698727
WBGene00020648,429.78261574437283,3.669185354030186,0.7856053426535605,4.670519858783901,3.0043843540534683e-6,1.970797198027859e-5
WBGene00019298,9065.31483534809,2.8881888056429683,0.6163061620706187,4.686289028718211,2.7820331115900285e-6,1.8397695682911198e-5
WBGene00019300,492.8080147141189,-1.6608148008359713,0.7040614789259386,-2.3589059344214953,0.01832890113827527,0.04548107774930244
WBGene00019299,56.85846098345479,-4.722923266289247,0.9022603267014904,-5.234546091099282,1.653907981009787e-7,1.3611192130333442e-6
