wormbase_gseq,WBGeneID,wikigene_name,status,description
Y110A7A.10,WBGene00000001,aap-1,lessAbs,unchanged_ELT2_minus
F27C8.1,WBGene00000002,aat-1,lessAbs,unchanged_ELT2_minus
F07C3.7,WBGene00000003,aat-2,lessAbs,unchanged_ELT2_minus
F52H2.2,WBGene00000004,aat-3,lessAbs,unchanged_ELT2_minus
T11F9.4,WBGene00000007,aat-6,less,down_ELT2_minus
M79.1,WBGene00000018,abl-1,lessAbs,unchanged_ELT2_minus
Y39D8C.1,WBGene00000022,abt-4,greater,up_ELT2_minus
W09B12.1,WBGene00000035,ace-1,lessAbs,unchanged_ELT2_minus
Y44E3A.2,WBGene00000036,ace-2,lessAbs,unchanged_ELT2_minus
Y48B6A.8,WBGene00000037,ace-3,lessAbs,unchanged_ELT2_minus
ZK455.1,WBGene00000040,aco-1,lessAbs,unchanged_ELT2_minus
F54H12.1,WBGene00000041,aco-2,lessAbs,unchanged_ELT2_minus
T09A5.3,WBGene00000046,acr-7,lessAbs,unchanged_ELT2_minus
ZC504.2,WBGene00000047,acr-8,lessAbs,unchanged_ELT2_minus
F28F8.1,WBGene00000057,acr-18,lessAbs,unchanged_ELT2_minus
R06A4.10,WBGene00000059,acr-20,lessAbs,unchanged_ELT2_minus
M03F4.2,WBGene00000066,act-4,lessAbs,unchanged_ELT2_minus
T25C8.2,WBGene00000067,act-5,greater,up_ELT2_minus
F17C8.1,WBGene00000068,acy-1,lessAbs,unchanged_ELT2_minus
C10F3.3,WBGene00000069,acy-2,lessAbs,unchanged_ELT2_minus
C44F1.5,WBGene00000070,acy-3,lessAbs,unchanged_ELT2_minus
F39C12.2,WBGene00000072,add-1,lessAbs,unchanged_ELT2_minus
F57F5.4,WBGene00000073,add-2,lessAbs,unchanged_ELT2_minus
ZK154.7,WBGene00000075,adm-4,lessAbs,unchanged_ELT2_minus
H15N14.1,WBGene00000079,adr-1,lessAbs,unchanged_ELT2_minus
T20H4.4,WBGene00000080,adr-2,lessAbs,unchanged_ELT2_minus
Y50D7A.7,WBGene00000081,ads-1,less,down_ELT2_minus
C02B4.1,WBGene00000082,adt-1,lessAbs,unchanged_ELT2_minus
T14B1.2,WBGene00000085,aex-2,lessAbs,unchanged_ELT2_minus
C02H7.3,WBGene00000086,aex-3,lessAbs,unchanged_ELT2_minus
Y87G2A.4,WBGene00000089,aex-6,lessAbs,unchanged_ELT2_minus
B0334.8,WBGene00000090,age-1,lessAbs,unchanged_ELT2_minus
Y62E10A.5,WBGene00000093,agt-1,lessAbs,unchanged_ELT2_minus
F09E5.13,WBGene00000094,agt-2,lessAbs,unchanged_ELT2_minus
C25A1.11,WBGene00000095,aha-1,lessAbs,unchanged_ELT2_minus
C41G7.5,WBGene00000096,ahr-1,lessAbs,unchanged_ELT2_minus
F58E10.4,WBGene00000097,aip-1,lessAbs,unchanged_ELT2_minus
K07C11.2,WBGene00000098,air-1,lessAbs,unchanged_ELT2_minus
B0207.4,WBGene00000099,air-2,lessAbs,unchanged_ELT2_minus
C25A11.4,WBGene00000100,ajm-1,lessAbs,unchanged_ELT2_minus
D1022.7,WBGene00000101,aka-1,lessAbs,unchanged_ELT2_minus
C12D8.10,WBGene00000102,akt-1,lessAbs,unchanged_ELT2_minus
F28H6.1,WBGene00000103,akt-2,lessAbs,unchanged_ELT2_minus
F48F7.1,WBGene00000105,alg-1,lessAbs,unchanged_ELT2_minus
T07D3.7,WBGene00000106,alg-2,lessAbs,unchanged_ELT2_minus
F54D8.3,WBGene00000107,alh-1,lessAbs,unchanged_ELT2_minus
F36H1.6,WBGene00000109,alh-3,lessAbs,unchanged_ELT2_minus
T05H4.13,WBGene00000110,alh-4,lessAbs,unchanged_ELT2_minus
T08B1.3,WBGene00000111,alh-5,lessAbs,unchanged_ELT2_minus
F56D12.1,WBGene00000112,alh-6,lessAbs,unchanged_ELT2_minus
F45H10.1,WBGene00000113,alh-7,lessAbs,unchanged_ELT2_minus
F13D12.4,WBGene00000114,alh-8,lessAbs,unchanged_ELT2_minus
F01F1.6,WBGene00000115,alh-9,lessAbs,unchanged_ELT2_minus
C54D1.4,WBGene00000116,alh-10,lessAbs,unchanged_ELT2_minus
F42G9.5,WBGene00000117,alh-11,lessAbs,unchanged_ELT2_minus
Y69F12A.2,WBGene00000118,alh-12,lessAbs,unchanged_ELT2_minus
C01F6.5,WBGene00000120,aly-1,lessAbs,unchanged_ELT2_minus
F23B2.6,WBGene00000121,aly-2,lessAbs,unchanged_ELT2_minus
M18.7,WBGene00000122,aly-3,lessAbs,unchanged_ELT2_minus
F36A4.7,WBGene00000123,ama-1,lessAbs,unchanged_ELT2_minus
M195.3,WBGene00000135,amt-3,lessAbs,unchanged_ELT2_minus
C05E11.5,WBGene00000136,amt-4,less,down_ELT2_minus
R13G10.2,WBGene00000137,amx-1,lessAbs,unchanged_ELT2_minus
B0019.1,WBGene00000138,amx-2,lessAbs,unchanged_ELT2_minus
ZK973.6,WBGene00000140,anc-1,lessAbs,unchanged_ELT2_minus
C08B6.9,WBGene00000142,aos-1,lessAbs,unchanged_ELT2_minus
K06H7.6,WBGene00000143,apc-2,lessAbs,unchanged_ELT2_minus
F35G12.9,WBGene00000145,apc-11,lessAbs,unchanged_ELT2_minus
F46F3.4,WBGene00000146,ape-1,lessAbs,unchanged_ELT2_minus
VF36H2L.1,WBGene00000147,aph-1,lessAbs,unchanged_ELT2_minus
ZC434.6,WBGene00000148,aph-2,lessAbs,unchanged_ELT2_minus
C42D8.8,WBGene00000149,apl-1,lessAbs,unchanged_ELT2_minus
F55A12.7,WBGene00000150,apm-1,lessAbs,unchanged_ELT2_minus
T05H10.2,WBGene00000151,apn-1,lessAbs,unchanged_ELT2_minus
W03G9.4,WBGene00000155,app-1,lessAbs,unchanged_ELT2_minus
K04G2.8,WBGene00000156,1-Apr,lessAbs,unchanged_ELT2_minus
F02E8.3,WBGene00000157,aps-2,lessAbs,unchanged_ELT2_minus
Y105E8A.9,WBGene00000158,apg-1,lessAbs,unchanged_ELT2_minus
F29G9.3,WBGene00000159,aps-1,lessAbs,unchanged_ELT2_minus
Y71H2B.10,WBGene00000160,apb-1,lessAbs,unchanged_ELT2_minus
T20B5.1,WBGene00000161,apa-2,lessAbs,unchanged_ELT2_minus
W09G10.4,WBGene00000162,apd-3,lessAbs,unchanged_ELT2_minus
R11A5.1,WBGene00000163,apb-3,lessAbs,unchanged_ELT2_minus
F53H8.1,WBGene00000164,apm-3,lessAbs,unchanged_ELT2_minus
Y48G8AL.14,WBGene00000165,aps-3,lessAbs,unchanged_ELT2_minus
F32A5.5,WBGene00000169,aqp-1,lessAbs,unchanged_ELT2_minus
C01G6.1,WBGene00000170,aqp-2,lessAbs,unchanged_ELT2_minus
F40F9.9,WBGene00000172,aqp-4,lessAbs,unchanged_ELT2_minus
M02F4.8,WBGene00000175,aqp-7,lessAbs,unchanged_ELT2_minus
K02G10.7,WBGene00000176,aqp-8,lessAbs,unchanged_ELT2_minus
K07A1.16,WBGene00000177,aqp-9,lessAbs,unchanged_ELT2_minus
ZK1321.3,WBGene00000178,aqp-10,lessAbs,unchanged_ELT2_minus
ZK525.2,WBGene00000179,aqp-11,lessAbs,unchanged_ELT2_minus
ZK1320.6,WBGene00000180,arc-1,lessAbs,unchanged_ELT2_minus
F01G4.2,WBGene00000181,ard-1,lessAbs,unchanged_ELT2_minus
B0336.2,WBGene00000182,arf-1,lessAbs,unchanged_ELT2_minus
F57H12.1,WBGene00000183,arf-5,lessAbs,unchanged_ELT2_minus
Y116A8C.12,WBGene00000184,arf-6,lessAbs,unchanged_ELT2_minus
C01C7.1,WBGene00000186,ark-1,lessAbs,unchanged_ELT2_minus
F54C9.10,WBGene00000187,arl-1,lessAbs,unchanged_ELT2_minus
ZK632.8,WBGene00000189,arl-5,lessAbs,unchanged_ELT2_minus
Y57G11C.13,WBGene00000192,arl-8,lessAbs,unchanged_ELT2_minus
F53H8.2,WBGene00000195,arr-1,lessAbs,unchanged_ELT2_minus
W02B12.6,WBGene00000196,aars-1,lessAbs,unchanged_ELT2_minus
C15F1.6,WBGene00000198,art-1,lessAbs,unchanged_ELT2_minus
Y71F9AL.16,WBGene00000199,arx-1,lessAbs,unchanged_ELT2_minus
Y79H2A.6,WBGene00000201,arx-3,lessAbs,unchanged_ELT2_minus
Y6D11A.1,WBGene00000202,exos-4.2,lessAbs,unchanged_ELT2_minus
C35D10.16,WBGene00000204,arx-6,lessAbs,unchanged_ELT2_minus
F02E8.1,WBGene00000207,asb-2,lessAbs,unchanged_ELT2_minus
K07A12.3,WBGene00000209,asg-1,lessAbs,unchanged_ELT2_minus
C53B7.4,WBGene00000210,asg-2,lessAbs,unchanged_ELT2_minus
B0252.2,WBGene00000211,asm-1,lessAbs,unchanged_ELT2_minus
W03G1.7,WBGene00000213,asm-3,less,down_ELT2_minus
Y39B6A.20,WBGene00000214,asp-1,less,down_ELT2_minus
T18H9.2,WBGene00000215,asp-2,less,down_ELT2_minus
H22K11.1,WBGene00000216,asp-3,lessAbs,unchanged_ELT2_minus
R12H7.2,WBGene00000217,asp-4,lessAbs,unchanged_ELT2_minus
F21F8.3,WBGene00000218,asp-5,less,down_ELT2_minus
F21F8.7,WBGene00000219,asp-6,greater,up_ELT2_minus
K08F8.2,WBGene00000220,atf-2,lessAbs,unchanged_ELT2_minus
T04C10.4,WBGene00000221,atf-4,lessAbs,unchanged_ELT2_minus
F45E6.2,WBGene00000222,atf-6,lessAbs,unchanged_ELT2_minus
C07G2.2,WBGene00000223,atf-7,lessAbs,unchanged_ELT2_minus
F26D10.9,WBGene00000224,atgp-1,lessAbs,unchanged_ELT2_minus
C38C6.2,WBGene00000225,atgp-2,lessAbs,unchanged_ELT2_minus
T06E4.3,WBGene00000226,atl-1,lessAbs,unchanged_ELT2_minus
C34E10.6,WBGene00000229,atp-2,lessAbs,unchanged_ELT2_minus
F27C1.7,WBGene00000230,atp-3,lessAbs,unchanged_ELT2_minus
D2045.1,WBGene00000231,atx-2,lessAbs,unchanged_ELT2_minus
B0207.12,WBGene00000232,avr-14,lessAbs,unchanged_ELT2_minus
B0464.7,WBGene00000235,baf-1,lessAbs,unchanged_ELT2_minus
F57B10.11,WBGene00000236,bag-1,lessAbs,unchanged_ELT2_minus
Y71F9AR.1,WBGene00000237,bam-2,lessAbs,unchanged_ELT2_minus
C54D1.6,WBGene00000238,bar-1,lessAbs,unchanged_ELT2_minus
C05D2.4,WBGene00000239,bas-1,lessAbs,unchanged_ELT2_minus
Y105E8A.5,WBGene00000241,bbs-1,lessAbs,unchanged_ELT2_minus
T13C5.5,WBGene00000245,bca-1,lessAbs,unchanged_ELT2_minus
M7.3,WBGene00000246,bcc-1,lessAbs,unchanged_ELT2_minus
C54C6.2,WBGene00000248,ben-1,lessAbs,unchanged_ELT2_minus
T27F2.3,WBGene00000249,bir-1,lessAbs,unchanged_ELT2_minus
F56C11.1,WBGene00000253,bli-3,lessAbs,unchanged_ELT2_minus
K04F10.4,WBGene00000254,bli-4,lessAbs,unchanged_ELT2_minus
F13H8.10,WBGene00000259,bpl-1,lessAbs,unchanged_ELT2_minus
F54B11.6,WBGene00000262,bra-1,lessAbs,unchanged_ELT2_minus
F23H11.5,WBGene00000263,F23H11.5,lessAbs,unchanged_ELT2_minus
C53B4.7,WBGene00000266,bre-1,lessAbs,unchanged_ELT2_minus
Y39E4B.9,WBGene00000267,bre-2,lessAbs,unchanged_ELT2_minus
B0464.4,WBGene00000268,bre-3,lessAbs,unchanged_ELT2_minus
Y73E7A.7,WBGene00000269,bre-4,lessAbs,unchanged_ELT2_minus
T12G3.8,WBGene00000270,bre-5,lessAbs,unchanged_ELT2_minus
Y79H2A.1,WBGene00000273,brp-1,lessAbs,unchanged_ELT2_minus
R06C7.8,WBGene00000275,bub-1,lessAbs,unchanged_ELT2_minus
F57B9.5,WBGene00000276,byn-1,lessAbs,unchanged_ELT2_minus
C23H4.1,WBGene00000277,cab-1,lessAbs,unchanged_ELT2_minus
K05G3.3,WBGene00000281,cah-3,lessAbs,unchanged_ELT2_minus
R01E6.3,WBGene00000282,cah-4,lessAbs,unchanged_ELT2_minus
R173.1,WBGene00000283,cah-5,lessAbs,unchanged_ELT2_minus
T28F2.3,WBGene00000284,cah-6,lessAbs,unchanged_ELT2_minus
C18E9.1,WBGene00000286,cal-2,lessAbs,unchanged_ELT2_minus
M02B7.6,WBGene00000287,cal-3,lessAbs,unchanged_ELT2_minus
C01G6.8,WBGene00000289,cam-1,lessAbs,unchanged_ELT2_minus
D2024.6,WBGene00000292,cap-1,lessAbs,unchanged_ELT2_minus
M106.5,WBGene00000293,cap-2,lessAbs,unchanged_ELT2_minus
F41G4.2,WBGene00000294,cas-1,lessAbs,unchanged_ELT2_minus
F32G8.6,WBGene00000298,cat-4,lessAbs,unchanged_ELT2_minus
T13F2.8,WBGene00000301,cav-1,lessAbs,unchanged_ELT2_minus
C56A3.7,WBGene00000302,cav-2,less,down_ELT2_minus
R10E11.1,WBGene00000366,cbp-1,lessAbs,unchanged_ELT2_minus
T28F2.5,WBGene00000368,ccb-1,lessAbs,unchanged_ELT2_minus
Y56A3A.20,WBGene00000369,ccf-1,lessAbs,unchanged_ELT2_minus
Y73F8A.6,WBGene00000370,ccg-1,lessAbs,unchanged_ELT2_minus
F26E4.9,WBGene00000371,cox-5B,lessAbs,unchanged_ELT2_minus
T05C12.7,WBGene00000377,cct-1,lessAbs,unchanged_ELT2_minus
T21B10.7,WBGene00000378,cct-2,lessAbs,unchanged_ELT2_minus
K01C8.10,WBGene00000379,cct-4,lessAbs,unchanged_ELT2_minus
C07G2.3,WBGene00000380,cct-5,lessAbs,unchanged_ELT2_minus
F01F1.8,WBGene00000381,cct-6,lessAbs,unchanged_ELT2_minus
C43E11.10,WBGene00000382,cdc-6,lessAbs,unchanged_ELT2_minus
C17G10.4,WBGene00000383,cdc-14,lessAbs,unchanged_ELT2_minus
K06A5.7,WBGene00000386,cdc-25.1,lessAbs,unchanged_ELT2_minus
F16B4.8,WBGene00000387,cdc-25.2,lessAbs,unchanged_ELT2_minus
R07G3.1,WBGene00000390,cdc-42,lessAbs,unchanged_ELT2_minus
C47D2.2,WBGene00000391,cdd-1,lessAbs,unchanged_ELT2_minus
F49E8.4,WBGene00000392,cdd-2,lessAbs,unchanged_ELT2_minus
C15B12.7,WBGene00000393,cdf-1,lessAbs,unchanged_ELT2_minus
ZK112.7,WBGene00000395,cdh-3,less,down_ELT2_minus
F08B4.2,WBGene00000397,cdh-5,greater,up_ELT2_minus
B0034.3,WBGene00000403,casy-1,lessAbs,unchanged_ELT2_minus
T27E9.3,WBGene00000407,cdk-5,lessAbs,unchanged_ELT2_minus
Y39G10AL.3,WBGene00000408,cdk-7,lessAbs,unchanged_ELT2_minus
F39H11.3,WBGene00000409,cdk-8,lessAbs,unchanged_ELT2_minus
H25P06.2,WBGene00000410,cdk-9,lessAbs,unchanged_ELT2_minus
R06F6.1,WBGene00000411,cdl-1,lessAbs,unchanged_ELT2_minus
Y54E10A.15,WBGene00000413,cdt-1,lessAbs,unchanged_ELT2_minus
ZK1236.2,WBGene00000414,cec-1,lessAbs,unchanged_ELT2_minus
Y47H9C.4,WBGene00000415,ced-1,lessAbs,unchanged_ELT2_minus
Y41D4B.13,WBGene00000416,ced-2,lessAbs,unchanged_ELT2_minus
C35D10.9,WBGene00000418,ced-4,lessAbs,unchanged_ELT2_minus
C02F4.1,WBGene00000419,ced-5,lessAbs,unchanged_ELT2_minus
C48B4.4,WBGene00000421,ced-7,lessAbs,unchanged_ELT2_minus
T07C4.8,WBGene00000423,ced-9,lessAbs,unchanged_ELT2_minus
C09G12.8,WBGene00000424,ced-10,lessAbs,unchanged_ELT2_minus
ZK512.3,WBGene00000425,ced-11,less,down_ELT2_minus
Y106G6E.5,WBGene00000426,ced-12,lessAbs,unchanged_ELT2_minus
W03A3.1,WBGene00000435,ceh-10,lessAbs,unchanged_ELT2_minus
R13A5.5,WBGene00000437,ceh-13,lessAbs,unchanged_ELT2_minus
ZC64.3,WBGene00000441,ceh-18,lessAbs,unchanged_ELT2_minus
F31E3.1,WBGene00000443,ceh-20,lessAbs,unchanged_ELT2_minus
T26C11.6,WBGene00000444,ceh-21,lessAbs,unchanged_ELT2_minus
F29F11.5,WBGene00000445,ceh-22,lessAbs,unchanged_ELT2_minus
K12H4.1,WBGene00000448,pros-1,lessAbs,unchanged_ELT2_minus
F46F3.1,WBGene00000449,ceh-27,lessAbs,unchanged_ELT2_minus
W05E10.3,WBGene00000453,ceh-32,lessAbs,unchanged_ELT2_minus
C10G8.6,WBGene00000455,ceh-34,lessAbs,unchanged_ELT2_minus
C37E2.4,WBGene00000457,ceh-36,lessAbs,unchanged_ELT2_minus
F22D3.1,WBGene00000459,ceh-38,lessAbs,unchanged_ELT2_minus
T26C11.7,WBGene00000460,ceh-39,lessAbs,unchanged_ELT2_minus
T26C11.5,WBGene00000462,ceh-41,lessAbs,unchanged_ELT2_minus
C28A5.4,WBGene00000463,ceh-43,lessAbs,unchanged_ELT2_minus
Y54F10AM.4,WBGene00000464,ceh-44,lessAbs,unchanged_ELT2_minus
C07G2.1,WBGene00000465,cpg-1,greater,up_ELT2_minus
C03D6.3,WBGene00000466,cel-1,lessAbs,unchanged_ELT2_minus
F33A8.3,WBGene00000472,cey-1,lessAbs,unchanged_ELT2_minus
F46F11.2,WBGene00000473,cey-2,greater,up_ELT2_minus
M01E11.5,WBGene00000474,cey-3,greater,up_ELT2_minus
C18C4.2,WBGene00000477,cft-1,lessAbs,unchanged_ELT2_minus
F27E11.3,WBGene00000478,cfz-2,lessAbs,unchanged_ELT2_minus
C07H6.5,WBGene00000479,cgh-1,lessAbs,unchanged_ELT2_minus
Y38C9A.2,WBGene00000480,cgp-1,lessAbs,unchanged_ELT2_minus
T14G8.1,WBGene00000482,chd-3,lessAbs,unchanged_ELT2_minus
Y39H10A.7,WBGene00000498,chk-1,lessAbs,unchanged_ELT2_minus
T09B4.10,WBGene00000500,chn-1,lessAbs,unchanged_ELT2_minus
C48D1.3,WBGene00000501,cho-1,lessAbs,unchanged_ELT2_minus
Y110A7A.13,WBGene00000502,chp-1,lessAbs,unchanged_ELT2_minus
H14E04.5,WBGene00000506,cic-1,lessAbs,unchanged_ELT2_minus
F44B9.4,WBGene00000507,cit-1.1,lessAbs,unchanged_ELT2_minus
F44B9.3,WBGene00000508,cit-1.2,lessAbs,unchanged_ELT2_minus
C28D4.2,WBGene00000509,cka-1,lessAbs,unchanged_ELT2_minus
C52B9.1,WBGene00000510,cka-2,lessAbs,unchanged_ELT2_minus
B0285.8,WBGene00000511,ckb-1,lessAbs,unchanged_ELT2_minus
B0285.9,WBGene00000512,ckb-2,lessAbs,unchanged_ELT2_minus
B0285.10,WBGene00000513,ckb-3,greater,up_ELT2_minus
T05A6.1,WBGene00000516,cki-1,lessAbs,unchanged_ELT2_minus
T05A6.2,WBGene00000517,cki-2,lessAbs,unchanged_ELT2_minus
C05H8.1,WBGene00000518,ckk-1,lessAbs,unchanged_ELT2_minus
Y47D3A.4,WBGene00000519,cku-70,lessAbs,unchanged_ELT2_minus
C09F12.1,WBGene00000522,clc-1,greater,up_ELT2_minus
ZK563.4,WBGene00000524,clc-3,lessAbs,unchanged_ELT2_minus
C36B1.1,WBGene00000527,cle-1,lessAbs,unchanged_ELT2_minus
T27D12.2,WBGene00000528,clh-1,lessAbs,unchanged_ELT2_minus
B0491.8,WBGene00000529,clh-2,lessAbs,unchanged_ELT2_minus
T06F4.2,WBGene00000531,clh-4,lessAbs,unchanged_ELT2_minus
C07H4.2,WBGene00000532,clh-5,lessAbs,unchanged_ELT2_minus
R07B7.1,WBGene00000533,clh-6,lessAbs,unchanged_ELT2_minus
R01B10.1,WBGene00000534,cpi-2,lessAbs,unchanged_ELT2_minus
K08B4.6,WBGene00000535,cpi-1,greater,up_ELT2_minus
ZC395.2,WBGene00000536,clk-1,lessAbs,unchanged_ELT2_minus
C07H6.6,WBGene00000537,clk-2,lessAbs,unchanged_ELT2_minus
C01G8.2,WBGene00000540,cln-3.2,lessAbs,unchanged_ELT2_minus
C06G4.2,WBGene00000542,clp-1,lessAbs,unchanged_ELT2_minus
T04A8.16,WBGene00000543,clp-2,lessAbs,unchanged_ELT2_minus
Y39A3CL.5,WBGene00000545,clp-4,lessAbs,unchanged_ELT2_minus
Y77E11A.11,WBGene00000547,clp-7,lessAbs,unchanged_ELT2_minus
F56D1.4,WBGene00000548,clr-1,lessAbs,unchanged_ELT2_minus
F55H2.6,WBGene00000550,clu-1,lessAbs,unchanged_ELT2_minus
T21H3.3,WBGene00000552,cmd-1,lessAbs,unchanged_ELT2_minus
K07A9.2,WBGene00000553,cmk-1,lessAbs,unchanged_ELT2_minus
F55C10.1,WBGene00000554,cnb-1,lessAbs,unchanged_ELT2_minus
F14H8.6,WBGene00000562,cng-1,lessAbs,unchanged_ELT2_minus
R01H10.8,WBGene00000564,cnk-1,lessAbs,unchanged_ELT2_minus
Y17G7B.15,WBGene00000565,cnt-1,lessAbs,unchanged_ELT2_minus
Y39A1A.15,WBGene00000566,cnt-2,lessAbs,unchanged_ELT2_minus
ZK632.6,WBGene00000567,cnx-1,lessAbs,unchanged_ELT2_minus
R03C1.3,WBGene00000584,cog-1,lessAbs,unchanged_ELT2_minus
C06G3.10,WBGene00000585,cogc-2,lessAbs,unchanged_ELT2_minus
K08A8.3,WBGene00000591,coh-1,lessAbs,unchanged_ELT2_minus
F08H9.1,WBGene00000592,coh-3,greater,up_ELT2_minus
T28C6.6,WBGene00000594,col-3,less,down_ELT2_minus
B0222.8,WBGene00000599,col-10,lessAbs,unchanged_ELT2_minus
C09G5.4,WBGene00000616,col-39,lessAbs,unchanged_ELT2_minus
M195.1,WBGene00000653,col-77,lessAbs,unchanged_ELT2_minus
C09G5.5,WBGene00000656,col-80,lessAbs,unchanged_ELT2_minus
W05B2.1,WBGene00000669,col-94,lessAbs,unchanged_ELT2_minus
F14F7.1,WBGene00000673,col-98,lessAbs,unchanged_ELT2_minus
F56B3.1,WBGene00000677,col-103,lessAbs,unchanged_ELT2_minus
C34H4.4,WBGene00000681,col-107,lessAbs,unchanged_ELT2_minus
T28C6.4,WBGene00000691,col-117,less,down_ELT2_minus
M18.1,WBGene00000703,col-129,lessAbs,unchanged_ELT2_minus
B0222.6,WBGene00000717,col-144,lessAbs,unchanged_ELT2_minus
T06E4.4,WBGene00000720,col-147,less,down_ELT2_minus
T10E10.1,WBGene00000741,col-168,less,down_ELT2_minus
W03G11.1,WBGene00000754,col-181,lessAbs,unchanged_ELT2_minus
F15A2.1,WBGene00000757,col-184,lessAbs,unchanged_ELT2_minus
C24A11.9,WBGene00000761,coq-1,lessAbs,unchanged_ELT2_minus
T03F1.2,WBGene00000764,coq-4,lessAbs,unchanged_ELT2_minus
ZK652.9,WBGene00000765,coq-5,lessAbs,unchanged_ELT2_minus
K07B1.2,WBGene00000766,coq-6,lessAbs,unchanged_ELT2_minus
C35D10.4,WBGene00000767,coq-8,lessAbs,unchanged_ELT2_minus
F28C6.3,WBGene00000773,cpf-1,lessAbs,unchanged_ELT2_minus
T03E6.7,WBGene00000776,cpl-1,lessAbs,unchanged_ELT2_minus
F28H1.2,WBGene00000779,cpn-3,lessAbs,unchanged_ELT2_minus
F36D3.9,WBGene00000782,cpr-2,less,down_ELT2_minus
T10H4.12,WBGene00000783,cpr-3,greater,up_ELT2_minus
F44C4.3,WBGene00000784,cpr-4,greater,up_ELT2_minus
W07B8.5,WBGene00000785,cpr-5,less,down_ELT2_minus
C25B8.3,WBGene00000786,cpr-6,less,down_ELT2_minus
C41D11.8,WBGene00000787,cps-6,lessAbs,unchanged_ELT2_minus
F32B5.8,WBGene00000788,cpz-1,lessAbs,unchanged_ELT2_minus
M04G12.2,WBGene00000789,cpz-2,less,down_ELT2_minus
F11C7.4,WBGene00000792,crb-1,lessAbs,unchanged_ELT2_minus
Y41C4A.4,WBGene00000793,crh-1,lessAbs,unchanged_ELT2_minus
Y47G6A.8,WBGene00000794,crn-1,lessAbs,unchanged_ELT2_minus
CD4.2,WBGene00000795,crn-2,lessAbs,unchanged_ELT2_minus
C14A4.5,WBGene00000798,crn-5,lessAbs,unchanged_ELT2_minus
K04H4.6,WBGene00000799,crn-6,lessAbs,unchanged_ELT2_minus
Y38A10A.5,WBGene00000802,crt-1,greater,up_ELT2_minus
F53H4.1,WBGene00000803,csb-1,lessAbs,unchanged_ELT2_minus
Y48G1C.2,WBGene00000812,csk-1,lessAbs,unchanged_ELT2_minus
Y59A8A.1,WBGene00000813,csn-1,lessAbs,unchanged_ELT2_minus
B0025.2,WBGene00000814,csn-2,lessAbs,unchanged_ELT2_minus
Y38C1AA.2,WBGene00000815,csn-3,lessAbs,unchanged_ELT2_minus
Y55F3AM.15,WBGene00000816,csn-4,lessAbs,unchanged_ELT2_minus
B0547.1,WBGene00000817,csn-5,lessAbs,unchanged_ELT2_minus
Y67H2A.6,WBGene00000818,csn-6,lessAbs,unchanged_ELT2_minus
F40E10.3,WBGene00000822,csq-1,lessAbs,unchanged_ELT2_minus
MTCE.21,WBGene00000829,,less,down_ELT2_minus
Y54G11A.5,WBGene00000831,ctl-2,lessAbs,unchanged_ELT2_minus
Y23H5A.5,WBGene00000832,ctn-1,lessAbs,unchanged_ELT2_minus
T20G5.2,WBGene00000833,cts-1,lessAbs,unchanged_ELT2_minus
Y76A2A.2,WBGene00000834,cua-1,lessAbs,unchanged_ELT2_minus
ZK652.11,WBGene00000835,cuc-1,lessAbs,unchanged_ELT2_minus
D2045.6,WBGene00000836,cul-1,lessAbs,unchanged_ELT2_minus
ZK520.4,WBGene00000837,cul-2,lessAbs,unchanged_ELT2_minus
Y108G3AL.1,WBGene00000838,cul-3,lessAbs,unchanged_ELT2_minus
F45E12.3,WBGene00000839,cul-4,lessAbs,unchanged_ELT2_minus
ZK856.1,WBGene00000840,cul-5,lessAbs,unchanged_ELT2_minus
K08E7.7,WBGene00000841,cul-6,greater,up_ELT2_minus
F25D7.1,WBGene00000843,cup-2,lessAbs,unchanged_ELT2_minus
R13A5.1,WBGene00000846,cup-5,lessAbs,unchanged_ELT2_minus
C07H6.8,WBGene00000854,cux-7,lessAbs,unchanged_ELT2_minus
W01B6.1,WBGene00000858,cwn-2,lessAbs,unchanged_ELT2_minus
K11D12.1,WBGene00000862,cwp-4,lessAbs,unchanged_ELT2_minus
ZK507.6,WBGene00000863,cya-1,lessAbs,unchanged_ELT2_minus
ZC168.4,WBGene00000865,cyb-1,lessAbs,unchanged_ELT2_minus
T06E6.2,WBGene00000868,cyb-3,lessAbs,unchanged_ELT2_minus
C54G4.8,WBGene00000869,cyc-1,lessAbs,unchanged_ELT2_minus
Y38F1A.5,WBGene00000870,cyd-1,lessAbs,unchanged_ELT2_minus
C37A2.4,WBGene00000871,cye-1,lessAbs,unchanged_ELT2_minus
F11H8.4,WBGene00000872,cyk-1,lessAbs,unchanged_ELT2_minus
ZK328.1,WBGene00000874,cyk-3,lessAbs,unchanged_ELT2_minus
C52E4.6,WBGene00000876,cyl-1,lessAbs,unchanged_ELT2_minus
Y49A3A.5,WBGene00000877,cyn-1,lessAbs,unchanged_ELT2_minus
Y75B12B.5,WBGene00000879,cyn-3,lessAbs,unchanged_ELT2_minus
F59E10.2,WBGene00000880,cyn-4,lessAbs,unchanged_ELT2_minus
F31C3.1,WBGene00000881,cyn-5,lessAbs,unchanged_ELT2_minus
F42G9.2,WBGene00000882,cyn-6,lessAbs,unchanged_ELT2_minus
Y75B12B.2,WBGene00000883,cyn-7,lessAbs,unchanged_ELT2_minus
D1009.2,WBGene00000884,cyn-8,lessAbs,unchanged_ELT2_minus
