wormbase_gseq,WBGeneID,wikigene_name,status,description
K05F1.6,WBGene00019408,K05F1.6,lessAbs,unchanged_ELT2_minus
K06A1.1,WBGene00019424,aptf-1,lessAbs,unchanged_ELT2_minus
K06A1.5,WBGene00019427,atg-16.2,lessAbs,unchanged_ELT2_minus
K06A1.6,WBGene00019428,dgk-5,lessAbs,unchanged_ELT2_minus
K06A5.4,WBGene00019432,knl-2,lessAbs,unchanged_ELT2_minus
K06A5.6,WBGene00019433,acdh-3,lessAbs,unchanged_ELT2_minus
K06A9.1,WBGene00019435,K06A9.1,lessAbs,unchanged_ELT2_minus
K06A9.2,WBGene00019436,K06A9.2,lessAbs,unchanged_ELT2_minus
K06H7.1,WBGene00019455,K06H7.1,lessAbs,unchanged_ELT2_minus
K06H7.2,WBGene00019456,K06H7.2,lessAbs,unchanged_ELT2_minus
K06H7.3,WBGene00019457,vms-1,lessAbs,unchanged_ELT2_minus
K06H7.9,WBGene00019460,idi-1,lessAbs,unchanged_ELT2_minus
K07A9.3,WBGene00019462,ccm-2,lessAbs,unchanged_ELT2_minus
K07B1.4,WBGene00019464,K07B1.4,lessAbs,unchanged_ELT2_minus
K07B1.5,WBGene00019465,acl-14,lessAbs,unchanged_ELT2_minus
K07B1.6,WBGene00019466,tos-1,lessAbs,unchanged_ELT2_minus
K07B1.7,WBGene00019467,K07B1.7,lessAbs,unchanged_ELT2_minus
K07C11.5,WBGene00019478,cri-2,lessAbs,unchanged_ELT2_minus
K07C11.7,WBGene00019479,K07C11.7,lessAbs,unchanged_ELT2_minus
K07C11.8,WBGene00019480,K07C11.8,lessAbs,unchanged_ELT2_minus
K07D4.7,WBGene00019487,ephx-1,lessAbs,unchanged_ELT2_minus
K07E1.1,WBGene00019489,K07E1.1,lessAbs,unchanged_ELT2_minus
K07E3.1,WBGene00019490,K07E3.1,lessAbs,unchanged_ELT2_minus
K07E3.2,WBGene00019491,K07E3.2,lessAbs,unchanged_ELT2_minus
K07E3.4,WBGene00019492,K07E3.4,lessAbs,unchanged_ELT2_minus
K07E3.7,WBGene00019493,catp-5,lessAbs,unchanged_ELT2_minus
K07E8.7,WBGene00019498,K07E8.7,lessAbs,unchanged_ELT2_minus
K07H8.1,WBGene00019503,tbce-1,lessAbs,unchanged_ELT2_minus
K07H8.2,WBGene00019504,K07H8.2,lessAbs,unchanged_ELT2_minus
K07H8.9,WBGene00019509,K07H8.9,lessAbs,unchanged_ELT2_minus
K07H8.10,WBGene00019510,nucl-1,lessAbs,unchanged_ELT2_minus
K08A2.1,WBGene00019511,lido-8,lessAbs,unchanged_ELT2_minus
K08A2.4,WBGene00019513,lido-7,lessAbs,unchanged_ELT2_minus
K08B4.4,WBGene00019516,ugt-20,lessAbs,unchanged_ELT2_minus
K08B5.1,WBGene00019518,K08B5.1,lessAbs,unchanged_ELT2_minus
K08B5.2,WBGene00019519,K08B5.2,lessAbs,unchanged_ELT2_minus
K08B12.2,WBGene00019521,dmd-7,lessAbs,unchanged_ELT2_minus
K08B12.3,WBGene00019522,K08B12.3,lessAbs,unchanged_ELT2_minus
K08D9.4,WBGene00019525,K08D9.4,lessAbs,unchanged_ELT2_minus
K08D10.12,WBGene00019535,tsen-34,lessAbs,unchanged_ELT2_minus
K08D12.2,WBGene00019536,rpi-2,lessAbs,unchanged_ELT2_minus
K08D12.3,WBGene00019537,K08D12.3,lessAbs,unchanged_ELT2_minus
K08F11.3,WBGene00019543,cif-1,lessAbs,unchanged_ELT2_minus
K08F11.5,WBGene00019544,miro-1,lessAbs,unchanged_ELT2_minus
K09C4.10,WBGene00019554,K09C4.10,lessAbs,unchanged_ELT2_minus
K09E2.3,WBGene00019572,K09E2.3,lessAbs,unchanged_ELT2_minus
K09F6.10,WBGene00019593,K09F6.10,lessAbs,unchanged_ELT2_minus
K09H9.2,WBGene00019595,dscc-1,lessAbs,unchanged_ELT2_minus
K10B2.2,WBGene00019605,ctsa-4.1,lessAbs,unchanged_ELT2_minus
K10B2.4,WBGene00019607,K10B2.4,lessAbs,unchanged_ELT2_minus
K10B3.1,WBGene00019609,K10B3.1,lessAbs,unchanged_ELT2_minus
K10B3.5,WBGene00019611,K10B3.5,lessAbs,unchanged_ELT2_minus
K10B3.6,WBGene00019612,gpcp-1,lessAbs,unchanged_ELT2_minus
K10B4.3,WBGene00019615,K10B4.3,lessAbs,unchanged_ELT2_minus
K10C2.4,WBGene00019620,fah-1,lessAbs,unchanged_ELT2_minus
K10D2.1,WBGene00019627,hira-1,lessAbs,unchanged_ELT2_minus
K10D2.2,WBGene00019628,pup-2,lessAbs,unchanged_ELT2_minus
K10D2.3,WBGene00019629,cid-1,lessAbs,unchanged_ELT2_minus
K10D2.4,WBGene00019630,emb-1,lessAbs,unchanged_ELT2_minus
K10D2.5,WBGene00019631,K10D2.5,lessAbs,unchanged_ELT2_minus
K11C4.2,WBGene00019643,K11C4.2,lessAbs,unchanged_ELT2_minus
K11D12.5,WBGene00019645,swt-7,lessAbs,unchanged_ELT2_minus
K11D12.9,WBGene00019649,exc-14,lessAbs,unchanged_ELT2_minus
K11D12.12,WBGene00019651,K11D12.12,lessAbs,unchanged_ELT2_minus
K11G9.1,WBGene00019652,cest-34,lessAbs,unchanged_ELT2_minus
K11G9.5,WBGene00019655,K11G9.5,lessAbs,unchanged_ELT2_minus
K11G12.5,WBGene00019656,slc-25A10,lessAbs,unchanged_ELT2_minus
K11G12.6,WBGene00019657,K11G12.6,lessAbs,unchanged_ELT2_minus
K11H12.1,WBGene00019658,K11H12.1,lessAbs,unchanged_ELT2_minus
K11H12.3,WBGene00019659,K11H12.3,lessAbs,unchanged_ELT2_minus
K11H12.8,WBGene00019664,K11H12.8,lessAbs,unchanged_ELT2_minus
K11H12.9,WBGene00019665,K11H12.9,lessAbs,unchanged_ELT2_minus
K12C11.1,WBGene00019673,K12C11.1,lessAbs,unchanged_ELT2_minus
K12H4.2,WBGene00019677,K12H4.2,lessAbs,unchanged_ELT2_minus
K12H4.3,WBGene00019678,K12H4.3,lessAbs,unchanged_ELT2_minus
K12H4.4,WBGene00019679,spcs-3,lessAbs,unchanged_ELT2_minus
K12H4.5,WBGene00019680,K12H4.5,lessAbs,unchanged_ELT2_minus
M01B12.4,WBGene00019697,M01B12.4,lessAbs,unchanged_ELT2_minus
M01B12.5,WBGene00019698,riok-1,lessAbs,unchanged_ELT2_minus
M01E11.1,WBGene00019710,M01E11.1,lessAbs,unchanged_ELT2_minus
M01E11.2,WBGene00019711,ctnb-1,lessAbs,unchanged_ELT2_minus
M01G5.3,WBGene00019716,M01G5.3,lessAbs,unchanged_ELT2_minus
M01H9.1,WBGene00019717,trx-3,lessAbs,unchanged_ELT2_minus
M01H9.3,WBGene00019719,M01H9.3,lessAbs,unchanged_ELT2_minus
M01H9.4,WBGene00019720,M01H9.4,lessAbs,unchanged_ELT2_minus
M02B7.2,WBGene00019724,M02B7.2,lessAbs,unchanged_ELT2_minus
M02B7.5,WBGene00019726,bris-1,lessAbs,unchanged_ELT2_minus
M02D8.1,WBGene00019727,zig-12,lessAbs,unchanged_ELT2_minus
M02D8.3,WBGene00019729,M02D8.3,lessAbs,unchanged_ELT2_minus
M02E1.1,WBGene00019733,M02E1.1,lessAbs,unchanged_ELT2_minus
M02F4.7,WBGene00019738,clec-265,lessAbs,unchanged_ELT2_minus
M02H5.3,WBGene00019741,nhr-201,lessAbs,unchanged_ELT2_minus
M02H5.4,WBGene00019742,nhr-202,lessAbs,unchanged_ELT2_minus
M03A1.3,WBGene00019746,M03A1.3,lessAbs,unchanged_ELT2_minus
M03A1.6,WBGene00019747,ipla-1,lessAbs,unchanged_ELT2_minus
M03A8.2,WBGene00019748,atg-2,lessAbs,unchanged_ELT2_minus
M03A8.3,WBGene00019749,M03A8.3,lessAbs,unchanged_ELT2_minus
M03E7.5,WBGene00019757,memb-2,lessAbs,unchanged_ELT2_minus
M03F4.7,WBGene00019760,calu-1,lessAbs,unchanged_ELT2_minus
M03F8.1,WBGene00019761,M03F8.1,lessAbs,unchanged_ELT2_minus
M03F8.3,WBGene00019762,M03F8.3,lessAbs,unchanged_ELT2_minus
M4.1,WBGene00019766,M4.1,lessAbs,unchanged_ELT2_minus
M04F3.1,WBGene00019767,rpa-2,lessAbs,unchanged_ELT2_minus
M04F3.4,WBGene00019770,M04F3.4,lessAbs,unchanged_ELT2_minus
M04F3.5,WBGene00019771,M04F3.5,lessAbs,unchanged_ELT2_minus
M04G7.3,WBGene00019774,M04G7.3,lessAbs,unchanged_ELT2_minus
M57.1,WBGene00019777,M57.1,lessAbs,unchanged_ELT2_minus
M60.4,WBGene00019780,M60.4,lessAbs,unchanged_ELT2_minus
M60.6,WBGene00019781,M60.6,lessAbs,unchanged_ELT2_minus
M70.4,WBGene00019786,M70.4,lessAbs,unchanged_ELT2_minus
M70.5,WBGene00019787,M70.5,lessAbs,unchanged_ELT2_minus
PAR2.1,WBGene00019800,mtss-1,lessAbs,unchanged_ELT2_minus
PDB1.1,WBGene00019803,PDB1.1,lessAbs,unchanged_ELT2_minus
R01B10.4,WBGene00019806,pgap-3,lessAbs,unchanged_ELT2_minus
R01B10.5,WBGene00019807,jamp-1,lessAbs,unchanged_ELT2_minus
R01B10.6,WBGene00019808,seip-1,lessAbs,unchanged_ELT2_minus
R02C2.4,WBGene00019816,nhr-204,lessAbs,unchanged_ELT2_minus
R02D3.1,WBGene00019819,aass-1,lessAbs,unchanged_ELT2_minus
R02D3.3,WBGene00019821,gtf-2H1,lessAbs,unchanged_ELT2_minus
R02D3.4,WBGene00019822,ints-13,lessAbs,unchanged_ELT2_minus
R02D3.5,WBGene00019823,fnta-1,lessAbs,unchanged_ELT2_minus
R02D3.7,WBGene00019824,R02D3.7,lessAbs,unchanged_ELT2_minus
R02D3.8,WBGene00019825,R02D3.8,lessAbs,unchanged_ELT2_minus
R02E12.2,WBGene00019827,mop-25.1,lessAbs,unchanged_ELT2_minus
R02E12.4,WBGene00019828,R02E12.4,lessAbs,unchanged_ELT2_minus
R02E12.5,WBGene00019829,R02E12.5,lessAbs,unchanged_ELT2_minus
R02F2.1,WBGene00019831,R02F2.1,lessAbs,unchanged_ELT2_minus
R02F2.2,WBGene00019832,osg-1,lessAbs,unchanged_ELT2_minus
R02F2.7,WBGene00019836,R02F2.7,lessAbs,unchanged_ELT2_minus
R02F2.8,WBGene00019837,R02F2.8,lessAbs,unchanged_ELT2_minus
R02F2.9,WBGene00019838,R02F2.9,lessAbs,unchanged_ELT2_minus
R02F11.2,WBGene00019840,R02F11.2,lessAbs,unchanged_ELT2_minus
R02F11.3,WBGene00019841,R02F11.3,lessAbs,unchanged_ELT2_minus
R02F11.4,WBGene00019842,R02F11.4,lessAbs,unchanged_ELT2_minus
R03G5.6,WBGene00019847,R03G5.6,lessAbs,unchanged_ELT2_minus
R03H10.1,WBGene00019854,R03H10.1,lessAbs,unchanged_ELT2_minus
R03H10.2,WBGene00019855,R03H10.2,lessAbs,unchanged_ELT2_minus
R03H10.6,WBGene00019858,R03H10.6,lessAbs,unchanged_ELT2_minus
R04A9.2,WBGene00019862,nrde-3,lessAbs,unchanged_ELT2_minus
R04A9.3,WBGene00019863,R04A9.3,lessAbs,unchanged_ELT2_minus
R04A9.5,WBGene00019864,ceh-93,lessAbs,unchanged_ELT2_minus
R04A9.6,WBGene00019865,R04A9.6,lessAbs,unchanged_ELT2_minus
R04B3.2,WBGene00019867,R04B3.2,lessAbs,unchanged_ELT2_minus
R04B3.3,WBGene00019868,R04B3.3,lessAbs,unchanged_ELT2_minus
R04E5.7,WBGene00019870,R04E5.7,lessAbs,unchanged_ELT2_minus
R04E5.8,WBGene00019871,R04E5.8,lessAbs,unchanged_ELT2_minus
R04E5.9,WBGene00019872,R04E5.9,lessAbs,unchanged_ELT2_minus
R05C11.3,WBGene00019875,mca-2,lessAbs,unchanged_ELT2_minus
R05D3.2,WBGene00019877,R05D3.2,lessAbs,unchanged_ELT2_minus
R05D3.8,WBGene00019881,R05D3.8,lessAbs,unchanged_ELT2_minus
R05D3.11,WBGene00019883,met-2,lessAbs,unchanged_ELT2_minus
R05D3.12,WBGene00019884,R05D3.12,lessAbs,unchanged_ELT2_minus
R05F9.1,WBGene00019888,btbd-10,lessAbs,unchanged_ELT2_minus
R05F9.6,WBGene00019890,R05F9.6,lessAbs,unchanged_ELT2_minus
R05F9.9,WBGene00019892,R05F9.9,lessAbs,unchanged_ELT2_minus
R05F9.10,WBGene00019893,sgt-1,lessAbs,unchanged_ELT2_minus
R05F9.12,WBGene00019895,aagr-2,lessAbs,unchanged_ELT2_minus
R05G6.1,WBGene00019896,R05G6.1,lessAbs,unchanged_ELT2_minus
R05G6.4,WBGene00019898,R05G6.4,lessAbs,unchanged_ELT2_minus
R05G6.7,WBGene00019900,vdac-1,lessAbs,unchanged_ELT2_minus
R05G6.10,WBGene00019902,R05G6.10,lessAbs,unchanged_ELT2_minus
R05G9.2,WBGene00019904,twk-49,lessAbs,unchanged_ELT2_minus
R05H11.1,WBGene00019907,R05H11.1,lessAbs,unchanged_ELT2_minus
R06A10.4,WBGene00019911,R06A10.4,lessAbs,unchanged_ELT2_minus
R06B10.5,WBGene00019915,tbc-10,lessAbs,unchanged_ELT2_minus
R07C3.2,WBGene00019918,fbxc-36,lessAbs,unchanged_ELT2_minus
R07C3.8,WBGene00019924,fbxc-33,lessAbs,unchanged_ELT2_minus
R07E4.1,WBGene00019935,R07E4.1,lessAbs,unchanged_ELT2_minus
R07E4.3,WBGene00019937,R07E4.3,lessAbs,unchanged_ELT2_minus
R07E4.5,WBGene00019938,R07E4.5,lessAbs,unchanged_ELT2_minus
R07G3.3,WBGene00019940,npp-21,lessAbs,unchanged_ELT2_minus
R07G3.5,WBGene00019941,pgam-5,lessAbs,unchanged_ELT2_minus
R07G3.7,WBGene00019943,R07G3.7,lessAbs,unchanged_ELT2_minus
R07G3.8,WBGene00019944,R07G3.8,lessAbs,unchanged_ELT2_minus
R08C7.2,WBGene00019946,chat-1,lessAbs,unchanged_ELT2_minus
R08C7.3,WBGene00019947,htz-1,lessAbs,unchanged_ELT2_minus
R08C7.10,WBGene00019953,wapl-1,lessAbs,unchanged_ELT2_minus
R08C7.12,WBGene00019955,R08C7.12,lessAbs,unchanged_ELT2_minus
R08E3.3,WBGene00019959,R08E3.3,lessAbs,unchanged_ELT2_minus
R08E3.4,WBGene00019960,ztf-16,lessAbs,unchanged_ELT2_minus
R08F11.1,WBGene00019965,R08F11.1,lessAbs,unchanged_ELT2_minus
R09A1.1,WBGene00019971,ergo-1,lessAbs,unchanged_ELT2_minus
R09B5.11,WBGene00019979,R09B5.11,lessAbs,unchanged_ELT2_minus
R09F10.3,WBGene00019987,R09F10.3,lessAbs,unchanged_ELT2_minus
R09F10.5,WBGene00019988,R09F10.5,lessAbs,unchanged_ELT2_minus
R10A10.2,WBGene00019993,rbx-2,lessAbs,unchanged_ELT2_minus
R10F2.1,WBGene00019994,cdh-1,lessAbs,unchanged_ELT2_minus
R10F2.5,WBGene00019996,R10F2.5,lessAbs,unchanged_ELT2_minus
R10F2.6,WBGene00019997,R10F2.6,lessAbs,unchanged_ELT2_minus
R10H1.1,WBGene00019998,R10H1.1,lessAbs,unchanged_ELT2_minus
R11E3.1,WBGene00020003,R11E3.1,lessAbs,unchanged_ELT2_minus
R11E3.2,WBGene00020004,R11E3.2,lessAbs,unchanged_ELT2_minus
R11E3.4,WBGene00020006,set-15,lessAbs,unchanged_ELT2_minus
R11F4.1,WBGene00020007,R11F4.1,lessAbs,unchanged_ELT2_minus
R11G1.6,WBGene00020012,R11G1.6,lessAbs,unchanged_ELT2_minus
R12B2.2,WBGene00020018,R12B2.2,lessAbs,unchanged_ELT2_minus
R12C12.3,WBGene00020023,frpr-16,lessAbs,unchanged_ELT2_minus
R12C12.5,WBGene00020025,R12C12.5,lessAbs,unchanged_ELT2_minus
R12C12.6,WBGene00020026,R12C12.6,lessAbs,unchanged_ELT2_minus
R12C12.7,WBGene00020027,R12C12.7,lessAbs,unchanged_ELT2_minus
R12C12.8,WBGene00020028,,lessAbs,unchanged_ELT2_minus
R12C12.9,WBGene00020029,R12C12.9,lessAbs,unchanged_ELT2_minus
R12E2.1,WBGene00020030,kel-20,lessAbs,unchanged_ELT2_minus
R12E2.2,WBGene00020031,suco-1,lessAbs,unchanged_ELT2_minus
R12E2.11,WBGene00020036,R12E2.11,lessAbs,unchanged_ELT2_minus
R12E2.12,WBGene00020037,mrps-6,lessAbs,unchanged_ELT2_minus
R12E2.13,WBGene00020038,R12E2.13,lessAbs,unchanged_ELT2_minus
R13A1.8,WBGene00020045,glb-23,lessAbs,unchanged_ELT2_minus
R13A5.3,WBGene00020047,ttr-32,lessAbs,unchanged_ELT2_minus
R13A5.6,WBGene00020049,ttr-8,lessAbs,unchanged_ELT2_minus
R13A5.9,WBGene00020051,mfsd-6,lessAbs,unchanged_ELT2_minus
R13D11.4,WBGene00020058,R13D11.4,lessAbs,unchanged_ELT2_minus
R13D11.8,WBGene00020062,nhr-270,lessAbs,unchanged_ELT2_minus
R13F6.1,WBGene00020064,kbp-1,lessAbs,unchanged_ELT2_minus
R13F6.10,WBGene00020068,cra-1,lessAbs,unchanged_ELT2_minus
R57.1,WBGene00020082,gcp-2.1,lessAbs,unchanged_ELT2_minus
R106.2,WBGene00020086,npr-24,lessAbs,unchanged_ELT2_minus
R119.2,WBGene00020088,R119.2,lessAbs,unchanged_ELT2_minus
R119.3,WBGene00020089,R119.3,lessAbs,unchanged_ELT2_minus
R119.5,WBGene00020090,R119.5,lessAbs,unchanged_ELT2_minus
R144.2,WBGene00020092,pcf-11,lessAbs,unchanged_ELT2_minus
R144.3,WBGene00020093,R144.3,lessAbs,unchanged_ELT2_minus
R144.5,WBGene00020095,smcr-8,lessAbs,unchanged_ELT2_minus
R144.6,WBGene00020096,R144.6,lessAbs,unchanged_ELT2_minus
R144.7,WBGene00020097,larp-1,lessAbs,unchanged_ELT2_minus
R144.11,WBGene00020099,R144.11,lessAbs,unchanged_ELT2_minus
R148.2,WBGene00020101,lmtr-5,lessAbs,unchanged_ELT2_minus
R148.3,WBGene00020102,R148.3,lessAbs,unchanged_ELT2_minus
R148.5,WBGene00020104,R148.5,lessAbs,unchanged_ELT2_minus
R151.1,WBGene00020106,R151.1,lessAbs,unchanged_ELT2_minus
R151.2,WBGene00020107,R151.2,lessAbs,unchanged_ELT2_minus
R151.6,WBGene00020109,der-2,lessAbs,unchanged_ELT2_minus
R151.7,WBGene00020110,hsp-75,lessAbs,unchanged_ELT2_minus
R151.8,WBGene00020111,R151.8,lessAbs,unchanged_ELT2_minus
R151.9,WBGene00020112,pfd-5,lessAbs,unchanged_ELT2_minus
R151.10,WBGene00020113,R151.10,lessAbs,unchanged_ELT2_minus
R153.1,WBGene00020114,pde-4,lessAbs,unchanged_ELT2_minus
R155.1,WBGene00020115,mboa-6,lessAbs,unchanged_ELT2_minus
R173.4,WBGene00020126,flp-26,lessAbs,unchanged_ELT2_minus
T01A4.1,WBGene00020131,gcy-28,lessAbs,unchanged_ELT2_minus
T01B6.3,WBGene00020135,aakg-4,lessAbs,unchanged_ELT2_minus
T01B10.5,WBGene00020137,T01B10.5,lessAbs,unchanged_ELT2_minus
T01C8.1,WBGene00020142,aak-2,lessAbs,unchanged_ELT2_minus
T01C8.5,WBGene00020146,got-1.2,lessAbs,unchanged_ELT2_minus
T01D1.3,WBGene00020148,T01D1.3,lessAbs,unchanged_ELT2_minus
T01G6.5,WBGene00020152,nhr-211,lessAbs,unchanged_ELT2_minus
T01G6.6,WBGene00020153,nhr-212,lessAbs,unchanged_ELT2_minus
T02B11.4,WBGene00020156,T02B11.4,lessAbs,unchanged_ELT2_minus
T02C5.1,WBGene00020158,T02C5.1,lessAbs,unchanged_ELT2_minus
T02C5.3,WBGene00020160,igcm-3,lessAbs,unchanged_ELT2_minus
T02G5.7,WBGene00020166,T02G5.7,lessAbs,unchanged_ELT2_minus
T02G5.13,WBGene00020169,mmaa-1,lessAbs,unchanged_ELT2_minus
T02H6.1,WBGene00020171,T02H6.1,lessAbs,unchanged_ELT2_minus
T02H6.2,WBGene00020172,thoc-1,lessAbs,unchanged_ELT2_minus
T02H6.11,WBGene00020181,T02H6.11,lessAbs,unchanged_ELT2_minus
T03D3.5,WBGene00020183,T03D3.5,lessAbs,unchanged_ELT2_minus
T03F1.1,WBGene00020184,uba-5,lessAbs,unchanged_ELT2_minus
T03F1.3,WBGene00020185,pgk-1,lessAbs,unchanged_ELT2_minus
T03F1.8,WBGene00020190,guk-1,lessAbs,unchanged_ELT2_minus
T03F1.11,WBGene00020192,T03F1.11,lessAbs,unchanged_ELT2_minus
T03F1.12,WBGene00020193,T03F1.12,lessAbs,unchanged_ELT2_minus
T03G6.3,WBGene00020195,T03G6.3,lessAbs,unchanged_ELT2_minus
T03G11.3,WBGene00020196,T03G11.3,lessAbs,unchanged_ELT2_minus
T03G11.4,WBGene00020197,mans-3,lessAbs,unchanged_ELT2_minus
T03G11.6,WBGene00020199,metl-9,lessAbs,unchanged_ELT2_minus
T04A6.1,WBGene00020200,T04A6.1,lessAbs,unchanged_ELT2_minus
T04C4.1,WBGene00020208,fnip-2,lessAbs,unchanged_ELT2_minus
T04C9.1,WBGene00020209,T04C9.1,lessAbs,unchanged_ELT2_minus
T04G9.1,WBGene00020214,attf-5,lessAbs,unchanged_ELT2_minus
T04G9.5,WBGene00020216,trap-2,lessAbs,unchanged_ELT2_minus
T05A7.1,WBGene00020219,T05A7.1,lessAbs,unchanged_ELT2_minus
T05A7.5,WBGene00020222,fut-6,lessAbs,unchanged_ELT2_minus
T05A8.4,WBGene00020230,nep-2,lessAbs,unchanged_ELT2_minus
T05A8.5,WBGene00020231,T05A8.5,lessAbs,unchanged_ELT2_minus
T05A12.3,WBGene00020234,T05A12.3,lessAbs,unchanged_ELT2_minus
T05A12.4,WBGene00020235,T05A12.4,lessAbs,unchanged_ELT2_minus
T05B4.1,WBGene00020236,lgc-1,lessAbs,unchanged_ELT2_minus
T05B11.3,WBGene00020246,clic-1,lessAbs,unchanged_ELT2_minus
T05C1.4,WBGene00020251,camt-1,lessAbs,unchanged_ELT2_minus
T05C3.6,WBGene00020256,T05C3.6,lessAbs,unchanged_ELT2_minus
T05E7.3,WBGene00020259,T05E7.3,lessAbs,unchanged_ELT2_minus
T05E7.4,WBGene00020260,T05E7.4,lessAbs,unchanged_ELT2_minus
T05E8.3,WBGene00020263,let-355,lessAbs,unchanged_ELT2_minus
T05H4.5,WBGene00020268,hpo-19,lessAbs,unchanged_ELT2_minus
T05H4.6,WBGene00020269,erfa-1,lessAbs,unchanged_ELT2_minus
T05H4.10,WBGene00020273,T05H4.10,lessAbs,unchanged_ELT2_minus
T05H4.11,WBGene00020274,T05H4.11,lessAbs,unchanged_ELT2_minus
T05H4.12,WBGene00020275,atp-4,lessAbs,unchanged_ELT2_minus
T06A1.1,WBGene00020277,T06A1.1,lessAbs,unchanged_ELT2_minus
T06A1.5,WBGene00020280,T06A1.5,lessAbs,unchanged_ELT2_minus
T06A10.1,WBGene00020284,mel-46,lessAbs,unchanged_ELT2_minus
T06A10.3,WBGene00020286,gtsf-1,lessAbs,unchanged_ELT2_minus
T06A10.4,WBGene00020287,lsy-13,lessAbs,unchanged_ELT2_minus
T06F4.1,WBGene00020294,T06F4.1,lessAbs,unchanged_ELT2_minus
T07A9.1,WBGene00020295,,lessAbs,unchanged_ELT2_minus
T07A9.8,WBGene00020296,rrp-8,lessAbs,unchanged_ELT2_minus
T07A9.9,WBGene00020297,nog-1,lessAbs,unchanged_ELT2_minus
T07A9.10,WBGene00020298,T07A9.10,lessAbs,unchanged_ELT2_minus
T07A9.12,WBGene00020299,T07A9.12,lessAbs,unchanged_ELT2_minus
T07A9.13,WBGene00020300,ssna-1,lessAbs,unchanged_ELT2_minus
T07D1.2,WBGene00020301,T07D1.2,lessAbs,unchanged_ELT2_minus
T07D3.4,WBGene00020307,T07D3.4,lessAbs,unchanged_ELT2_minus
T07E3.3,WBGene00020314,T07E3.3,lessAbs,unchanged_ELT2_minus
T07E3.4,WBGene00020315,T07E3.4,lessAbs,unchanged_ELT2_minus
T07E3.5,WBGene00020316,brc-2,lessAbs,unchanged_ELT2_minus
T07F8.4,WBGene00020320,T07F8.4,lessAbs,unchanged_ELT2_minus
T07F12.1,WBGene00020321,T07F12.1,lessAbs,unchanged_ELT2_minus
T07F12.2,WBGene00020322,T07F12.2,lessAbs,unchanged_ELT2_minus
T07F12.4,WBGene00020324,T07F12.4,lessAbs,unchanged_ELT2_minus
T07H6.1,WBGene00020330,cest-16,lessAbs,unchanged_ELT2_minus
T08A9.1,WBGene00020334,epg-7,lessAbs,unchanged_ELT2_minus
T08A9.2,WBGene00020335,ttr-30,lessAbs,unchanged_ELT2_minus
T08A9.11,WBGene00020339,ttr-59,lessAbs,unchanged_ELT2_minus
T08B1.1,WBGene00020340,T08B1.1,lessAbs,unchanged_ELT2_minus
T08B1.4,WBGene00020341,T08B1.4,lessAbs,unchanged_ELT2_minus
T08B1.6,WBGene00020343,acs-3,lessAbs,unchanged_ELT2_minus
T08B2.5,WBGene00020346,rbm-5,lessAbs,unchanged_ELT2_minus
T08B2.7,WBGene00020347,ech-1.2,lessAbs,unchanged_ELT2_minus
T08B2.8,WBGene00020348,mrpl-23,lessAbs,unchanged_ELT2_minus
T08E11.7,WBGene00020363,fbxa-3,lessAbs,unchanged_ELT2_minus
T08G2.3,WBGene00020366,acdh-10,lessAbs,unchanged_ELT2_minus
T08H4.3,WBGene00020368,ast-1,lessAbs,unchanged_ELT2_minus
T08H10.1,WBGene00020369,exc-15,lessAbs,unchanged_ELT2_minus
T09A12.5,WBGene00020374,serp-1.2,lessAbs,unchanged_ELT2_minus
T09B4.1,WBGene00020375,pigv-1,lessAbs,unchanged_ELT2_minus
T09B4.2,WBGene00020376,T09B4.2,lessAbs,unchanged_ELT2_minus
T09B4.8,WBGene00020382,T09B4.8,lessAbs,unchanged_ELT2_minus
T09B4.9,WBGene00020383,tin-44,lessAbs,unchanged_ELT2_minus
T09H2.1,WBGene00020386,dach-1,lessAbs,unchanged_ELT2_minus
T10B5.3,WBGene00020389,T10B5.3,lessAbs,unchanged_ELT2_minus
T10B5.4,WBGene00020390,T10B5.4,lessAbs,unchanged_ELT2_minus
T10B5.5,WBGene00020391,cct-7,lessAbs,unchanged_ELT2_minus
T10B5.6,WBGene00020392,knl-3,lessAbs,unchanged_ELT2_minus
T10B11.2,WBGene00020398,cerk-1,lessAbs,unchanged_ELT2_minus
T10B11.3,WBGene00020399,ztf-4,lessAbs,unchanged_ELT2_minus
T10B11.6,WBGene00020402,T10B11.6,lessAbs,unchanged_ELT2_minus
T10B11.7,WBGene00020403,hrde-4,lessAbs,unchanged_ELT2_minus
T10D4.3,WBGene00020407,chil-24,lessAbs,unchanged_ELT2_minus
T10D4.6,WBGene00020408,T10D4.6,lessAbs,unchanged_ELT2_minus
T10E9.1,WBGene00020411,T10E9.1,lessAbs,unchanged_ELT2_minus
T10E9.2,WBGene00020412,T10E9.2,lessAbs,unchanged_ELT2_minus
T10E9.7,WBGene00020417,nuo-2,lessAbs,unchanged_ELT2_minus
T10F2.2,WBGene00020422,T10F2.2,lessAbs,unchanged_ELT2_minus
T10F2.4,WBGene00020423,prp-19,lessAbs,unchanged_ELT2_minus
T10H9.3,WBGene00020425,syx-18,lessAbs,unchanged_ELT2_minus
T10H10.2,WBGene00020426,T10H10.2,lessAbs,unchanged_ELT2_minus
T10H10.3,WBGene00020427,sav-1,lessAbs,unchanged_ELT2_minus
T12A2.7,WBGene00020441,bcas-2,lessAbs,unchanged_ELT2_minus
