WBGeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00021406,92.10707195964221,0.9224955201613078,1.0482519677493658,0.12346963415792578,0.2193081289000228
WBGene00021407,11.413559643888833,-3.0192715956591343,1.946685720332508,0.012241816502404725,0.03245920450985602
WBGene00021408,8.461642392294273,3.4409674022885604,1.8720511318645456,0.005714946412137723,0.016935583941868948
WBGene00021404,7.757732764978818,2.6991228948121733,1.7167280045673317,0.014762258533692769,0.038000408420613224
WBGene00001492,580.0155711032625,0.9522674244396443,0.4657841090808597,0.00495303592268825,0.014976078418968345
WBGene00021403,7.0930877046047875,-2.6624746725033273,1.9240427189035654,0.020645584750228634,0.050082937381359105
WBGene00015246,12.684867814901475,1.6884473678724439,1.252029872453705,0.03277945947600176,0.073915859248613755
WBGene00006599,3426.1153532411895,0.31990697836638915,0.29128951345352255,0.09607968279475287,0.179818433411699
WBGene00015247,41.51510834248299,-0.8839933488780681,0.7634620375634664,0.05400165438521147,0.11203424644667329
WBGene00017928,1142.554130450473,0.22321874609730408,0.260954629564018,0.19182337562110818,0.3107208469565187
WBGene00017929,2304.2396073930818,-9.896242839611085e-4,0.15150490614995024,0.9925545946482506,1
WBGene00017926,5497.452510393908,-0.015617276345072382,0.17792875931344965,0.8994172352301365,0.9464360828816176
WBGene00000897,1630.2785729310135,0.5444332715788488,0.20213869114142477,0.001534215714260971,0.005490137332590233
WBGene00000674,2167.4979659991136,-3.534118748846238,0.5406446035766879,2.6856593830757548e-11,3.810172530757792e-10
WBGene00021400,214.174816570658,-3.562389656744,0.675626087622502,5.4508963591987105e-8,4.80219972536288e-7
WBGene00021397,148.58932554825495,7.019220121979355,0.9027603424934569,1.3578942308318338e-16,3.535051314265541e-15
WBGene00021396,535.0388397282131,3.461890671417137,0.6467363634094566,3.7127768031610064e-8,3.3658487327553644e-7
WBGene00006561,1228.4960204351312,-1.4260231606680334,0.4173997648696893,1.1018608682611848e-4,5.24407884285183e-4
WBGene00021395,852.3471668629154,-0.4673500859572365,0.4472763988862167,0.08733078621183607,0.16631393326370147
WBGene00021402,402.0370752600559,0.4927809275662924,0.2830857560646126,0.01687898632025489,0.042531541784008184
WBGene00000815,1411.7067951267245,0.09539927743991305,0.17907454172254633,0.43093598418603185,0.5761057919364787
WBGene00044736,168.21272467661132,-1.5535778356162429,0.4635448832734752,1.5603215437531604e-4,7.242859587941863e-4
WBGene00195063,539.3494232816845,-0.04887912611978534,0.23462433343653014,0.7559515541713898,0.8451766714019833
WBGene00021394,1153.5719732587327,0.48135266025373186,0.2444254174445169,0.010357807659575058,0.028132317100080406
WBGene00021401,665.5287253768973,0.4778999313151184,0.24855602516818023,0.011584461531149294,0.030910367119329003
WBGene00019821,1575.915085989357,-0.154651138825036,0.20555890352793268,0.2602814979500451,0.392583719387766
WBGene00019822,1392.8097785562352,-0.1019832561290246,0.1812622936599805,0.40449512341734495,0.5496966963440864
WBGene00019823,1429.0560411985477,0.26244757123209594,0.21646230009918102,0.08043076685282552,0.1556043934110829
WBGene00019820,1391.0597256009376,0.8631108045466632,0.24645381642038747,5.3447947895338513e-5,2.731861734702839e-4
WBGene00019819,3021.070990222395,-2.9091820791591134,0.6376324958657509,2.4758641014448752e-6,1.6555221431750407e-5
WBGene00019824,885.6950172980464,0.17969883003968257,0.29290952761873484,0.33649598303920203,0.4774770398866584
WBGene00019825,282.8560475408069,0.6132204991562653,0.5088654012189517,0.05110355755313699,0.10716036635521542
WBGene00001071,1125.1497059182168,-2.859811743921259,1.2732276998330327,0.003591242859067433,0.011376042527664523
WBGene00020647,1243.763561912482,0.11825084926750701,0.19303890413047853,0.3619285596489693,0.5044007942288455
WBGene00003932,3073.69091219956,-2.5534468734803206,0.3921676029445542,4.734727180812418e-11,6.504524060183815e-10
WBGene00020651,286.2495766506054,-0.9005232127238337,0.7044491384971736,0.03837582010775949,0.08433178251029871
WBGene00020650,15.968890529882746,-1.0645068424744082,1.1120506277178726,0.09785843472583165,0.18225214622838803
WBGene00020649,725.4669574581351,2.1548680290156104,0.6228043718504124,1.6197230487994003e-4,7.491878597052601e-4
WBGene00206487,671.5806642773406,-0.16705204182487302,0.32962282095508577,0.41713432016487584,0.5628574707131445
WBGene00045177,71.35943557991862,1.9053510998979408,1.5098770466308913,0.03885930611186532,0.08523835998698727
WBGene00020648,429.78261574437283,3.4175232493994407,0.7632012571603555,3.0043843540534683e-6,1.970797198027859e-5
WBGene00019298,9065.31483534809,2.7592435086718066,0.6071526071585595,2.7820331115900285e-6,1.8397695682911198e-5
WBGene00019300,492.8080147141189,-1.276475729186869,0.8170988121853383,0.01832890113827527,0.04548107774930244
WBGene00019299,56.85846098345479,-4.317877075789593,0.868687695722336,1.653907981009787e-7,1.3611192130333442e-6
WBGene00001099,3906.3988444342076,6.636126587088477,0.5275704848885203,8.989622893990656e-38,3.191316127366683e-35
WBGene00017578,344.5979404422696,6.304251454794056,0.610365777507859,2.4462034174219477e-26,2.09943392198521e-24
WBGene00000675,153.6113824681116,-1.9163792949173402,1.3536660175377553,0.02709118575868324,0.0630741275228249
WBGene00017577,97.41667228113882,2.0778700337689813,1.6935852661808737,0.039176436313671646,0.08581348130971127
WBGene00017574,542.1948884590552,4.54123847839361,0.5214595755323423,7.295930680361502e-19,2.4720702218491687e-17
WBGene00017576,696.1171887824537,0.046225171127641726,0.4584577053404475,0.8681429702405317,0.9254800485585566
WBGene00022048,25246.710495151132,-3.279112689352919,0.367120543016377,2.065380672475518e-19,7.467881042608237e-18
WBGene00004981,2023.7162077403736,3.4381248882073625,0.2780096145506663,1.826570044292599e-35,4.322882438159151e-33
WBGene00004493,35425.59140367,0.05809346834211057,0.18240637043991112,0.6425480208716146,0.7579941157023351
