val,Label,Area,Mean,Min,Max,IntDen,RawIntDen,rep,gene,type,RNAi
20,220712_ELT2gfp_ELT2rnai_worm13_PRO.tif:background:1,2500,136.828,127,149,342069,342069,3,ELT2,background,ELT2
21,220712_ELT2gfp_ELT2rnai_worm14_PRO.tif:intestine:1,87355,304.081,184,738,26562992,26562992,3,ELT2,intestine,ELT2
22,220712_ELT2gfp_ELT2rnai_worm14_PRO.tif:background:1,2500,142.914,133,163,357285,357285,3,ELT2,background,ELT2
23,220712_ELT2gfp_ELT2rnai_worm14_PRO.tif:background:1,2500,145.114,133,164,362784,362784,3,ELT2,background,ELT2
24,220712_ELT2gfp_ELT2rnai_worm14_PRO.tif:background:1,2500,131.622,125,144,329054,329054,3,ELT2,background,ELT2
25,220712_ELT2gfp_ELT2rnai_worm14_PRO.tif:background:1,2500,137.33,128,156,343325,343325,3,ELT2,background,ELT2
26,220712_ELT2gfp_ELT2rnai_worm15_PRO.tif:intestine:1,81251,273.823,187,577,22248421,22248421,3,ELT2,intestine,ELT2
27,220712_ELT2gfp_ELT2rnai_worm15_PRO.tif:background:1,2500,147.649,135,168,369123,369123,3,ELT2,background,ELT2
28,220712_ELT2gfp_ELT2rnai_worm15_PRO.tif:background:1,2500,138.205,128,161,345512,345512,3,ELT2,background,ELT2
29,220712_ELT2gfp_ELT2rnai_worm15_PRO.tif:background:1,2500,145.996,131,174,364990,364990,3,ELT2,background,ELT2
30,220712_ELT2gfp_ELT2rnai_worm15_PRO.tif:background:1,2500,154.841,137,181,387103,387103,3,ELT2,background,ELT2
31,220712_ELT2gfp_ELT2rnai_worm1_PRO.tif:intestine:1,100846,315.919,173,818,31859152,31859152,3,ELT2,intestine,ELT2
32,220712_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,157.575,143,179,393938,393938,3,ELT2,background,ELT2
33,220712_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,140.895,133,154,352238,352238,3,ELT2,background,ELT2
34,220712_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,166.551,148,195,416378,416378,3,ELT2,background,ELT2
35,220712_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,147.282,134,168,368205,368205,3,ELT2,background,ELT2
36,220712_ELT2gfp_ELT2rnai_worm2_PRO.tif:intestine:1,93813,289.852,165,755,27191927,27191927,3,ELT2,intestine,ELT2
37,220712_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,139.86,131,152,349649,349649,3,ELT2,background,ELT2
38,220712_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,168.422,147,199,421054,421054,3,ELT2,background,ELT2
39,220712_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,136.564,129,147,341409,341409,3,ELT2,background,ELT2
40,220712_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,160.432,142,190,401079,401079,3,ELT2,background,ELT2
41,220712_ELT2gfp_ELT2rnai_worm3_PRO.tif:intestine:1,70458,398.75,215,1434,28095136,28095136,3,ELT2,intestine,ELT2
42,220712_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,157.192,141,179,392980,392980,3,ELT2,background,ELT2
43,220712_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,182.079,151,234,455198,455198,3,ELT2,background,ELT2
44,220712_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,156.42,138,193,391049,391049,3,ELT2,background,ELT2
45,220712_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,150.087,135,178,375217,375217,3,ELT2,background,ELT2
46,220712_ELT2gfp_ELT2rnai_worm4_PRO.tif:intestine:1,112205,415.428,241,649,46613048,46613048,3,ELT2,intestine,ELT2
47,220712_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,154.966,142,175,387416,387416,3,ELT2,background,ELT2
48,220712_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,156.245,143,174,390613,390613,3,ELT2,background,ELT2
49,220712_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,189.041,160,235,472603,472603,3,ELT2,background,ELT2
50,220712_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,187.629,170,206,469073,469073,3,ELT2,background,ELT2
51,220712_ELT2gfp_ELT2rnai_worm5_PRO.tif:intestine:1,95056,400.878,223,2299,38105877,38105877,3,ELT2,intestine,ELT2
52,220712_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,156.58,139,191,391449,391449,3,ELT2,background,ELT2
53,220712_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,193.559,158,254,483897,483897,3,ELT2,background,ELT2
54,220712_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,152.238,136,180,380595,380595,3,ELT2,background,ELT2
55,220712_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,168.381,148,205,420953,420953,3,ELT2,background,ELT2
56,220712_ELT2gfp_ELT2rnai_worm6_PRO.tif:intestine:1,108245,309.488,177,617,33500552,33500552,3,ELT2,intestine,ELT2
57,220712_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2400,156.421,136,183,375411,375411,3,ELT2,background,ELT2
58,220712_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,147.603,132,171,369007,369007,3,ELT2,background,ELT2
59,220712_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,202.675,165,268,506687,506687,3,ELT2,background,ELT2
60,220712_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,176.717,151,222,441793,441793,3,ELT2,background,ELT2
61,220712_ELT2gfp_ELT2rnai_worm7_PRO.tif:intestine:1,98001,420.994,281,722,41257801,41257801,3,ELT2,intestine,ELT2
62,220712_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,218.399,177,280,545997,545997,3,ELT2,background,ELT2
63,220712_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,204.571,168,264,511427,511427,3,ELT2,background,ELT2
64,220712_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,196.541,159,256,491352,491352,3,ELT2,background,ELT2
65,220712_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,183.553,149,253,458883,458883,3,ELT2,background,ELT2
66,220712_ELT2gfp_ELT2rnai_worm8_PRO.tif:intestine:1,75975,437.701,180,932,33254353,33254353,3,ELT2,intestine,ELT2
67,220712_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,207.273,169,272,518183,518183,3,ELT2,background,ELT2
68,220712_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,166.239,142,223,415598,415598,3,ELT2,background,ELT2
69,220712_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,214.038,169,289,535094,535094,3,ELT2,background,ELT2
70,220712_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,168.378,147,200,420946,420946,3,ELT2,background,ELT2
71,220712_ELT2gfp_ELT2rnai_worm9_PRO.tif:intestine:1,99911,367.754,197,715,36742631,36742631,3,ELT2,intestine,ELT2
72,220712_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,162.152,148,181,405380,405380,3,ELT2,background,ELT2
73,220712_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,161.684,142,200,404211,404211,3,ELT2,background,ELT2
74,220712_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,149.643,137,172,374108,374108,3,ELT2,background,ELT2
75,220712_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,168.434,144,201,421086,421086,3,ELT2,background,ELT2
76,220712_ELT2gfp_L4440rnai_worm10_PRO.tif:intestine:1,96084,670.758,364,2435,64449079,64449079,3,ELT2,intestine,L4440
77,220712_ELT2gfp_L4440rnai_worm10_PRO.tif:background:1,2500,258.501,216,319,646252,646252,3,ELT2,background,L4440
78,220712_ELT2gfp_L4440rnai_worm10_PRO.tif:background:1,2500,268.355,201,383,670888,670888,3,ELT2,background,L4440
79,220712_ELT2gfp_L4440rnai_worm10_PRO.tif:background:1,2500,221.149,173,294,552873,552873,3,ELT2,background,L4440
80,220712_ELT2gfp_L4440rnai_worm10_PRO.tif:background:1,2500,197.242,158,256,493104,493104,3,ELT2,background,L4440
81,220712_ELT2gfp_L4440rnai_worm11_PRO.tif:intestine:1,61596,762.461,339,2650,46964542,46964542,3,ELT2,intestine,L4440
82,220712_ELT2gfp_L4440rnai_worm11_PRO.tif:background:1,2500,193.457,157,251,483642,483642,3,ELT2,background,L4440
83,220712_ELT2gfp_L4440rnai_worm11_PRO.tif:background:1,2500,203.686,163,280,509216,509216,3,ELT2,background,L4440
84,220712_ELT2gfp_L4440rnai_worm11_PRO.tif:background:1,2500,177.437,148,233,443593,443593,3,ELT2,background,L4440
85,220712_ELT2gfp_L4440rnai_worm11_PRO.tif:background:1,2500,164.17,142,197,410426,410426,3,ELT2,background,L4440
86,220712_ELT2gfp_L4440rnai_worm12_PRO.tif:intestine:1,81763,541.755,231,1977,44295513,44295513,3,ELT2,intestine,L4440
87,220712_ELT2gfp_L4440rnai_worm12_PRO.tif:background:1,2500,183.943,155,223,459858,459858,3,ELT2,background,L4440
88,220712_ELT2gfp_L4440rnai_worm12_PRO.tif:background:1,2500,175.226,146,229,438065,438065,3,ELT2,background,L4440
89,220712_ELT2gfp_L4440rnai_worm12_PRO.tif:background:1,2500,159.104,139,198,397761,397761,3,ELT2,background,L4440
90,220712_ELT2gfp_L4440rnai_worm12_PRO.tif:background:1,2500,168.934,140,215,422336,422336,3,ELT2,background,L4440
91,220712_ELT2gfp_L4440rnai_worm13_PRO.tif:intestine:1,61899,791.022,398,1997,48963497,48963497,3,ELT2,intestine,L4440
92,220712_ELT2gfp_L4440rnai_worm13_PRO.tif:background:1,2500,190.113,169,217,475283,475283,3,ELT2,background,L4440
93,220712_ELT2gfp_L4440rnai_worm13_PRO.tif:background:1,2500,203.365,166,260,508412,508412,3,ELT2,background,L4440
94,220712_ELT2gfp_L4440rnai_worm13_PRO.tif:background:1,2500,178.718,151,222,446794,446794,3,ELT2,background,L4440
95,220712_ELT2gfp_L4440rnai_worm13_PRO.tif:background:1,2500,241.461,177,370,603653,603653,3,ELT2,background,L4440
96,220712_ELT2gfp_L4440rnai_worm14_PRO.tif:intestine:1,98752,578.187,278,1128,57097131,57097131,3,ELT2,intestine,L4440
97,220712_ELT2gfp_L4440rnai_worm14_PRO.tif:background:1,2500,174.236,149,212,435590,435590,3,ELT2,background,L4440
98,220712_ELT2gfp_L4440rnai_worm14_PRO.tif:background:1,2500,173.653,147,220,434133,434133,3,ELT2,background,L4440
99,220712_ELT2gfp_L4440rnai_worm14_PRO.tif:background:1,2500,170.906,150,206,427264,427264,3,ELT2,background,L4440
100,220712_ELT2gfp_L4440rnai_worm14_PRO.tif:background:1,2500,227.022,191,275,567555,567555,3,ELT2,background,L4440
101,220712_ELT2gfp_L4440rnai_worm15_PRO.tif:intestine:1,93696,472.356,185,1640,44257850,44257850,3,ELT2,intestine,L4440
102,220712_ELT2gfp_L4440rnai_worm15_PRO.tif:background:1,2500,196.438,159,257,491094,491094,3,ELT2,background,L4440
103,220712_ELT2gfp_L4440rnai_worm15_PRO.tif:background:1,2500,142.634,131,161,356584,356584,3,ELT2,background,L4440
104,220712_ELT2gfp_L4440rnai_worm15_PRO.tif:background:1,2500,172.472,147,221,431179,431179,3,ELT2,background,L4440
105,220712_ELT2gfp_L4440rnai_worm15_PRO.tif:background:1,2500,159.051,138,200,397627,397627,3,ELT2,background,L4440
106,220712_ELT2gfp_L4440rnai_worm16_PRO.tif:intestine:1,75894,593.707,305,1638,45058778,45058778,3,ELT2,intestine,L4440
107,220712_ELT2gfp_L4440rnai_worm16_PRO.tif:background:1,2500,202.685,160,270,506712,506712,3,ELT2,background,L4440
108,220712_ELT2gfp_L4440rnai_worm16_PRO.tif:background:1,2500,209.11,169,284,522775,522775,3,ELT2,background,L4440
109,220712_ELT2gfp_L4440rnai_worm16_PRO.tif:background:1,2500,229.603,185,288,574007,574007,3,ELT2,background,L4440
110,220712_ELT2gfp_L4440rnai_worm16_PRO.tif:background:1,2500,161.418,142,194,403544,403544,3,ELT2,background,L4440
111,220712_ELT2gfp_L4440rnai_worm17_PRO.tif:intestine:1,108216,422.279,206,1469,45697316,45697316,3,ELT2,intestine,L4440
112,220712_ELT2gfp_L4440rnai_worm17_PRO.tif:background:1,2500,167.501,147,200,418753,418753,3,ELT2,background,L4440
113,220712_ELT2gfp_L4440rnai_worm17_PRO.tif:background:1,2500,159.902,143,181,399755,399755,3,ELT2,background,L4440
114,220712_ELT2gfp_L4440rnai_worm17_PRO.tif:background:1,2500,135.986,128,148,339966,339966,3,ELT2,background,L4440
115,220712_ELT2gfp_L4440rnai_worm17_PRO.tif:background:1,2500,140.329,132,152,350823,350823,3,ELT2,background,L4440
116,220712_ELT2gfp_L4440rnai_worm1_PRO.tif:intestine:1,86893,542.344,269,1951,47125871,47125871,3,ELT2,intestine,L4440
117,220712_ELT2gfp_L4440rnai_worm1_PRO.tif:background:1,2500,155.64,141,177,389101,389101,3,ELT2,background,L4440
118,220712_ELT2gfp_L4440rnai_worm1_PRO.tif:background:1,2500,181.06,152,225,452651,452651,3,ELT2,background,L4440
119,220712_ELT2gfp_L4440rnai_worm1_PRO.tif:background:1,2500,164.926,140,200,412316,412316,3,ELT2,background,L4440
120,220712_ELT2gfp_L4440rnai_worm1_PRO.tif:background:1,2500,140.785,131,154,351962,351962,3,ELT2,background,L4440
121,220712_ELT2gfp_L4440rnai_worm2_PRO.tif:intestine:1,84838,417.441,230,1306,35414899,35414899,3,ELT2,intestine,L4440
122,220712_ELT2gfp_L4440rnai_worm2_PRO.tif:background:1,2500,169.575,147,213,423937,423937,3,ELT2,background,L4440
123,220712_ELT2gfp_L4440rnai_worm2_PRO.tif:background:1,2500,138.929,129,153,347322,347322,3,ELT2,background,L4440
124,220712_ELT2gfp_L4440rnai_worm2_PRO.tif:background:1,2500,155.216,140,177,388040,388040,3,ELT2,background,L4440
125,220712_ELT2gfp_L4440rnai_worm2_PRO.tif:background:1,2500,139.251,130,153,348128,348128,3,ELT2,background,L4440
126,220712_ELT2gfp_L4440rnai_worm3_PRO.tif:intestine:1,102829,708.071,253,3511,72810233,72810233,3,ELT2,intestine,L4440
127,220712_ELT2gfp_L4440rnai_worm3_PRO.tif:background:1,2500,277.668,242,315,694170,694170,3,ELT2,background,L4440
128,220712_ELT2gfp_L4440rnai_worm3_PRO.tif:background:1,2500,210.469,173,263,526172,526172,3,ELT2,background,L4440
129,220712_ELT2gfp_L4440rnai_worm3_PRO.tif:background:1,2500,164.934,144,197,412336,412336,3,ELT2,background,L4440
130,220712_ELT2gfp_L4440rnai_worm3_PRO.tif:background:1,2500,245.092,190,324,612729,612729,3,ELT2,background,L4440
131,220712_ELT2gfp_L4440rnai_worm4_PRO.tif:intestine:1,96545,654.929,200,2098,63230167,63230167,3,ELT2,intestine,L4440
132,220712_ELT2gfp_L4440rnai_worm4_PRO.tif:background:1,2500,144.721,132,166,361803,361803,3,ELT2,background,L4440
133,220712_ELT2gfp_L4440rnai_worm4_PRO.tif:background:1,2500,178.794,155,210,446984,446984,3,ELT2,background,L4440
134,220712_ELT2gfp_L4440rnai_worm4_PRO.tif:background:1,2500,201.48,162,275,503699,503699,3,ELT2,background,L4440
135,220712_ELT2gfp_L4440rnai_worm4_PRO.tif:background:1,2500,170.947,142,230,427368,427368,3,ELT2,background,L4440
136,220712_ELT2gfp_L4440rnai_worm5_PRO.tif:intestine:1,92016,614.513,241,1234,56545054,56545054,3,ELT2,intestine,L4440
137,220712_ELT2gfp_L4440rnai_worm5_PRO.tif:background:1,2500,176.217,154,209,440543,440543,3,ELT2,background,L4440
138,220712_ELT2gfp_L4440rnai_worm5_PRO.tif:background:1,2500,191.407,164,231,478517,478517,3,ELT2,background,L4440
139,220712_ELT2gfp_L4440rnai_worm5_PRO.tif:background:1,2500,190.366,157,245,475916,475916,3,ELT2,background,L4440
140,220712_ELT2gfp_L4440rnai_worm5_PRO.tif:background:1,2500,173.101,141,215,432752,432752,3,ELT2,background,L4440
141,220712_ELT2gfp_L4440rnai_worm6_PRO.tif:intestine:1,76243,638.976,383,1154,48717453,48717453,3,ELT2,intestine,L4440
142,220712_ELT2gfp_L4440rnai_worm6_PRO.tif:background:1,2500,229.558,185,296,573896,573896,3,ELT2,background,L4440
143,220712_ELT2gfp_L4440rnai_worm6_PRO.tif:background:1,2500,199.488,164,269,498719,498719,3,ELT2,background,L4440
144,220712_ELT2gfp_L4440rnai_worm6_PRO.tif:background:1,2500,184.91,150,263,462276,462276,3,ELT2,background,L4440
145,220712_ELT2gfp_L4440rnai_worm6_PRO.tif:background:1,2500,165.771,142,206,414427,414427,3,ELT2,background,L4440
146,220712_ELT2gfp_L4440rnai_worm7_PRO.tif:intestine:1,74764,517.441,209,1741,38685928,38685928,3,ELT2,intestine,L4440
147,220712_ELT2gfp_L4440rnai_worm7_PRO.tif:background:1,2500,149.147,134,179,372867,372867,3,ELT2,background,L4440
148,220712_ELT2gfp_L4440rnai_worm7_PRO.tif:background:1,2500,166.97,147,198,417425,417425,3,ELT2,background,L4440
149,220712_ELT2gfp_L4440rnai_worm7_PRO.tif:background:1,2500,149.421,135,176,373552,373552,3,ELT2,background,L4440
150,220712_ELT2gfp_L4440rnai_worm7_PRO.tif:background:1,2500,195.601,160,253,489003,489003,3,ELT2,background,L4440
151,220712_ELT2gfp_L4440rnai_worm8_PRO.tif:intestine:1,104763,693.418,294,1244,72644576,72644576,3,ELT2,intestine,L4440
152,220712_ELT2gfp_L4440rnai_worm8_PRO.tif:background:1,2500,227.579,175,318,568948,568948,3,ELT2,background,L4440
153,220712_ELT2gfp_L4440rnai_worm8_PRO.tif:background:1,2500,169.312,147,202,423280,423280,3,ELT2,background,L4440
154,220712_ELT2gfp_L4440rnai_worm8_PRO.tif:background:1,2500,166.195,147,197,415487,415487,3,ELT2,background,L4440
155,220712_ELT2gfp_L4440rnai_worm8_PRO.tif:background:1,2500,174.328,149,213,435819,435819,3,ELT2,background,L4440
156,220712_ELT2gfp_L4440rnai_worm9_PRO.tif:intestine:1,90682,615.944,263,1960,55855006,55855006,3,ELT2,intestine,L4440
157,220712_ELT2gfp_L4440rnai_worm9_PRO.tif:background:1,2500,175.622,147,217,439055,439055,3,ELT2,background,L4440
158,220712_ELT2gfp_L4440rnai_worm9_PRO.tif:background:1,2500,167.84,149,194,419600,419600,3,ELT2,background,L4440
159,220712_ELT2gfp_L4440rnai_worm9_PRO.tif:background:1,2500,134.262,128,143,335655,335655,3,ELT2,background,L4440
160,220712_ELT2gfp_L4440rnai_worm9_PRO.tif:background:1,2500,160.346,141,188,400864,400864,3,ELT2,background,L4440
1,220714_ELT2gfp_ELT2rnai_worm10_PRO.tif:intestine:1,79810,400.858,261,769,31992481,31992481,4,ELT2,intestine,ELT2
2,220714_ELT2gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,143.655,135,159,359138,359138,4,ELT2,background,ELT2
3,220714_ELT2gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,157.821,140,184,394553,394553,4,ELT2,background,ELT2
4,220714_ELT2gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,161.22,142,195,403049,403049,4,ELT2,background,ELT2
5,220714_ELT2gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,163.685,142,201,409212,409212,4,ELT2,background,ELT2
6,220714_ELT2gfp_ELT2rnai_worm1_PRO.tif:intestine:1,89975,335.735,166,769,30207726,30207726,4,ELT2,intestine,ELT2
7,220714_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,165.47,147,195,413676,413676,4,ELT2,background,ELT2
8,220714_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,149.581,137,166,373952,373952,4,ELT2,background,ELT2
9,220714_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,169.044,142,219,422610,422610,4,ELT2,background,ELT2
10,220714_ELT2gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,163.316,141,207,408290,408290,4,ELT2,background,ELT2
11,220714_ELT2gfp_ELT2rnai_worm2_PRO.tif:intestine:1,105775,299.642,183,675,31694609,31694609,4,ELT2,intestine,ELT2
12,220714_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,134.743,128,145,336857,336857,4,ELT2,background,ELT2
13,220714_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,159.188,139,221,397970,397970,4,ELT2,background,ELT2
14,220714_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,138.725,130,151,346812,346812,4,ELT2,background,ELT2
15,220714_ELT2gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,167.702,148,198,419256,419256,4,ELT2,background,ELT2
16,220714_ELT2gfp_ELT2rnai_worm3_PRO.tif:intestine:1,85001,280.578,160,759,23849431,23849431,4,ELT2,intestine,ELT2
17,220714_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,171.748,148,203,429370,429370,4,ELT2,background,ELT2
18,220714_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,137.222,129,149,343055,343055,4,ELT2,background,ELT2
19,220714_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,163.229,140,208,408073,408073,4,ELT2,background,ELT2
20,220714_ELT2gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,138.014,131,151,345034,345034,4,ELT2,background,ELT2
21,220714_ELT2gfp_ELT2rnai_worm4_PRO.tif:intestine:1,93896,307.653,157,876,28887354,28887354,4,ELT2,intestine,ELT2
22,220714_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,152.262,136,182,380655,380655,4,ELT2,background,ELT2
23,220714_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,139.958,130,154,349894,349894,4,ELT2,background,ELT2
24,220714_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,162.61,144,192,406526,406526,4,ELT2,background,ELT2
25,220714_ELT2gfp_ELT2rnai_worm4_PRO.tif:background:1,2500,171.674,149,205,429184,429184,4,ELT2,background,ELT2
26,220714_ELT2gfp_ELT2rnai_worm5_PRO.tif:intestine:1,66348,405.882,250,1331,26929456,26929456,4,ELT2,intestine,ELT2
27,220714_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,166.35,154,188,415876,415876,4,ELT2,background,ELT2
28,220714_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,177.047,148,225,442617,442617,4,ELT2,background,ELT2
29,220714_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,183.772,155,234,459430,459430,4,ELT2,background,ELT2
30,220714_ELT2gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,155.222,139,179,388055,388055,4,ELT2,background,ELT2
31,220714_ELT2gfp_ELT2rnai_worm6_PRO.tif:intestine:1,80173,414.107,241,1059,33200196,33200196,4,ELT2,intestine,ELT2
32,220714_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,149.878,137,167,374695,374695,4,ELT2,background,ELT2
33,220714_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,195.26,159,247,488149,488149,4,ELT2,background,ELT2
34,220714_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,152.241,141,168,380602,380602,4,ELT2,background,ELT2
35,220714_ELT2gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,158.241,140,182,395602,395602,4,ELT2,background,ELT2
36,220714_ELT2gfp_ELT2rnai_worm7_PRO.tif:intestine:1,62654,393.365,277,798,24645918,24645918,4,ELT2,intestine,ELT2
37,220714_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,185.781,155,246,464452,464452,4,ELT2,background,ELT2
38,220714_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,173.453,147,218,433632,433632,4,ELT2,background,ELT2
39,220714_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,177.032,151,221,442579,442579,4,ELT2,background,ELT2
40,220714_ELT2gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,244.837,222,275,612092,612092,4,ELT2,background,ELT2
41,220714_ELT2gfp_ELT2rnai_worm8_PRO.tif:intestine:1,82267,341.976,208,748,28133305,28133305,4,ELT2,intestine,ELT2
42,220714_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,155.875,140,183,389688,389688,4,ELT2,background,ELT2
43,220714_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,177.517,150,218,443793,443793,4,ELT2,background,ELT2
44,220714_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,157.403,142,187,393507,393507,4,ELT2,background,ELT2
45,220714_ELT2gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,162.564,137,215,406409,406409,4,ELT2,background,ELT2
46,220714_ELT2gfp_ELT2rnai_worm9_PRO.tif:intestine:1,81918,328.706,218,1276,26926931,26926931,4,ELT2,intestine,ELT2
47,220714_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,168.28,144,206,420701,420701,4,ELT2,background,ELT2
48,220714_ELT2gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,188.525,156,245,471312,471312,4,ELT2,background,ELT2
