WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00044542,25.344235558022334,0.683222306185269,1.2127809645112781,0,0.603030640270671,1
WBGene00016990,929.757820636335,0.2620113354536369,0.28913739005697764,0,0.9946505212892837,1
WBGene00016989,803.969316721167,-0.22465322978496294,0.21899449210378918,0,0.9999999887871918,1
WBGene00000795,689.1198264494375,0.27736564161586597,0.25334309822536466,0,0.9978304366057205,1
WBGene00016992,155.77201080550532,0.033991661261401206,0.4109960308156409,0,0.990623577338015,1
WBGene00016993,503.8897736439549,-0.3635215958569291,0.7373867665526566,0,0.9677802437721705,1
WBGene00016988,353.1635733582923,-3.783586339137961,0.4520795000693142,0,1,1
WBGene00019756,375.50036556014607,1.0293675952295007,1.1281665240029344,0.02603125921987057,0.48961620282096086,1
WBGene00019754,211.6881411400051,-1.5461261977729415,1.3094159652187127,0,0.9740808824256626,1
WBGene00019757,366.5490861328084,-0.16832677604404653,0.44694341347716754,0,0.9955260372877216,1
WBGene00019753,148.998713024836,-3.814901091843433,0.6466273017756803,0,0.9999999999999519,1
WBGene00000071,500.02579587706833,3.0648405757338777,0.5813504245430152,3.551800237106555,1.9130260678725309e-4,0.0022751000410635848
WBGene00006008,11.869191662849772,-3.7530389312401122,2.1323141160916697,0,0.9870947756675176,1
WBGene00015768,162.5691347441234,6.127472927260889,0.6017980749175232,8.520254784735915,7.960135060245262e-18,6.279662103082374e-16
WBGene00015767,2928.156366530866,3.555088420046172,0.47883976763194064,5.3359987886597935,4.751001787108799e-8,9.662844780552011e-7
WBGene00003507,402.4350707379607,0.4599212633650295,0.3309921005927987,0,0.9486283080513889,1
WBGene00015766,131.55464411303032,0.11520391817287914,0.7409300705382049,0,0.8837941617477992,1
WBGene00015769,388.537024892793,-1.311634657092986,0.4118942778240573,0,0.9999999900117054,1
WBGene00004104,1385.3012411848001,-0.9460859128410705,0.9483628288307056,0,0.9799174942760173,1
WBGene00017768,2737.033665641014,0.1843658790418537,0.22078830059946183,0,0.9998897059601976,1
WBGene00017769,1373.6479854708716,0.6619063437264593,0.2679714389236721,0,0.8964676531896518,1
WBGene00017767,115.7855905831062,0.33446668507651284,0.46836593893463524,0,0.9223370628985912,1
WBGene00017770,867.4997681949101,-0.4677368058344146,0.27194441211478265,0,0.9999999661544471,1
WBGene00017771,197.97591296494977,1.9102540624805024,0.6930369843378282,1.313427830046065,0.094519412429136307,0.6213776187470998
WBGene00017772,1996.1651529334351,-3.0112162990081304,0.9293919986250402,0,0.9999920543696476,1
WBGene00017766,1124.4183912263168,-0.35433700643173066,0.3488568842450443,0,0.9999482450939425,1
WBGene00017765,2783.0186385229913,2.727527607330739,0.22783689991408107,7.582299478189011,1.6974176628168864e-14,8.443842004203746e-13
WBGene00019600,573.3573900300557,-0.3437409960792622,0.8129381199350064,0,0.9508288454291404,1
WBGene00019601,7.724403885679099,-0.6825552353724007,2.960992828993783,0,0.7150640698244939,1
WBGene00019603,46.879612538683,-3.113552352294497,1.1987418393238138,0,0.9996999377946054,1
WBGene00019599,2720.4436019013765,4.20236360452439,0.4598758003731418,6.963540160030169,1.659132547355749e-12,6.112181695683208e-11
WBGene00019604,17.767401318811515,3.479258562245433,2.120180140295517,1.169362223108017,0.12112886165174869,0.7623016998389663
WBGene00044541,15.894954013112889,-0.8681502398923112,1.364899089206768,0,0.9144549376210585,1
WBGene00016891,43.49859580896499,2.4119861362311257,1.2871718073964407,1.0969678858078369,0.13632771541432934,0.836714701285589
WBGene00016892,1235.3735407068168,1.2188540993710488,0.5938353456651365,0.36854340343435965,0.3562340438650522,1
WBGene00018424,637.3661387825464,0.5639897655564707,0.6937424234490912,0,0.7351585299655019,1
WBGene00018426,5003.325058277704,0.5299575383832139,0.25363378727547164,0,0.9680755030664621,1
