WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00021152,not_bound,not_enriched,independent,L1
WBGene00017230,not_bound,not_enriched,NA,L1
WBGene00008693,not_bound,not_enriched,independent,L1
WBGene00018687,not_bound,not_enriched,NA,L1
WBGene00015592,not_bound,not_enriched,NA,L1
WBGene00012941,not_bound,not_enriched,NA,L1
WBGene00002233,not_bound,not_enriched,independent,L1
WBGene00019600,not_bound,not_enriched,repressed,L1
WBGene00010772,bound,not_enriched,independent,L1
WBGene00022298,not_bound,not_enriched,NA,L1
WBGene00006310,not_bound,not_enriched,NA,L1
WBGene00017096,not_bound,not_enriched,NA,L1
WBGene00012855,not_bound,not_enriched,NA,L1
WBGene00008316,not_bound,not_enriched,independent,L1
WBGene00000273,not_bound,not_enriched,independent,L1
WBGene00018039,not_bound,not_enriched,NA,L1
WBGene00015024,not_bound,not_enriched,NA,L1
WBGene00008647,not_bound,not_enriched,NA,L1
WBGene00020914,not_bound,not_enriched,NA,L1
WBGene00005563,not_bound,not_enriched,NA,L1
WBGene00006740,not_bound,not_enriched,NA,L1
WBGene00019295,not_bound,not_enriched,independent,L1
WBGene00022077,not_bound,not_enriched,independent,L1
WBGene00021766,not_bound,not_enriched,independent,L1
WBGene00018698,not_bound,not_enriched,repressed,L1
WBGene00014052,not_bound,not_enriched,NA,L1
WBGene00007354,not_bound,not_enriched,NA,L1
WBGene00017710,not_bound,not_enriched,NA,L1
WBGene00021207,not_bound,not_enriched,NA,L1
WBGene00016449,not_bound,not_enriched,independent,L1
WBGene00271707,not_bound,not_enriched,NA,L1
WBGene00206373,not_bound,not_enriched,independent,L1
WBGene00022727,not_bound,not_enriched,independent,L1
WBGene00015566,not_bound,not_enriched,NA,L1
WBGene00018842,not_bound,not_enriched,NA,L1
WBGene00044048,not_bound,not_enriched,NA,L1
WBGene00077771,not_bound,not_enriched,independent,L1
WBGene00003156,bound,not_enriched,independent,L1
WBGene00006058,not_bound,not_enriched,NA,L1
WBGene00013854,not_bound,not_enriched,NA,L1
WBGene00005168,not_bound,not_enriched,NA,L1
WBGene00013173,not_bound,not_enriched,NA,L1
WBGene00044289,not_bound,not_enriched,NA,L1
WBGene00011696,not_bound,not_enriched,independent,L1
WBGene00021175,not_bound,not_enriched,NA,L1
WBGene00004078,not_bound,not_enriched,NA,L1
WBGene00005904,not_bound,not_enriched,NA,L1
WBGene00000914,not_bound,not_enriched,independent,L1
WBGene00020797,not_bound,not_enriched,NA,L1
WBGene00017148,not_bound,not_enriched,NA,L1
WBGene00194703,not_bound,not_enriched,NA,L1
WBGene00019006,not_bound,not_enriched,NA,L1
WBGene00016869,not_bound,not_enriched,NA,L1
WBGene00018591,not_bound,not_enriched,NA,L1
WBGene00219319,not_bound,not_enriched,NA,L1
WBGene00021650,not_bound,not_enriched,NA,L1
WBGene00010583,bound,not_enriched,independent,L1
WBGene00013613,not_bound,not_enriched,NA,L1
WBGene00175035,bound,not_enriched,NA,L1
WBGene00000442,not_bound,not_enriched,NA,L1
WBGene00010216,not_bound,not_enriched,NA,L1
WBGene00019236,not_bound,not_enriched,NA,L1
WBGene00022014,not_bound,not_enriched,independent,L1
WBGene00005127,not_bound,not_enriched,NA,L1
WBGene00014113,not_bound,not_enriched,repressed,L1
WBGene00021270,not_bound,not_enriched,independent,L1
WBGene00007391,not_bound,not_enriched,NA,L1
WBGene00000496,not_bound,not_enriched,NA,L1
WBGene00019722,not_bound,not_enriched,NA,L1
WBGene00000871,not_bound,not_enriched,independent,L1
WBGene00013867,not_bound,not_enriched,NA,L1
WBGene00014143,not_bound,not_enriched,NA,L1
WBGene00012894,not_bound,not_enriched,independent,L1
WBGene00018507,not_bound,not_enriched,NA,L1
WBGene00021689,not_bound,not_enriched,independent,L1
WBGene00008796,not_bound,not_enriched,NA,L1
WBGene00000894,not_bound,not_enriched,independent,L1
WBGene00013442,not_bound,not_enriched,NA,L1
WBGene00012742,not_bound,not_enriched,NA,L1
WBGene00016235,bound,not_enriched,independent,L1
WBGene00010202,not_bound,not_enriched,independent,L1
WBGene00015868,bound,not_enriched,independent,L1
WBGene00010155,not_bound,not_enriched,NA,L1
WBGene00003527,not_bound,not_enriched,NA,L1
WBGene00016485,not_bound,not_enriched,NA,L1
WBGene00268216,not_bound,not_enriched,NA,L1
WBGene00012176,not_bound,not_enriched,NA,L1
WBGene00000640,not_bound,not_enriched,NA,L1
WBGene00012605,not_bound,not_enriched,independent,L1
WBGene00206519,not_bound,not_enriched,NA,L1
WBGene00015350,bound,not_enriched,independent,L1
WBGene00022669,not_bound,not_enriched,NA,L1
WBGene00016532,not_bound,not_enriched,independent,L1
WBGene00008079,not_bound,not_enriched,NA,L1
WBGene00011069,not_bound,not_enriched,independent,L1
WBGene00004787,not_bound,not_enriched,independent,L1
WBGene00013596,not_bound,not_enriched,NA,L1
WBGene00005832,not_bound,not_enriched,activated,L1
WBGene00011472,not_bound,not_enriched,NA,L1
WBGene00022849,not_bound,not_enriched,NA,L1
WBGene00009869,not_bound,not_enriched,NA,L1
WBGene00012178,not_bound,not_enriched,independent,L1
WBGene00007733,not_bound,not_enriched,NA,L1
WBGene00016151,not_bound,not_enriched,NA,L1
WBGene00000639,bound,not_enriched,NA,L1
WBGene00017986,not_bound,not_enriched,NA,L1
WBGene00011840,not_bound,not_enriched,NA,L1
WBGene00000745,not_bound,not_enriched,NA,L1
WBGene00021343,not_bound,not_enriched,repressed,L1
WBGene00021026,bound,not_enriched,independent,L1
WBGene00019449,not_bound,not_enriched,NA,L1
WBGene00018093,not_bound,not_enriched,NA,L1
WBGene00006445,not_bound,not_enriched,independent,L1
WBGene00016344,not_bound,not_enriched,repressed,L1
WBGene00016512,not_bound,not_enriched,NA,L1
WBGene00008516,not_bound,not_enriched,NA,L1
WBGene00015884,not_bound,not_enriched,NA,L1
WBGene00004298,not_bound,not_enriched,independent,L1
WBGene00000864,not_bound,not_enriched,NA,L1
WBGene00017040,not_bound,not_enriched,NA,L1
WBGene00018563,not_bound,not_enriched,NA,L1
WBGene00021243,not_bound,not_enriched,NA,L1
WBGene00020551,not_bound,not_enriched,independent,L1
WBGene00008379,not_bound,not_enriched,independent,L1
WBGene00013221,not_bound,not_enriched,NA,L1
WBGene00011568,not_bound,not_enriched,NA,L1
WBGene00001933,not_bound,not_enriched,NA,L1
WBGene00004798,bound,not_enriched,repressed,L1
WBGene00010499,not_bound,not_enriched,NA,L1
WBGene00017134,not_bound,not_enriched,NA,L1
WBGene00009387,not_bound,not_enriched,NA,L1
WBGene00016761,not_bound,not_enriched,NA,L1
WBGene00004965,not_bound,not_enriched,NA,L1
WBGene00219369,not_bound,not_enriched,NA,L1
WBGene00022207,not_bound,not_enriched,NA,L1
WBGene00020174,not_bound,not_enriched,NA,L1
WBGene00021201,not_bound,not_enriched,repressed,L1
WBGene00015775,not_bound,not_enriched,NA,L1
WBGene00044357,not_bound,not_enriched,NA,L1
WBGene00020342,not_bound,not_enriched,NA,L1
WBGene00007887,not_bound,not_enriched,NA,L1
WBGene00007960,not_bound,not_enriched,NA,L1
WBGene00018040,not_bound,not_enriched,NA,L1
WBGene00022568,not_bound,not_enriched,NA,L1
WBGene00008130,not_bound,not_enriched,repressed,L1
WBGene00044390,not_bound,not_enriched,NA,L1
WBGene00001821,not_bound,not_enriched,independent,L1
WBGene00012915,not_bound,not_enriched,NA,L1
WBGene00010352,not_bound,not_enriched,NA,L1
WBGene00007022,not_bound,not_enriched,independent,L1
WBGene00011869,not_bound,not_enriched,NA,L1
WBGene00017176,not_bound,not_enriched,NA,L1
WBGene00018335,not_bound,not_enriched,NA,L1
WBGene00019885,not_bound,not_enriched,NA,L1
WBGene00020240,not_bound,not_enriched,NA,L1
WBGene00001214,bound,not_enriched,repressed,L1
WBGene00023499,not_bound,not_enriched,NA,L1
WBGene00006261,not_bound,not_enriched,NA,L1
WBGene00008710,not_bound,not_enriched,independent,L1
WBGene00019577,not_bound,not_enriched,NA,L1
WBGene00000992,not_bound,not_enriched,independent,L1
WBGene00005479,not_bound,not_enriched,NA,L1
WBGene00001804,not_bound,not_enriched,NA,L1
WBGene00005089,not_bound,not_enriched,NA,L1
WBGene00022820,not_bound,not_enriched,NA,L1
WBGene00020922,not_bound,not_enriched,NA,L1
WBGene00077673,not_bound,not_enriched,repressed,L1
WBGene00018483,not_bound,not_enriched,repressed,L1
WBGene00005603,not_bound,not_enriched,NA,L1
WBGene00007604,bound,not_enriched,independent,L1
WBGene00006804,not_bound,not_enriched,independent,L1
WBGene00006769,not_bound,not_enriched,independent,L1
WBGene00013862,bound,not_enriched,independent,L1
WBGene00000547,not_bound,not_enriched,independent,L1
WBGene00012450,not_bound,not_enriched,NA,L1
WBGene00004893,bound,not_enriched,independent,L1
WBGene00255597,not_bound,not_enriched,NA,L1
WBGene00010212,not_bound,not_enriched,NA,L1
WBGene00021407,not_bound,not_enriched,NA,L1
WBGene00009770,not_bound,not_enriched,independent,L1
WBGene00011751,not_bound,not_enriched,NA,L1
WBGene00000189,not_bound,not_enriched,independent,L1
WBGene00008154,not_bound,not_enriched,NA,L1
WBGene00007163,not_bound,not_enriched,NA,L1
WBGene00001668,not_bound,not_enriched,independent,L1
WBGene00011154,not_bound,not_enriched,independent,L1
WBGene00001672,not_bound,not_enriched,NA,L1
WBGene00018490,bound,not_enriched,NA,L1
WBGene00015112,not_bound,not_enriched,NA,L1
WBGene00011781,not_bound,not_enriched,NA,L1
WBGene00001955,bound,not_enriched,independent,L1
WBGene00009748,not_bound,not_enriched,NA,L1
WBGene00012945,not_bound,not_enriched,NA,L1
WBGene00007146,not_bound,not_enriched,NA,L1
WBGene00020761,not_bound,not_enriched,NA,L1
WBGene00007893,not_bound,not_enriched,NA,L1
WBGene00004980,bound,not_enriched,independent,L1
WBGene00022883,not_bound,not_enriched,independent,L1
WBGene00004995,not_bound,not_enriched,independent,L1
WBGene00001401,not_bound,not_enriched,NA,L1
WBGene00017601,not_bound,not_enriched,NA,L1
WBGene00017573,not_bound,not_enriched,NA,L1
WBGene00012920,not_bound,not_enriched,independent,L1
WBGene00001411,not_bound,not_enriched,independent,L1
WBGene00002981,bound,not_enriched,independent,L1
WBGene00014116,not_bound,not_enriched,NA,L1
WBGene00022530,not_bound,not_enriched,NA,L1
WBGene00005533,not_bound,not_enriched,NA,L1
WBGene00000019,not_bound,not_enriched,NA,L1
WBGene00015642,not_bound,not_enriched,independent,L1
WBGene00012435,not_bound,not_enriched,NA,L1
WBGene00011528,not_bound,not_enriched,independent,L1
WBGene00013304,not_bound,not_enriched,NA,L1
WBGene00008740,not_bound,not_enriched,repressed,L1
WBGene00005246,not_bound,not_enriched,NA,L1
WBGene00013710,not_bound,not_enriched,NA,L1
WBGene00005392,not_bound,not_enriched,NA,L1
WBGene00008753,not_bound,not_enriched,NA,L1
WBGene00007154,bound,not_enriched,NA,L1
WBGene00016346,not_bound,not_enriched,NA,L1
WBGene00018536,not_bound,not_enriched,NA,L1
WBGene00014178,not_bound,not_enriched,NA,L1
WBGene00050911,not_bound,not_enriched,NA,L1
WBGene00017407,not_bound,not_enriched,NA,L1
WBGene00015199,not_bound,not_enriched,NA,L1
WBGene00010787,bound,not_enriched,repressed,L1
WBGene00008243,not_bound,not_enriched,NA,L1
WBGene00008995,not_bound,not_enriched,repressed,L1
WBGene00044680,not_bound,not_enriched,NA,L1
WBGene00007334,not_bound,not_enriched,NA,L1
WBGene00008381,not_bound,not_enriched,NA,L1
WBGene00019483,not_bound,not_enriched,NA,L1
WBGene00012431,not_bound,not_enriched,NA,L1
WBGene00044987,not_bound,not_enriched,repressed,L1
WBGene00018118,not_bound,not_enriched,NA,L1
WBGene00022836,not_bound,not_enriched,independent,L1
WBGene00018600,not_bound,not_enriched,NA,L1
WBGene00016889,bound,not_enriched,independent,L1
WBGene00016696,not_bound,not_enriched,NA,L1
WBGene00006462,not_bound,not_enriched,independent,L1
WBGene00004947,not_bound,not_enriched,independent,L1
WBGene00003559,bound,not_enriched,independent,L1
WBGene00018428,not_bound,not_enriched,NA,L1
WBGene00004765,not_bound,not_enriched,independent,L1
WBGene00008580,not_bound,not_enriched,repressed,L1
WBGene00009262,not_bound,not_enriched,independent,L1
WBGene00000492,not_bound,not_enriched,NA,L1
WBGene00016358,not_bound,not_enriched,NA,L1
WBGene00001855,not_bound,not_enriched,repressed,L1
WBGene00006962,not_bound,not_enriched,NA,L1
WBGene00018781,not_bound,not_enriched,independent,L1
WBGene00021032,not_bound,not_enriched,NA,L1
WBGene00019338,not_bound,not_enriched,NA,L1
WBGene00020566,not_bound,not_enriched,independent,L1
WBGene00016259,not_bound,not_enriched,NA,L1
WBGene00010819,not_bound,not_enriched,NA,L1
WBGene00044633,not_bound,not_enriched,NA,L1
WBGene00017788,not_bound,not_enriched,NA,L1
WBGene00011158,not_bound,not_enriched,NA,L1
WBGene00007445,not_bound,not_enriched,repressed,L1
WBGene00194848,not_bound,not_enriched,NA,L1
WBGene00271821,not_bound,not_enriched,NA,L1
WBGene00009657,not_bound,not_enriched,NA,L1
WBGene00011400,not_bound,not_enriched,NA,L1
WBGene00020404,not_bound,not_enriched,repressed,L1
WBGene00007332,not_bound,not_enriched,NA,L1
WBGene00013249,not_bound,not_enriched,NA,L1
WBGene00019412,not_bound,not_enriched,NA,L1
WBGene00017219,not_bound,not_enriched,NA,L1
WBGene00008526,not_bound,not_enriched,NA,L1
WBGene00003864,not_bound,not_enriched,repressed,L1
WBGene00009497,not_bound,not_enriched,NA,L1
WBGene00013130,not_bound,not_enriched,NA,L1
WBGene00019721,not_bound,not_enriched,NA,L1
WBGene00000672,not_bound,not_enriched,NA,L1
WBGene00021378,not_bound,not_enriched,independent,L1
WBGene00007891,not_bound,not_enriched,NA,L1
WBGene00018542,not_bound,not_enriched,NA,L1
WBGene00010464,not_bound,not_enriched,NA,L1
WBGene00016795,not_bound,not_enriched,NA,L1
WBGene00002042,not_bound,not_enriched,independent,L1
WBGene00000460,not_bound,not_enriched,independent,L1
WBGene00020117,not_bound,not_enriched,NA,L1
WBGene00001820,not_bound,not_enriched,independent,L1
WBGene00016253,not_bound,not_enriched,NA,L1
WBGene00016363,not_bound,not_enriched,NA,L1
WBGene00015688,not_bound,not_enriched,NA,L1
WBGene00013830,not_bound,not_enriched,NA,L1
WBGene00194725,not_bound,not_enriched,NA,L1
WBGene00020661,not_bound,not_enriched,NA,L1
WBGene00007701,not_bound,not_enriched,NA,L1
WBGene00008975,not_bound,not_enriched,independent,L1
WBGene00005076,not_bound,not_enriched,NA,L1
WBGene00219410,not_bound,not_enriched,NA,L1
WBGene00044470,not_bound,not_enriched,NA,L1
WBGene00001388,not_bound,not_enriched,NA,L1
WBGene00022886,not_bound,not_enriched,NA,L1
WBGene00009269,not_bound,not_enriched,NA,L1
WBGene00013526,not_bound,not_enriched,NA,L1
WBGene00010258,not_bound,not_enriched,NA,L1
WBGene00018303,not_bound,not_enriched,NA,L1
WBGene00011913,not_bound,not_enriched,NA,L1
WBGene00021177,not_bound,not_enriched,NA,L1
WBGene00023462,not_bound,not_enriched,NA,L1
WBGene00018830,bound,not_enriched,independent,L1
WBGene00017979,bound,not_enriched,independent,L1
WBGene00000546,not_bound,not_enriched,NA,L1
WBGene00019008,not_bound,not_enriched,independent,L1
WBGene00012663,bound,not_enriched,independent,L1
WBGene00008170,not_bound,not_enriched,repressed,L1
WBGene00013879,not_bound,not_enriched,NA,L1
WBGene00007601,not_bound,not_enriched,NA,L1
WBGene00206360,not_bound,not_enriched,NA,L1
WBGene00014200,not_bound,not_enriched,NA,L1
WBGene00000867,not_bound,not_enriched,NA,L1
WBGene00010940,not_bound,not_enriched,NA,L1
WBGene00000906,not_bound,not_enriched,NA,L1
WBGene00004962,not_bound,not_enriched,NA,L1
WBGene00014050,not_bound,not_enriched,NA,L1
WBGene00001026,not_bound,not_enriched,independent,L1
WBGene00001688,not_bound,not_enriched,NA,L1
WBGene00004042,not_bound,not_enriched,independent,L1
WBGene00003159,not_bound,not_enriched,independent,L1
WBGene00016137,not_bound,not_enriched,NA,L1
WBGene00004144,not_bound,not_enriched,NA,L1
WBGene00001189,not_bound,not_enriched,independent,L1
WBGene00010680,not_bound,not_enriched,independent,L1
WBGene00013929,not_bound,not_enriched,NA,L1
WBGene00013659,not_bound,not_enriched,NA,L1
WBGene00021398,not_bound,not_enriched,NA,L1
WBGene00008529,not_bound,not_enriched,NA,L1
WBGene00017632,not_bound,not_enriched,NA,L1
WBGene00017502,not_bound,not_enriched,NA,L1
WBGene00017459,not_bound,not_enriched,NA,L1
WBGene00020032,not_bound,not_enriched,NA,L1
WBGene00009063,not_bound,not_enriched,NA,L1
WBGene00007563,not_bound,not_enriched,NA,L1
WBGene00012655,not_bound,not_enriched,NA,L1
WBGene00013047,not_bound,not_enriched,NA,L1
WBGene00002198,bound,not_enriched,NA,L1
WBGene00012301,not_bound,not_enriched,NA,L1
WBGene00012443,not_bound,not_enriched,independent,L1
WBGene00021285,not_bound,not_enriched,NA,L1
WBGene00016565,not_bound,not_enriched,independent,L1
WBGene00000618,not_bound,not_enriched,NA,L1
WBGene00006193,not_bound,not_enriched,NA,L1
WBGene00012795,not_bound,not_enriched,NA,L1
WBGene00015745,not_bound,not_enriched,independent,L1
WBGene00006415,not_bound,not_enriched,independent,L1
WBGene00015778,bound,not_enriched,independent,L1
WBGene00010309,not_bound,not_enriched,repressed,L1
WBGene00012180,bound,not_enriched,NA,L1
WBGene00001622,not_bound,not_enriched,independent,L1
WBGene00021419,bound,not_enriched,NA,L1
WBGene00044303,not_bound,not_enriched,NA,L1
WBGene00004091,not_bound,not_enriched,independent,L1
WBGene00010871,not_bound,not_enriched,NA,L1
WBGene00008168,bound,not_enriched,NA,L1
WBGene00020651,not_bound,not_enriched,independent,L1
WBGene00012535,not_bound,not_enriched,NA,L1
WBGene00008120,not_bound,not_enriched,independent,L1
WBGene00021471,not_bound,not_enriched,NA,L1
WBGene00045460,not_bound,not_enriched,NA,L1
WBGene00011228,not_bound,not_enriched,independent,L1
WBGene00005170,bound,not_enriched,NA,L1
WBGene00008202,not_bound,not_enriched,repressed,L1
WBGene00045297,not_bound,not_enriched,NA,L1
WBGene00001997,bound,not_enriched,NA,L1
WBGene00015613,not_bound,not_enriched,NA,L1
WBGene00018018,not_bound,not_enriched,independent,L1
WBGene00000289,not_bound,not_enriched,independent,L1
WBGene00008279,not_bound,not_enriched,NA,L1
WBGene00021692,not_bound,not_enriched,independent,L1
WBGene00012021,not_bound,not_enriched,NA,L1
WBGene00000545,not_bound,not_enriched,independent,L1
WBGene00008807,not_bound,not_enriched,NA,L1
WBGene00004971,not_bound,not_enriched,NA,L1
WBGene00206355,not_bound,not_enriched,NA,L1
WBGene00009005,not_bound,not_enriched,NA,L1
WBGene00000220,not_bound,not_enriched,independent,L1
WBGene00021913,not_bound,not_enriched,independent,L1
WBGene00010976,not_bound,not_enriched,independent,L1
WBGene00006622,not_bound,not_enriched,NA,L1
WBGene00015936,bound,not_enriched,independent,L1
WBGene00020982,not_bound,not_enriched,NA,L1
WBGene00194643,not_bound,not_enriched,NA,L1
WBGene00017930,not_bound,not_enriched,NA,L1
WBGene00006052,not_bound,not_enriched,NA,L1
WBGene00008569,not_bound,not_enriched,repressed,L1
WBGene00006496,not_bound,not_enriched,independent,L1
WBGene00044392,not_bound,not_enriched,NA,L1
WBGene00020804,not_bound,not_enriched,NA,L1
WBGene00003961,not_bound,not_enriched,independent,L1
WBGene00015072,not_bound,not_enriched,NA,L1
WBGene00003451,not_bound,not_enriched,NA,L1
WBGene00010632,not_bound,not_enriched,independent,L1
WBGene00009453,not_bound,not_enriched,independent,L1
WBGene00008672,not_bound,not_enriched,NA,L1
WBGene00011201,not_bound,not_enriched,NA,L1
WBGene00012845,not_bound,not_enriched,repressed,L1
WBGene00009532,not_bound,not_enriched,independent,L1
WBGene00009486,not_bound,not_enriched,NA,L1
WBGene00014028,not_bound,not_enriched,independent,L1
WBGene00018972,not_bound,not_enriched,NA,L1
WBGene00002068,bound,not_enriched,NA,L1
WBGene00044027,not_bound,not_enriched,NA,L1
WBGene00007024,bound,not_enriched,independent,L1
WBGene00206415,not_bound,not_enriched,NA,L1
WBGene00016652,not_bound,not_enriched,NA,L1
WBGene00006216,not_bound,not_enriched,NA,L1
WBGene00010790,bound,not_enriched,NA,L1
WBGene00020527,not_bound,not_enriched,NA,L1
WBGene00016074,bound,not_enriched,NA,L1
WBGene00044077,not_bound,not_enriched,independent,L1
WBGene00001971,bound,not_enriched,independent,L1
WBGene00002109,not_bound,not_enriched,independent,L1
WBGene00006157,not_bound,not_enriched,NA,L1
WBGene00022312,not_bound,not_enriched,NA,L1
WBGene00020350,not_bound,not_enriched,NA,L1
WBGene00001710,not_bound,not_enriched,NA,L1
WBGene00009049,not_bound,not_enriched,independent,L1
WBGene00008122,not_bound,not_enriched,NA,L1
WBGene00016381,not_bound,not_enriched,NA,L1
WBGene00017559,bound,not_enriched,NA,L1
WBGene00019077,not_bound,not_enriched,independent,L1
WBGene00021728,not_bound,not_enriched,NA,L1
WBGene00009809,not_bound,not_enriched,NA,L1
WBGene00015267,not_bound,not_enriched,independent,L1
WBGene00020252,not_bound,not_enriched,NA,L1
WBGene00012621,not_bound,not_enriched,NA,L1
WBGene00009029,not_bound,not_enriched,NA,L1
WBGene00005422,not_bound,not_enriched,independent,L1
WBGene00009550,not_bound,not_enriched,NA,L1
WBGene00077782,not_bound,not_enriched,NA,L1
WBGene00012357,not_bound,not_enriched,NA,L1
WBGene00010995,not_bound,not_enriched,NA,L1
WBGene00013915,not_bound,not_enriched,NA,L1
WBGene00021309,not_bound,not_enriched,NA,L1
WBGene00017853,not_bound,not_enriched,NA,L1
WBGene00022756,not_bound,not_enriched,NA,L1
WBGene00015576,not_bound,not_enriched,NA,L1
WBGene00018632,not_bound,not_enriched,independent,L1
WBGene00015898,not_bound,not_enriched,NA,L1
WBGene00012135,not_bound,not_enriched,NA,L1
WBGene00005690,not_bound,not_enriched,NA,L1
WBGene00001895,not_bound,not_enriched,NA,L1
WBGene00015182,not_bound,not_enriched,independent,L1
WBGene00015851,not_bound,not_enriched,NA,L1
WBGene00007096,not_bound,not_enriched,NA,L1
WBGene00185077,not_bound,not_enriched,NA,L1
WBGene00001599,not_bound,not_enriched,repressed,L1
WBGene00006169,not_bound,not_enriched,NA,L1
WBGene00017868,not_bound,not_enriched,NA,L1
WBGene00016753,not_bound,not_enriched,NA,L1
WBGene00011039,bound,not_enriched,NA,L1
WBGene00016545,not_bound,not_enriched,NA,L1
WBGene00005612,not_bound,not_enriched,NA,L1
WBGene00015096,not_bound,not_enriched,independent,L1
WBGene00008630,not_bound,not_enriched,NA,L1
WBGene00013702,not_bound,not_enriched,independent,L1
WBGene00006721,not_bound,not_enriched,independent,L1
WBGene00006638,not_bound,not_enriched,independent,L1
WBGene00018048,not_bound,not_enriched,NA,L1
WBGene00011757,not_bound,not_enriched,NA,L1
WBGene00019683,not_bound,not_enriched,NA,L1
WBGene00206377,not_bound,not_enriched,NA,L1
WBGene00001463,not_bound,not_enriched,NA,L1
WBGene00005829,not_bound,not_enriched,NA,L1
WBGene00009271,not_bound,not_enriched,NA,L1
WBGene00018954,bound,not_enriched,independent,L1
WBGene00003740,not_bound,not_enriched,independent,L1
WBGene00020494,not_bound,not_enriched,NA,L1
WBGene00005071,not_bound,not_enriched,NA,L1
WBGene00012056,not_bound,not_enriched,NA,L1
WBGene00000474,not_bound,not_enriched,repressed,L1
WBGene00077500,not_bound,not_enriched,independent,L1
WBGene00008399,not_bound,not_enriched,repressed,L1
WBGene00008935,not_bound,not_enriched,NA,L1
WBGene00007158,not_bound,not_enriched,NA,L1
WBGene00005124,not_bound,not_enriched,NA,L1
WBGene00011601,not_bound,not_enriched,repressed,L1
WBGene00007370,not_bound,not_enriched,NA,L1
WBGene00005383,not_bound,not_enriched,NA,L1
WBGene00008141,not_bound,not_enriched,NA,L1
WBGene00021744,not_bound,not_enriched,NA,L1
WBGene00021485,not_bound,not_enriched,independent,L1
WBGene00010711,not_bound,not_enriched,NA,L1
WBGene00015483,not_bound,not_enriched,NA,L1
WBGene00008197,not_bound,not_enriched,independent,L1
WBGene00007535,not_bound,not_enriched,NA,L1
WBGene00271798,not_bound,not_enriched,NA,L1
WBGene00012045,not_bound,not_enriched,NA,L1
WBGene00012110,not_bound,not_enriched,NA,L1
WBGene00022710,not_bound,not_enriched,NA,L1
WBGene00021720,bound,not_enriched,NA,L1
WBGene00005513,not_bound,not_enriched,NA,L1
WBGene00011890,bound,not_enriched,independent,L1
WBGene00001831,not_bound,not_enriched,independent,L1
WBGene00003247,not_bound,not_enriched,independent,L1
WBGene00006646,not_bound,not_enriched,independent,L1
WBGene00009769,not_bound,not_enriched,independent,L1
WBGene00011697,not_bound,not_enriched,NA,L1
WBGene00000602,not_bound,not_enriched,NA,L1
WBGene00006083,not_bound,not_enriched,NA,L1
WBGene00018062,not_bound,not_enriched,NA,L1
WBGene00138719,not_bound,not_enriched,NA,L1
WBGene00012809,not_bound,not_enriched,NA,L1
WBGene00017652,not_bound,not_enriched,NA,L1
WBGene00016132,not_bound,not_enriched,NA,L1
WBGene00015300,not_bound,not_enriched,NA,L1
WBGene00007908,not_bound,not_enriched,independent,L1
WBGene00017783,not_bound,not_enriched,NA,L1
WBGene00018924,not_bound,not_enriched,NA,L1
WBGene00004008,not_bound,not_enriched,NA,L1
WBGene00015628,not_bound,not_enriched,NA,L1
WBGene00019342,not_bound,not_enriched,NA,L1
WBGene00009561,not_bound,not_enriched,NA,L1
WBGene00011299,bound,not_enriched,independent,L1
WBGene00006624,not_bound,not_enriched,NA,L1
WBGene00013461,bound,not_enriched,independent,L1
WBGene00019646,not_bound,not_enriched,NA,L1
WBGene00013333,not_bound,not_enriched,NA,L1
WBGene00013348,not_bound,not_enriched,repressed,L1
WBGene00000705,not_bound,not_enriched,NA,L1
WBGene00002078,bound,not_enriched,independent,L1
WBGene00045268,not_bound,not_enriched,NA,L1
WBGene00011777,not_bound,not_enriched,NA,L1
WBGene00010570,not_bound,not_enriched,NA,L1
WBGene00013548,not_bound,not_enriched,independent,L1
WBGene00015005,not_bound,not_enriched,NA,L1
WBGene00016930,bound,not_enriched,NA,L1
WBGene00011683,not_bound,not_enriched,NA,L1
WBGene00017653,not_bound,not_enriched,independent,L1
WBGene00009044,not_bound,not_enriched,NA,L1
WBGene00012936,bound,not_enriched,independent,L1
WBGene00017194,not_bound,not_enriched,repressed,L1
WBGene00002999,not_bound,not_enriched,independent,L1
WBGene00009039,not_bound,not_enriched,NA,L1
WBGene00045357,bound,not_enriched,independent,L1
WBGene00003158,not_bound,not_enriched,independent,L1
WBGene00022059,not_bound,not_enriched,independent,L1
WBGene00077732,not_bound,not_enriched,NA,L1
WBGene00020979,not_bound,not_enriched,NA,L1
WBGene00000388,not_bound,not_enriched,NA,L1
WBGene00021395,not_bound,not_enriched,independent,L1
WBGene00010971,not_bound,not_enriched,independent,L1
WBGene00015797,not_bound,not_enriched,NA,L1
WBGene00007171,not_bound,not_enriched,repressed,L1
WBGene00012674,not_bound,not_enriched,independent,L1
WBGene00005745,not_bound,not_enriched,NA,L1
WBGene00015814,bound,not_enriched,independent,L1
WBGene00015992,not_bound,not_enriched,NA,L1
WBGene00013303,not_bound,not_enriched,NA,L1
WBGene00013859,not_bound,not_enriched,independent,L1
WBGene00022110,not_bound,not_enriched,NA,L1
WBGene00021801,bound,not_enriched,NA,L1
WBGene00018478,not_bound,not_enriched,NA,L1
WBGene00019875,not_bound,not_enriched,independent,L1
WBGene00016880,not_bound,not_enriched,NA,L1
WBGene00006902,not_bound,not_enriched,NA,L1
WBGene00018608,not_bound,not_enriched,NA,L1
