WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00020398,not_bound,not_enriched,independent,L3
WBGene00009810,not_bound,not_enriched,NA,L3
WBGene00007410,not_bound,not_enriched,NA,L3
WBGene00011723,bound,not_enriched,independent,L3
WBGene00009985,not_bound,not_enriched,NA,L3
WBGene00019998,not_bound,not_enriched,independent,L3
WBGene00013677,not_bound,not_enriched,independent,L3
WBGene00020221,not_bound,not_enriched,NA,L3
WBGene00008545,not_bound,not_enriched,NA,L3
WBGene00017779,not_bound,not_enriched,NA,L3
WBGene00017621,not_bound,not_enriched,NA,L3
WBGene00004091,not_bound,not_enriched,independent,L3
WBGene00010237,not_bound,not_enriched,NA,L3
WBGene00016137,not_bound,not_enriched,NA,L3
WBGene00017808,not_bound,not_enriched,NA,L3
WBGene00014029,not_bound,not_enriched,NA,L3
WBGene00235388,not_bound,not_enriched,NA,L3
WBGene00021280,not_bound,not_enriched,NA,L3
WBGene00194701,not_bound,not_enriched,NA,L3
WBGene00016949,not_bound,not_enriched,NA,L3
WBGene00045398,not_bound,not_enriched,NA,L3
WBGene00018529,not_bound,not_enriched,NA,L3
WBGene00018530,not_bound,not_enriched,NA,L3
WBGene00018525,not_bound,not_enriched,NA,L3
WBGene00021631,not_bound,not_enriched,NA,L3
WBGene00018003,not_bound,not_enriched,NA,L3
WBGene00018979,not_bound,not_enriched,NA,L3
WBGene00050896,not_bound,not_enriched,NA,L3
WBGene00018978,not_bound,not_enriched,NA,L3
WBGene00045498,not_bound,not_enriched,NA,L3
WBGene00016752,not_bound,not_enriched,NA,L3
WBGene00005274,not_bound,not_enriched,NA,L3
WBGene00015685,not_bound,not_enriched,NA,L3
WBGene00018158,not_bound,not_enriched,NA,L3
WBGene00077728,bound,not_enriched,independent,L3
WBGene00008381,not_bound,not_enriched,NA,L3
WBGene00045508,not_bound,not_enriched,NA,L3
WBGene00219282,not_bound,not_enriched,NA,L3
WBGene00044247,not_bound,not_enriched,NA,L3
WBGene00009755,not_bound,not_enriched,NA,L3
WBGene00077685,not_bound,not_enriched,NA,L3
WBGene00013721,not_bound,not_enriched,NA,L3
WBGene00010324,not_bound,not_enriched,NA,L3
WBGene00021383,not_bound,not_enriched,NA,L3
WBGene00194698,not_bound,not_enriched,NA,L3
WBGene00013179,not_bound,not_enriched,NA,L3
WBGene00009753,not_bound,not_enriched,NA,L3
WBGene00013184,not_bound,not_enriched,NA,L3
WBGene00003977,not_bound,not_enriched,NA,L3
WBGene00010158,not_bound,not_enriched,NA,L3
WBGene00271780,not_bound,not_enriched,NA,L3
WBGene00009415,not_bound,not_enriched,NA,L3
WBGene00009410,not_bound,not_enriched,NA,L3
WBGene00011388,not_bound,not_enriched,NA,L3
WBGene00011389,not_bound,not_enriched,NA,L3
WBGene00005858,not_bound,not_enriched,NA,L3
WBGene00005527,not_bound,not_enriched,NA,L3
WBGene00008786,not_bound,not_enriched,NA,L3
WBGene00003672,not_bound,not_enriched,NA,L3
WBGene00009615,not_bound,not_enriched,NA,L3
WBGene00010169,not_bound,not_enriched,NA,L3
WBGene00008159,not_bound,not_enriched,NA,L3
WBGene00008160,not_bound,not_enriched,NA,L3
WBGene00008163,not_bound,not_enriched,NA,L3
WBGene00008157,not_bound,not_enriched,NA,L3
WBGene00011651,not_bound,not_enriched,NA,L3
WBGene00011656,not_bound,not_enriched,NA,L3
WBGene00011655,not_bound,not_enriched,NA,L3
WBGene00011652,not_bound,not_enriched,NA,L3
WBGene00011778,not_bound,not_enriched,NA,L3
WBGene00001642,not_bound,not_enriched,NA,L3
WBGene00011780,not_bound,not_enriched,NA,L3
WBGene00001641,not_bound,not_enriched,NA,L3
WBGene00003667,not_bound,not_enriched,NA,L3
WBGene00011781,not_bound,not_enriched,NA,L3
WBGene00011782,not_bound,not_enriched,NA,L3
WBGene00011783,not_bound,not_enriched,NA,L3
WBGene00011784,not_bound,not_enriched,NA,L3
WBGene00011785,not_bound,not_enriched,NA,L3
WBGene00008479,not_bound,not_enriched,NA,L3
WBGene00003679,not_bound,not_enriched,NA,L3
WBGene00008291,not_bound,not_enriched,NA,L3
WBGene00008293,not_bound,not_enriched,NA,L3
WBGene00044242,not_bound,not_enriched,NA,L3
WBGene00008295,not_bound,not_enriched,NA,L3
WBGene00008294,not_bound,not_enriched,NA,L3
WBGene00012214,not_bound,not_enriched,NA,L3
WBGene00012213,not_bound,not_enriched,NA,L3
WBGene00012039,not_bound,not_enriched,NA,L3
WBGene00005046,not_bound,not_enriched,NA,L3
WBGene00005050,not_bound,not_enriched,NA,L3
WBGene00007662,not_bound,not_enriched,NA,L3
WBGene00044708,not_bound,not_enriched,NA,L3
WBGene00014239,not_bound,not_enriched,NA,L3
WBGene00012232,not_bound,not_enriched,NA,L3
WBGene00012238,not_bound,not_enriched,NA,L3
WBGene00195227,not_bound,not_enriched,NA,L3
WBGene00010576,not_bound,not_enriched,NA,L3
WBGene00010578,not_bound,not_enriched,NA,L3
WBGene00008612,not_bound,not_enriched,NA,L3
WBGene00009861,not_bound,not_enriched,NA,L3
WBGene00016077,not_bound,not_enriched,NA,L3
WBGene00021092,not_bound,not_enriched,NA,L3
WBGene00020203,not_bound,not_enriched,NA,L3
WBGene00206368,not_bound,not_enriched,NA,L3
WBGene00020178,not_bound,not_enriched,NA,L3
WBGene00020180,not_bound,not_enriched,NA,L3
WBGene00020176,not_bound,not_enriched,NA,L3
WBGene00020175,not_bound,not_enriched,NA,L3
WBGene00020174,not_bound,not_enriched,NA,L3
WBGene00021454,not_bound,not_enriched,NA,L3
WBGene00269332,not_bound,not_enriched,NA,L3
WBGene00018505,not_bound,not_enriched,NA,L3
WBGene00018500,not_bound,not_enriched,NA,L3
WBGene00017869,not_bound,not_enriched,NA,L3
WBGene00045302,not_bound,not_enriched,NA,L3
WBGene00019929,not_bound,not_enriched,NA,L3
WBGene00235351,not_bound,not_enriched,NA,L3
WBGene00016300,not_bound,not_enriched,NA,L3
WBGene00016306,not_bound,not_enriched,NA,L3
WBGene00016307,not_bound,not_enriched,NA,L3
WBGene00016299,not_bound,not_enriched,NA,L3
WBGene00016298,not_bound,not_enriched,NA,L3
WBGene00016297,not_bound,not_enriched,NA,L3
WBGene00005479,not_bound,not_enriched,NA,L3
WBGene00043327,not_bound,not_enriched,NA,L3
WBGene00043328,not_bound,not_enriched,NA,L3
WBGene00018457,not_bound,not_enriched,NA,L3
WBGene00018458,not_bound,not_enriched,NA,L3
WBGene00019700,not_bound,not_enriched,NA,L3
WBGene00019702,not_bound,not_enriched,NA,L3
WBGene00019703,not_bound,not_enriched,NA,L3
WBGene00019704,not_bound,not_enriched,NA,L3
WBGene00021970,not_bound,not_enriched,NA,L3
WBGene00021966,not_bound,not_enriched,NA,L3
WBGene00044424,not_bound,not_enriched,NA,L3
WBGene00018822,not_bound,not_enriched,NA,L3
WBGene00018816,not_bound,not_enriched,NA,L3
WBGene00021780,not_bound,not_enriched,NA,L3
WBGene00021774,not_bound,not_enriched,NA,L3
WBGene00021773,not_bound,not_enriched,NA,L3
WBGene00019416,not_bound,not_enriched,NA,L3
WBGene00045486,not_bound,not_enriched,NA,L3
WBGene00019414,not_bound,not_enriched,NA,L3
WBGene00019413,not_bound,not_enriched,NA,L3
WBGene00019418,not_bound,not_enriched,NA,L3
WBGene00219239,not_bound,not_enriched,NA,L3
WBGene00019412,not_bound,not_enriched,NA,L3
WBGene00019419,not_bound,not_enriched,NA,L3
WBGene00019420,not_bound,not_enriched,NA,L3
WBGene00194704,not_bound,not_enriched,NA,L3
WBGene00044429,not_bound,not_enriched,NA,L3
WBGene00020328,not_bound,not_enriched,NA,L3
WBGene00015604,not_bound,not_enriched,NA,L3
WBGene00022556,not_bound,not_enriched,NA,L3
WBGene00194714,not_bound,not_enriched,NA,L3
WBGene00022558,not_bound,not_enriched,NA,L3
WBGene00019037,not_bound,not_enriched,NA,L3
WBGene00019034,not_bound,not_enriched,NA,L3
WBGene00019039,not_bound,not_enriched,NA,L3
WBGene00019040,not_bound,not_enriched,NA,L3
WBGene00019041,not_bound,not_enriched,NA,L3
WBGene00019042,not_bound,not_enriched,NA,L3
WBGene00019043,not_bound,not_enriched,NA,L3
WBGene00019045,not_bound,not_enriched,NA,L3
WBGene00018442,not_bound,not_enriched,NA,L3
WBGene00018437,not_bound,not_enriched,NA,L3
WBGene00018445,not_bound,not_enriched,NA,L3
WBGene00269388,not_bound,not_enriched,NA,L3
WBGene00018433,not_bound,not_enriched,NA,L3
WBGene00206518,not_bound,not_enriched,NA,L3
WBGene00018107,not_bound,not_enriched,NA,L3
WBGene00015610,not_bound,not_enriched,NA,L3
WBGene00269389,not_bound,not_enriched,NA,L3
WBGene00016886,bound,not_enriched,NA,L3
WBGene00015825,not_bound,not_enriched,NA,L3
WBGene00269394,not_bound,not_enriched,NA,L3
WBGene00017207,not_bound,not_enriched,NA,L3
WBGene00219315,not_bound,not_enriched,NA,L3
WBGene00020535,not_bound,not_enriched,NA,L3
WBGene00020076,not_bound,not_enriched,NA,L3
WBGene00020077,not_bound,not_enriched,NA,L3
WBGene00020073,not_bound,not_enriched,NA,L3
WBGene00016548,not_bound,not_enriched,NA,L3
WBGene00015108,not_bound,not_enriched,NA,L3
WBGene00015114,not_bound,not_enriched,NA,L3
WBGene00018387,not_bound,not_enriched,NA,L3
WBGene00018379,not_bound,not_enriched,NA,L3
WBGene00018388,not_bound,not_enriched,NA,L3
WBGene00018389,not_bound,not_enriched,NA,L3
WBGene00017517,not_bound,not_enriched,NA,L3
WBGene00017521,bound,not_enriched,repressed,L3
WBGene00017522,not_bound,not_enriched,repressed,L3
WBGene00017523,not_bound,not_enriched,NA,L3
WBGene00017528,not_bound,not_enriched,NA,L3
WBGene00017516,not_bound,not_enriched,NA,L3
WBGene00019340,not_bound,not_enriched,NA,L3
WBGene00019338,not_bound,not_enriched,NA,L3
WBGene00019335,not_bound,not_enriched,NA,L3
WBGene00194711,not_bound,not_enriched,NA,L3
WBGene00017057,not_bound,not_enriched,NA,L3
WBGene00005583,not_bound,not_enriched,NA,L3
WBGene00017252,not_bound,not_enriched,NA,L3
WBGene00022443,not_bound,not_enriched,NA,L3
WBGene00021299,not_bound,not_enriched,NA,L3
WBGene00021298,not_bound,not_enriched,NA,L3
WBGene00005563,not_bound,not_enriched,NA,L3
WBGene00044372,not_bound,not_enriched,NA,L3
WBGene00044371,not_bound,not_enriched,NA,L3
WBGene00015909,not_bound,not_enriched,NA,L3
WBGene00017182,not_bound,not_enriched,NA,L3
WBGene00017183,not_bound,not_enriched,NA,L3
WBGene00021729,not_bound,not_enriched,NA,L3
WBGene00206385,not_bound,not_enriched,NA,L3
WBGene00017554,not_bound,not_enriched,NA,L3
WBGene00021717,not_bound,not_enriched,NA,L3
WBGene00021719,not_bound,not_enriched,NA,L3
WBGene00044378,not_bound,not_enriched,NA,L3
WBGene00005509,not_bound,not_enriched,NA,L3
WBGene00018234,not_bound,not_enriched,NA,L3
WBGene00019795,not_bound,not_enriched,NA,L3
WBGene00019794,not_bound,not_enriched,NA,L3
WBGene00019797,not_bound,not_enriched,NA,L3
WBGene00019793,not_bound,not_enriched,NA,L3
WBGene00004750,not_bound,not_enriched,NA,L3
WBGene00005992,not_bound,not_enriched,NA,L3
WBGene00017405,not_bound,not_enriched,NA,L3
WBGene00017406,not_bound,not_enriched,NA,L3
WBGene00017403,not_bound,not_enriched,NA,L3
WBGene00017402,not_bound,not_enriched,NA,L3
WBGene00044693,not_bound,not_enriched,NA,L3
WBGene00044694,not_bound,not_enriched,NA,L3
WBGene00044692,not_bound,not_enriched,NA,L3
WBGene00195077,bound,not_enriched,repressed,L3
WBGene00021174,not_bound,not_enriched,NA,L3
WBGene00018808,not_bound,not_enriched,NA,L3
WBGene00015872,not_bound,not_enriched,NA,L3
WBGene00015871,not_bound,not_enriched,NA,L3
WBGene00005456,not_bound,not_enriched,NA,L3
WBGene00019856,not_bound,not_enriched,NA,L3
WBGene00019857,not_bound,not_enriched,NA,L3
WBGene00005787,not_bound,not_enriched,NA,L3
WBGene00019085,not_bound,not_enriched,NA,L3
WBGene00044665,not_bound,not_enriched,NA,L3
WBGene00019026,not_bound,not_enriched,NA,L3
WBGene00016414,not_bound,not_enriched,NA,L3
WBGene00017393,not_bound,not_enriched,NA,L3
WBGene00017395,not_bound,not_enriched,NA,L3
WBGene00044390,not_bound,not_enriched,NA,L3
WBGene00006554,not_bound,not_enriched,NA,L3
WBGene00015895,not_bound,not_enriched,NA,L3
WBGene00044668,not_bound,not_enriched,NA,L3
WBGene00271819,not_bound,not_enriched,NA,L3
WBGene00019409,not_bound,not_enriched,NA,L3
WBGene00019063,not_bound,not_enriched,NA,L3
WBGene00005054,not_bound,not_enriched,NA,L3
WBGene00001424,not_bound,not_enriched,NA,L3
WBGene00008054,bound,not_enriched,NA,L3
WBGene00194940,not_bound,not_enriched,NA,L3
WBGene00206481,not_bound,not_enriched,NA,L3
WBGene00011158,not_bound,not_enriched,NA,L3
WBGene00011157,not_bound,not_enriched,NA,L3
WBGene00005027,not_bound,not_enriched,NA,L3
WBGene00009147,not_bound,not_enriched,NA,L3
WBGene00014130,not_bound,not_enriched,NA,L3
WBGene00005080,not_bound,not_enriched,NA,L3
WBGene00005352,not_bound,not_enriched,NA,L3
WBGene00014174,not_bound,not_enriched,NA,L3
WBGene00014041,not_bound,not_enriched,NA,L3
WBGene00014044,not_bound,not_enriched,NA,L3
WBGene00271803,not_bound,not_enriched,NA,L3
WBGene00012841,not_bound,not_enriched,NA,L3
WBGene00012844,not_bound,not_enriched,NA,L3
WBGene00010219,not_bound,not_enriched,NA,L3
WBGene00013280,not_bound,not_enriched,NA,L3
WBGene00044047,not_bound,not_enriched,NA,L3
WBGene00013282,not_bound,not_enriched,NA,L3
WBGene00012283,not_bound,not_enriched,NA,L3
WBGene00008837,not_bound,not_enriched,NA,L3
WBGene00005173,not_bound,not_enriched,NA,L3
WBGene00006010,not_bound,not_enriched,NA,L3
WBGene00044031,not_bound,not_enriched,NA,L3
WBGene00009868,not_bound,not_enriched,NA,L3
WBGene00012581,not_bound,not_enriched,NA,L3
WBGene00012587,not_bound,not_enriched,NA,L3
WBGene00009391,not_bound,not_enriched,NA,L3
WBGene00012725,not_bound,not_enriched,NA,L3
WBGene00016222,not_bound,not_enriched,NA,L3
WBGene00020541,not_bound,not_enriched,NA,L3
WBGene00020542,not_bound,not_enriched,NA,L3
WBGene00020548,not_bound,not_enriched,NA,L3
WBGene00020543,not_bound,not_enriched,NA,L3
WBGene00018244,not_bound,not_enriched,NA,L3
WBGene00018243,not_bound,not_enriched,NA,L3
WBGene00189954,not_bound,not_enriched,NA,L3
WBGene00018247,not_bound,not_enriched,NA,L3
WBGene00018245,not_bound,not_enriched,NA,L3
WBGene00189955,not_bound,not_enriched,NA,L3
WBGene00018246,not_bound,not_enriched,NA,L3
WBGene00050913,not_bound,not_enriched,NA,L3
WBGene00022323,not_bound,not_enriched,NA,L3
WBGene00022318,not_bound,not_enriched,NA,L3
WBGene00022343,not_bound,not_enriched,NA,L3
WBGene00021241,not_bound,not_enriched,NA,L3
WBGene00021592,not_bound,not_enriched,NA,L3
WBGene00044798,not_bound,not_enriched,NA,L3
WBGene00189953,not_bound,not_enriched,NA,L3
WBGene00017105,bound,not_enriched,NA,L3
WBGene00017809,not_bound,not_enriched,NA,L3
WBGene00017810,not_bound,not_enriched,NA,L3
WBGene00016680,not_bound,not_enriched,NA,L3
WBGene00016675,not_bound,not_enriched,NA,L3
WBGene00016673,not_bound,not_enriched,NA,L3
WBGene00021029,not_bound,not_enriched,NA,L3
WBGene00005166,not_bound,not_enriched,NA,L3
WBGene00019809,not_bound,not_enriched,NA,L3
WBGene00044674,not_bound,not_enriched,NA,L3
WBGene00014032,not_bound,not_enriched,NA,L3
WBGene00008001,not_bound,not_enriched,NA,L3
WBGene00012060,not_bound,not_enriched,NA,L3
WBGene00012061,not_bound,not_enriched,NA,L3
WBGene00006273,not_bound,not_enriched,NA,L3
WBGene00006556,not_bound,not_enriched,NA,L3
WBGene00006557,not_bound,not_enriched,NA,L3
WBGene00007699,not_bound,not_enriched,NA,L3
WBGene00007700,bound,not_enriched,NA,L3
WBGene00013230,not_bound,not_enriched,NA,L3
WBGene00009950,not_bound,not_enriched,NA,L3
WBGene00021409,not_bound,not_enriched,NA,L3
WBGene00235258,not_bound,not_enriched,NA,L3
WBGene00235262,not_bound,not_enriched,NA,L3
WBGene00016798,not_bound,not_enriched,NA,L3
WBGene00016668,not_bound,not_enriched,NA,L3
WBGene00235288,not_bound,not_enriched,NA,L3
WBGene00235343,not_bound,not_enriched,NA,L3
WBGene00022097,not_bound,not_enriched,NA,L3
WBGene00235294,not_bound,not_enriched,NA,L3
WBGene00015656,not_bound,not_enriched,NA,L3
WBGene00023474,not_bound,not_enriched,NA,L3
WBGene00015652,not_bound,not_enriched,NA,L3
WBGene00195010,not_bound,not_enriched,NA,L3
WBGene00235359,not_bound,not_enriched,NA,L3
WBGene00235293,not_bound,not_enriched,NA,L3
WBGene00018550,not_bound,not_enriched,NA,L3
WBGene00020979,not_bound,not_enriched,NA,L3
WBGene00235363,not_bound,not_enriched,NA,L3
WBGene00235364,bound,not_enriched,NA,L3
WBGene00018649,not_bound,not_enriched,NA,L3
WBGene00235371,not_bound,not_enriched,NA,L3
WBGene00017935,not_bound,not_enriched,NA,L3
WBGene00235120,not_bound,not_enriched,NA,L3
WBGene00021197,not_bound,not_enriched,NA,L3
WBGene00006219,not_bound,not_enriched,NA,L3
WBGene00020351,not_bound,not_enriched,NA,L3
WBGene00020354,not_bound,not_enriched,NA,L3
WBGene00006206,not_bound,not_enriched,NA,L3
WBGene00021177,not_bound,not_enriched,NA,L3
WBGene00006040,not_bound,not_enriched,NA,L3
WBGene00003446,not_bound,not_enriched,NA,L3
WBGene00015331,not_bound,not_enriched,NA,L3
WBGene00021992,not_bound,not_enriched,NA,L3
WBGene00022000,not_bound,not_enriched,NA,L3
WBGene00022002,not_bound,not_enriched,NA,L3
WBGene00022003,not_bound,not_enriched,NA,L3
WBGene00021997,not_bound,not_enriched,NA,L3
WBGene00018130,not_bound,not_enriched,NA,L3
WBGene00022708,not_bound,not_enriched,NA,L3
WBGene00003458,not_bound,not_enriched,NA,L3
WBGene00018322,not_bound,not_enriched,NA,L3
WBGene00044307,not_bound,not_enriched,NA,L3
WBGene00005740,not_bound,not_enriched,NA,L3
WBGene00005741,not_bound,not_enriched,NA,L3
WBGene00022619,bound,not_enriched,NA,L3
WBGene00001908,not_bound,not_enriched,NA,L3
WBGene00001907,not_bound,not_enriched,NA,L3
WBGene00194833,not_bound,not_enriched,NA,L3
WBGene00235282,not_bound,not_enriched,NA,L3
WBGene00017541,not_bound,not_enriched,NA,L3
WBGene00195009,not_bound,not_enriched,NA,L3
WBGene00017539,not_bound,not_enriched,NA,L3
WBGene00044953,not_bound,not_enriched,NA,L3
WBGene00019791,not_bound,not_enriched,NA,L3
WBGene00019788,not_bound,not_enriched,NA,L3
WBGene00022007,not_bound,not_enriched,NA,L3
WBGene00008113,not_bound,not_enriched,NA,L3
WBGene00007887,not_bound,not_enriched,NA,L3
WBGene00194867,bound,not_enriched,NA,L3
WBGene00014242,not_bound,not_enriched,NA,L3
WBGene00010486,not_bound,not_enriched,NA,L3
WBGene00002204,not_bound,not_enriched,NA,L3
WBGene00045180,not_bound,not_enriched,NA,L3
WBGene00006049,not_bound,not_enriched,NA,L3
WBGene00005723,not_bound,not_enriched,NA,L3
WBGene00011177,not_bound,not_enriched,NA,L3
WBGene00008752,not_bound,not_enriched,NA,L3
WBGene00013475,not_bound,not_enriched,NA,L3
WBGene00013476,not_bound,not_enriched,NA,L3
WBGene00010885,not_bound,not_enriched,NA,L3
WBGene00010886,not_bound,not_enriched,NA,L3
WBGene00219217,not_bound,not_enriched,NA,L3
WBGene00007447,not_bound,not_enriched,NA,L3
WBGene00009036,not_bound,not_enriched,NA,L3
WBGene00194933,not_bound,not_enriched,NA,L3
WBGene00009550,not_bound,not_enriched,NA,L3
WBGene00235284,not_bound,not_enriched,NA,L3
WBGene00005682,not_bound,not_enriched,NA,L3
WBGene00010126,not_bound,not_enriched,NA,L3
WBGene00010748,not_bound,not_enriched,NA,L3
WBGene00005679,not_bound,not_enriched,NA,L3
WBGene00005675,not_bound,not_enriched,NA,L3
WBGene00005674,not_bound,not_enriched,NA,L3
WBGene00005684,not_bound,not_enriched,NA,L3
WBGene00045069,not_bound,not_enriched,NA,L3
WBGene00012541,not_bound,not_enriched,NA,L3
WBGene00012537,not_bound,not_enriched,NA,L3
WBGene00194920,bound,not_enriched,NA,L3
WBGene00010388,not_bound,not_enriched,NA,L3
WBGene00010389,not_bound,not_enriched,NA,L3
WBGene00011024,not_bound,not_enriched,NA,L3
WBGene00271789,not_bound,not_enriched,NA,L3
WBGene00010483,not_bound,not_enriched,NA,L3
WBGene00013451,not_bound,not_enriched,NA,L3
WBGene00013297,not_bound,not_enriched,NA,L3
WBGene00013296,not_bound,not_enriched,NA,L3
WBGene00013299,not_bound,not_enriched,NA,L3
WBGene00045038,not_bound,not_enriched,NA,L3
WBGene00001818,not_bound,not_enriched,NA,L3
WBGene00219443,not_bound,not_enriched,NA,L3
WBGene00014926,not_bound,not_enriched,NA,L3
WBGene00013337,not_bound,not_enriched,NA,L3
WBGene00012771,not_bound,not_enriched,NA,L3
WBGene00044003,not_bound,not_enriched,NA,L3
WBGene00219395,not_bound,not_enriched,NA,L3
WBGene00255545,not_bound,not_enriched,NA,L3
WBGene00010955,not_bound,not_enriched,NA,L3
WBGene00044259,not_bound,not_enriched,NA,L3
WBGene00004171,not_bound,not_enriched,NA,L3
WBGene00013521,not_bound,not_enriched,NA,L3
WBGene00013523,not_bound,not_enriched,NA,L3
WBGene00006558,not_bound,not_enriched,NA,L3
WBGene00006559,not_bound,not_enriched,NA,L3
WBGene00000028,not_bound,not_enriched,NA,L3
WBGene00013635,not_bound,not_enriched,NA,L3
WBGene00194931,not_bound,not_enriched,NA,L3
WBGene00219478,not_bound,not_enriched,NA,L3
WBGene00194929,not_bound,not_enriched,NA,L3
WBGene00010412,not_bound,not_enriched,NA,L3
WBGene00009539,not_bound,not_enriched,NA,L3
WBGene00023514,not_bound,not_enriched,NA,L3
WBGene00004287,not_bound,not_enriched,NA,L3
WBGene00010530,not_bound,not_enriched,NA,L3
WBGene00010531,not_bound,not_enriched,NA,L3
WBGene00010527,not_bound,not_enriched,NA,L3
WBGene00023508,not_bound,not_enriched,NA,L3
WBGene00007960,not_bound,not_enriched,NA,L3
WBGene00194927,not_bound,not_enriched,NA,L3
WBGene00013102,not_bound,not_enriched,NA,L3
WBGene00013796,not_bound,not_enriched,NA,L3
WBGene00013797,not_bound,not_enriched,NA,L3
WBGene00013798,not_bound,not_enriched,NA,L3
WBGene00013815,not_bound,not_enriched,NA,L3
WBGene00013810,not_bound,not_enriched,NA,L3
WBGene00004819,not_bound,not_enriched,NA,L3
WBGene00004815,not_bound,not_enriched,NA,L3
WBGene00185097,not_bound,not_enriched,NA,L3
WBGene00022638,not_bound,not_enriched,NA,L3
WBGene00022637,not_bound,not_enriched,NA,L3
WBGene00015255,not_bound,not_enriched,NA,L3
WBGene00006282,not_bound,not_enriched,NA,L3
WBGene00005898,not_bound,not_enriched,NA,L3
WBGene00015764,not_bound,not_enriched,NA,L3
WBGene00019453,not_bound,not_enriched,NA,L3
WBGene00019451,not_bound,not_enriched,NA,L3
WBGene00005856,not_bound,not_enriched,NA,L3
WBGene00018618,not_bound,not_enriched,NA,L3
WBGene00005452,not_bound,not_enriched,NA,L3
WBGene00005896,not_bound,not_enriched,NA,L3
WBGene00015491,not_bound,not_enriched,NA,L3
WBGene00006266,not_bound,not_enriched,NA,L3
WBGene00005923,not_bound,not_enriched,NA,L3
WBGene00005922,not_bound,not_enriched,NA,L3
WBGene00019562,not_bound,not_enriched,NA,L3
WBGene00006129,not_bound,not_enriched,NA,L3
WBGene00005848,not_bound,not_enriched,NA,L3
WBGene00005539,not_bound,not_enriched,NA,L3
WBGene00021488,not_bound,not_enriched,NA,L3
WBGene00018093,not_bound,not_enriched,NA,L3
WBGene00018098,not_bound,not_enriched,NA,L3
WBGene00006117,not_bound,not_enriched,NA,L3
WBGene00016693,not_bound,not_enriched,NA,L3
WBGene00016692,not_bound,not_enriched,NA,L3
WBGene00016695,not_bound,not_enriched,NA,L3
WBGene00016685,not_bound,not_enriched,NA,L3
WBGene00021165,not_bound,not_enriched,NA,L3
WBGene00021166,bound,not_enriched,NA,L3
WBGene00202502,bound,not_enriched,NA,L3
WBGene00021226,not_bound,not_enriched,NA,L3
WBGene00018918,not_bound,not_enriched,NA,L3
WBGene00015272,not_bound,not_enriched,NA,L3
WBGene00006284,not_bound,not_enriched,NA,L3
WBGene00021570,not_bound,not_enriched,NA,L3
WBGene00021567,not_bound,not_enriched,NA,L3
WBGene00005608,not_bound,not_enriched,NA,L3
WBGene00016050,not_bound,not_enriched,NA,L3
WBGene00005217,not_bound,not_enriched,NA,L3
WBGene00005216,not_bound,not_enriched,NA,L3
WBGene00006081,not_bound,not_enriched,NA,L3
WBGene00006099,not_bound,not_enriched,NA,L3
WBGene00005214,not_bound,not_enriched,NA,L3
WBGene00005218,not_bound,not_enriched,NA,L3
WBGene00005915,not_bound,not_enriched,NA,L3
WBGene00018826,not_bound,not_enriched,NA,L3
WBGene00005259,not_bound,not_enriched,NA,L3
WBGene00005749,not_bound,not_enriched,NA,L3
WBGene00005626,not_bound,not_enriched,NA,L3
WBGene00005635,not_bound,not_enriched,NA,L3
WBGene00005634,not_bound,not_enriched,NA,L3
WBGene00005633,not_bound,not_enriched,NA,L3
WBGene00005476,not_bound,not_enriched,NA,L3
WBGene00005478,not_bound,not_enriched,NA,L3
WBGene00235329,not_bound,not_enriched,NA,L3
WBGene00005308,not_bound,not_enriched,NA,L3
WBGene00005454,not_bound,not_enriched,NA,L3
WBGene00005882,not_bound,not_enriched,NA,L3
WBGene00016857,not_bound,not_enriched,NA,L3
WBGene00016850,not_bound,not_enriched,NA,L3
WBGene00006128,not_bound,not_enriched,NA,L3
WBGene00022265,not_bound,not_enriched,NA,L3
WBGene00022262,not_bound,not_enriched,NA,L3
WBGene00022266,not_bound,not_enriched,NA,L3
WBGene00006084,not_bound,not_enriched,NA,L3
WBGene00005595,not_bound,not_enriched,NA,L3
WBGene00018058,not_bound,not_enriched,NA,L3
WBGene00015316,not_bound,not_enriched,NA,L3
WBGene00015318,not_bound,not_enriched,NA,L3
WBGene00006259,not_bound,not_enriched,NA,L3
WBGene00006257,not_bound,not_enriched,NA,L3
WBGene00020752,not_bound,not_enriched,NA,L3
WBGene00019470,not_bound,not_enriched,NA,L3
WBGene00005233,not_bound,not_enriched,NA,L3
WBGene00005230,not_bound,not_enriched,NA,L3
WBGene00017413,not_bound,not_enriched,NA,L3
WBGene00003708,not_bound,not_enriched,NA,L3
WBGene00021617,not_bound,not_enriched,NA,L3
WBGene00021619,not_bound,not_enriched,NA,L3
WBGene00021616,not_bound,not_enriched,NA,L3
WBGene00269385,not_bound,not_enriched,NA,L3
WBGene00006242,not_bound,not_enriched,NA,L3
WBGene00006240,not_bound,not_enriched,NA,L3
WBGene00017845,not_bound,not_enriched,NA,L3
WBGene00017843,not_bound,not_enriched,NA,L3
WBGene00044537,not_bound,not_enriched,NA,L3
WBGene00005185,not_bound,not_enriched,NA,L3
WBGene00019755,not_bound,not_enriched,NA,L3
WBGene00202500,not_bound,not_enriched,NA,L3
WBGene00206358,not_bound,not_enriched,NA,L3
WBGene00005005,not_bound,not_enriched,repressed,L3
WBGene00015724,not_bound,not_enriched,NA,L3
WBGene00015722,not_bound,not_enriched,NA,L3
