WBGeneID,altHyp,intestine_expression
WBGene00020247,greater,enriched
WBGene00018398,greater,enriched
WBGene00017635,greater,enriched
WBGene00019477,greater,enriched
WBGene00015859,greater,enriched
WBGene00000219,greater,enriched
WBGene00017678,greater,enriched
WBGene00000218,greater,enriched
WBGene00020946,greater,enriched
WBGene00020943,greater,enriched
WBGene00020938,greater,enriched
WBGene00044696,greater,enriched
WBGene00002021,greater,enriched
WBGene00017881,greater,enriched
WBGene00000541,greater,enriched
WBGene00022549,greater,enriched
WBGene00015220,greater,enriched
WBGene00019444,greater,enriched
WBGene00001526,greater,enriched
WBGene00019116,greater,enriched
WBGene00020865,greater,enriched
WBGene00017660,greater,enriched
WBGene00000215,greater,enriched
WBGene00017091,greater,enriched
WBGene00023485,greater,enriched
WBGene00017093,greater,enriched
WBGene00010597,greater,enriched
WBGene00008669,greater,enriched
WBGene00008234,greater,enriched
WBGene00008229,greater,enriched
WBGene00013968,greater,enriched
WBGene00006470,greater,enriched
WBGene00000172,greater,enriched
WBGene00010256,greater,enriched
WBGene00009773,greater,enriched
WBGene00005703,greater,enriched
WBGene00008239,greater,enriched
WBGene00008246,greater,enriched
WBGene00011006,greater,enriched
WBGene00007422,greater,enriched
WBGene00007423,greater,enriched
WBGene00007431,greater,enriched
WBGene00007424,greater,enriched
WBGene00007536,greater,enriched
WBGene00012494,greater,enriched
WBGene00003090,greater,enriched
WBGene00003091,greater,enriched
WBGene00007097,greater,enriched
WBGene00010628,greater,enriched
WBGene00007072,greater,enriched
WBGene00007073,greater,enriched
WBGene00012529,greater,enriched
WBGene00012530,greater,enriched
WBGene00012531,greater,enriched
WBGene00007946,greater,enriched
WBGene00007948,greater,enriched
WBGene00011893,greater,enriched
WBGene00009237,greater,enriched
WBGene00008372,greater,enriched
WBGene00005001,greater,enriched
WBGene00010238,greater,enriched
WBGene00000981,greater,enriched
WBGene00000539,greater,enriched
WBGene00010524,greater,enriched
WBGene00000007,greater,enriched
WBGene00008336,greater,enriched
WBGene00003658,greater,enriched
WBGene00000983,greater,enriched
WBGene00009389,greater,enriched
WBGene00012101,greater,enriched
WBGene00012280,greater,enriched
WBGene00006609,greater,enriched
WBGene00011439,greater,enriched
WBGene00010286,greater,enriched
WBGene00010289,greater,enriched
WBGene00000781,greater,enriched
WBGene00008258,greater,enriched
WBGene00010204,greater,enriched
WBGene00000073,greater,enriched
WBGene00011090,greater,enriched
WBGene00011093,greater,enriched
WBGene00011092,greater,enriched
WBGene00011094,greater,enriched
WBGene00007549,greater,enriched
WBGene00004898,greater,enriched
WBGene00008296,greater,enriched
WBGene00138721,greater,enriched
WBGene00012144,greater,enriched
WBGene00007605,greater,enriched
WBGene00008936,greater,enriched
WBGene00013906,greater,enriched
WBGene00013904,greater,enriched
WBGene00013900,greater,enriched
WBGene00013901,greater,enriched
WBGene00008097,greater,enriched
WBGene00008101,greater,enriched
WBGene00010062,greater,enriched
WBGene00010063,greater,enriched
WBGene00011801,greater,enriched
WBGene00011800,greater,enriched
WBGene00011799,greater,enriched
WBGene00011798,greater,enriched
WBGene00011802,greater,enriched
WBGene00008849,greater,enriched
WBGene00008850,greater,enriched
WBGene00002250,greater,enriched
WBGene00012339,greater,enriched
WBGene00007152,greater,enriched
WBGene00007153,greater,enriched
WBGene00007932,greater,enriched
WBGene00007748,greater,enriched
WBGene00008220,greater,enriched
WBGene00009347,greater,enriched
WBGene00000789,greater,enriched
WBGene00009981,greater,enriched
WBGene00008341,greater,enriched
WBGene00000302,greater,enriched
WBGene00008226,greater,enriched
WBGene00008228,greater,enriched
WBGene00011330,greater,enriched
WBGene00009431,greater,enriched
WBGene00009433,greater,enriched
WBGene00003543,greater,enriched
WBGene00008988,greater,enriched
WBGene00009971,greater,enriched
WBGene00002259,greater,enriched
WBGene00011190,greater,enriched
WBGene00045401,greater,enriched
WBGene00003474,greater,enriched
WBGene00011364,greater,enriched
WBGene00013875,greater,enriched
WBGene00013874,greater,enriched
WBGene00008793,greater,enriched
WBGene00009805,greater,enriched
WBGene00013025,greater,enriched
WBGene00008594,greater,enriched
WBGene00008593,greater,enriched
WBGene00008595,greater,enriched
WBGene00008596,greater,enriched
WBGene00008597,greater,enriched
WBGene00010977,greater,enriched
WBGene00003982,greater,enriched
WBGene00045516,greater,enriched
WBGene00008319,greater,enriched
WBGene00011321,greater,enriched
WBGene00007716,greater,enriched
WBGene00007717,greater,enriched
WBGene00007236,greater,enriched
WBGene00011340,greater,enriched
WBGene00010684,greater,enriched
WBGene00011668,greater,enriched
WBGene00011670,greater,enriched
WBGene00004037,greater,enriched
WBGene00045338,greater,enriched
WBGene00000783,greater,enriched
WBGene00014191,greater,enriched
WBGene00014194,greater,enriched
WBGene00007807,greater,enriched
WBGene00001150,greater,enriched
WBGene00005931,greater,enriched
WBGene00044759,greater,enriched
WBGene00011539,greater,enriched
WBGene00012533,greater,enriched
WBGene00012070,greater,enriched
WBGene00044783,greater,enriched
WBGene00044206,greater,enriched
WBGene00012069,greater,enriched
WBGene00007368,greater,enriched
WBGene00219316,greater,enriched
WBGene00011517,greater,enriched
WBGene00001786,greater,enriched
WBGene00000412,greater,enriched
WBGene00003698,greater,enriched
WBGene00009488,greater,enriched
WBGene00009490,greater,enriched
WBGene00050899,greater,enriched
WBGene00008830,greater,enriched
WBGene00004809,greater,enriched
WBGene00009710,greater,enriched
WBGene00008634,greater,enriched
WBGene00045507,greater,enriched
WBGene00009226,greater,enriched
WBGene00007833,greater,enriched
WBGene00010215,greater,enriched
WBGene00012518,greater,enriched
WBGene00000782,greater,enriched
WBGene00011397,greater,enriched
WBGene00012525,greater,enriched
WBGene00050904,greater,enriched
WBGene00012308,greater,enriched
WBGene00012027,greater,enriched
WBGene00012028,greater,enriched
WBGene00012026,greater,enriched
WBGene00012023,greater,enriched
WBGene00011850,greater,enriched
WBGene00011853,greater,enriched
WBGene00044331,greater,enriched
WBGene00044332,greater,enriched
WBGene00011852,greater,enriched
WBGene00013609,greater,enriched
WBGene00013608,greater,enriched
WBGene00013607,greater,enriched
WBGene00009854,greater,enriched
WBGene00009855,greater,enriched
WBGene00009856,greater,enriched
WBGene00009857,greater,enriched
WBGene00009859,greater,enriched
WBGene00009914,greater,enriched
WBGene00009907,greater,enriched
WBGene00009908,greater,enriched
WBGene00011487,greater,enriched
WBGene00005444,greater,enriched
WBGene00009571,greater,enriched
WBGene00044212,greater,enriched
WBGene00011844,greater,enriched
WBGene00044654,greater,enriched
WBGene00010752,greater,enriched
WBGene00010754,greater,enriched
WBGene00005582,greater,enriched
WBGene00004811,greater,enriched
WBGene00009835,greater,enriched
WBGene00012491,greater,enriched
WBGene00012492,greater,enriched
WBGene00050906,greater,enriched
WBGene00007672,greater,enriched
WBGene00012404,greater,enriched
WBGene00010296,greater,enriched
WBGene00007394,greater,enriched
WBGene00007392,greater,enriched
WBGene00007393,greater,enriched
WBGene00045416,greater,enriched
WBGene00007565,greater,enriched
WBGene00008891,greater,enriched
WBGene00008900,greater,enriched
WBGene00011209,greater,enriched
WBGene00011213,greater,enriched
WBGene00011207,greater,enriched
WBGene00011212,greater,enriched
WBGene00194695,greater,enriched
WBGene00013073,greater,enriched
WBGene00013080,greater,enriched
WBGene00013484,greater,enriched
WBGene00012456,greater,enriched
WBGene00008309,greater,enriched
WBGene00012699,greater,enriched
WBGene00000214,greater,enriched
WBGene00006696,greater,enriched
WBGene00012664,greater,enriched
WBGene00003669,greater,enriched
WBGene00012810,greater,enriched
WBGene00005833,greater,enriched
WBGene00045412,greater,enriched
WBGene00007726,greater,enriched
WBGene00044291,greater,enriched
WBGene00007725,greater,enriched
WBGene00007724,greater,enriched
WBGene00007728,greater,enriched
WBGene00050967,greater,enriched
WBGene00045411,greater,enriched
WBGene00194803,greater,enriched
WBGene00045461,greater,enriched
WBGene00010850,greater,enriched
WBGene00010851,greater,enriched
WBGene00206418,greater,enriched
WBGene00012824,greater,enriched
WBGene00012823,greater,enriched
WBGene00195176,greater,enriched
WBGene00012834,greater,enriched
WBGene00012251,greater,enriched
WBGene00012253,greater,enriched
WBGene00010928,greater,enriched
WBGene00013822,greater,enriched
WBGene00004810,greater,enriched
WBGene00023519,greater,enriched
WBGene00044211,greater,enriched
WBGene00013750,greater,enriched
WBGene00008945,greater,enriched
WBGene00008944,greater,enriched
WBGene00013755,greater,enriched
WBGene00013762,greater,enriched
WBGene00002118,greater,enriched
WBGene00012615,greater,enriched
WBGene00004013,greater,enriched
WBGene00000139,greater,enriched
WBGene00016020,greater,enriched
WBGene00015404,greater,enriched
WBGene00015403,greater,enriched
WBGene00020837,greater,enriched
WBGene00019495,greater,enriched
WBGene00019917,greater,enriched
WBGene00016302,greater,enriched
WBGene00019699,greater,enriched
WBGene00020472,greater,enriched
WBGene00004076,greater,enriched
WBGene00015728,greater,enriched
WBGene00021772,greater,enriched
WBGene00019421,greater,enriched
WBGene00020326,greater,enriched
WBGene00020325,greater,enriched
WBGene00020329,greater,enriched
WBGene00006464,greater,enriched
WBGene00015595,greater,enriched
WBGene00015598,greater,enriched
WBGene00015601,greater,enriched
WBGene00015602,greater,enriched
WBGene00015605,greater,enriched
WBGene00015593,greater,enriched
WBGene00022555,greater,enriched
WBGene00022562,greater,enriched
WBGene00003734,greater,enriched
WBGene00018435,greater,enriched
WBGene00018102,greater,enriched
WBGene00018100,greater,enriched
WBGene00015608,greater,enriched
WBGene00219271,greater,enriched
WBGene00015609,greater,enriched
WBGene00020360,greater,enriched
WBGene00020359,greater,enriched
WBGene00020358,greater,enriched
WBGene00020357,greater,enriched
WBGene00016884,greater,enriched
WBGene00016883,greater,enriched
WBGene00015829,greater,enriched
WBGene00015828,greater,enriched
WBGene00016719,greater,enriched
WBGene00016717,greater,enriched
WBGene00235352,greater,enriched
WBGene00016556,greater,enriched
WBGene00016555,greater,enriched
WBGene00017214,greater,enriched
WBGene00004149,greater,enriched
WBGene00020532,greater,enriched
WBGene00020080,greater,enriched
WBGene00016544,greater,enriched
WBGene00044360,greater,enriched
WBGene00016336,greater,enriched
WBGene00016337,greater,enriched
WBGene00219322,greater,enriched
WBGene00016339,greater,enriched
WBGene00016335,greater,enriched
WBGene00016340,greater,enriched
WBGene00271744,greater,enriched
WBGene00019589,greater,enriched
WBGene00019590,greater,enriched
WBGene00015110,greater,enriched
WBGene00022870,greater,enriched
WBGene00022873,greater,enriched
WBGene00022868,greater,enriched
WBGene00022867,greater,enriched
WBGene00206413,greater,enriched
WBGene00022872,greater,enriched
WBGene00022866,greater,enriched
WBGene00018385,greater,enriched
WBGene00018384,greater,enriched
WBGene00018353,greater,enriched
WBGene00044672,greater,enriched
WBGene00018354,greater,enriched
WBGene00018352,greater,enriched
WBGene00018351,greater,enriched
WBGene00045457,greater,enriched
WBGene00016572,greater,enriched
WBGene00016577,greater,enriched
WBGene00022572,greater,enriched
WBGene00022571,greater,enriched
WBGene00022573,greater,enriched
WBGene00022574,greater,enriched
WBGene00044374,greater,enriched
WBGene00015913,greater,enriched
WBGene00018200,greater,enriched
WBGene00018195,greater,enriched
WBGene00021148,greater,enriched
WBGene00020774,greater,enriched
WBGene00044381,greater,enriched
WBGene00044382,greater,enriched
WBGene00021190,greater,enriched
WBGene00019859,greater,enriched
WBGene00003699,greater,enriched
WBGene00020460,greater,enriched
WBGene00003615,greater,enriched
WBGene00018044,greater,enriched
WBGene00020222,greater,enriched
WBGene00017369,greater,enriched
WBGene00006626,greater,enriched
WBGene00016164,greater,enriched
WBGene00044663,greater,enriched
WBGene00045455,greater,enriched
WBGene00001754,greater,enriched
WBGene00019022,greater,enriched
WBGene00004020,greater,enriched
WBGene00000375,greater,enriched
WBGene00002094,greater,enriched
WBGene00015889,greater,enriched
WBGene00003097,greater,enriched
WBGene00015946,greater,enriched
WBGene00044296,greater,enriched
WBGene00002054,greater,enriched
WBGene00017327,greater,enriched
WBGene00019411,greater,enriched
WBGene00018874,greater,enriched
WBGene00271817,greater,enriched
WBGene00019127,greater,enriched
WBGene00020022,greater,enriched
WBGene00017443,greater,enriched
WBGene00017434,greater,enriched
WBGene00016314,greater,enriched
WBGene00019605,greater,enriched
WBGene00020799,greater,enriched
WBGene00004996,greater,enriched
WBGene00020801,greater,enriched
WBGene00016970,greater,enriched
WBGene00003480,greater,enriched
WBGene00255600,greater,enriched
WBGene00018841,greater,enriched
WBGene00018839,greater,enriched
WBGene00020579,greater,enriched
WBGene00020580,greater,enriched
WBGene00020576,greater,enriched
WBGene00019273,greater,enriched
WBGene00016004,greater,enriched
WBGene00006636,greater,enriched
WBGene00044221,greater,enriched
WBGene00016629,greater,enriched
WBGene00004058,greater,enriched
WBGene00004059,greater,enriched
WBGene00016631,greater,enriched
WBGene00015087,greater,enriched
WBGene00000198,greater,enriched
WBGene00020319,greater,enriched
WBGene00016174,greater,enriched
WBGene00017123,greater,enriched
WBGene00017969,greater,enriched
WBGene00000169,greater,enriched
WBGene00004198,greater,enriched
WBGene00017971,greater,enriched
WBGene00016274,greater,enriched
WBGene00018393,greater,enriched
WBGene00017023,greater,enriched
WBGene00022893,greater,enriched
WBGene00022891,greater,enriched
WBGene00044396,greater,enriched
WBGene00003730,greater,enriched
WBGene00006913,greater,enriched
WBGene00003813,greater,enriched
WBGene00010503,greater,enriched
WBGene00000652,greater,enriched
WBGene00009403,greater,enriched
WBGene00009902,greater,enriched
WBGene00009903,greater,enriched
WBGene00011756,greater,enriched
WBGene00010041,greater,enriched
WBGene00011926,greater,enriched
WBGene00004194,greater,enriched
WBGene00004397,greater,enriched
WBGene00001505,greater,enriched
WBGene00008560,greater,enriched
WBGene00011578,greater,enriched
WBGene00007685,greater,enriched
WBGene00007689,greater,enriched
WBGene00001527,greater,enriched
WBGene00011979,greater,enriched
WBGene00002299,greater,enriched
WBGene00001761,greater,enriched
WBGene00007228,greater,enriched
WBGene00175031,greater,enriched
WBGene00044169,greater,enriched
WBGene00013091,greater,enriched
WBGene00010941,greater,enriched
WBGene00010943,greater,enriched
WBGene00011166,greater,enriched
WBGene00011167,greater,enriched
WBGene00044807,greater,enriched
WBGene00009450,greater,enriched
WBGene00014249,greater,enriched
WBGene00014252,greater,enriched
WBGene00014253,greater,enriched
WBGene00000178,greater,enriched
WBGene00011677,greater,enriched
WBGene00011673,greater,enriched
WBGene00007463,greater,enriched
WBGene00007331,greater,enriched
WBGene00003773,greater,enriched
WBGene00014164,greater,enriched
WBGene00206354,greater,enriched
WBGene00009192,greater,enriched
WBGene00004038,greater,enriched
WBGene00006918,greater,enriched
WBGene00008483,greater,enriched
WBGene00014057,greater,enriched
WBGene00014063,greater,enriched
WBGene00014046,greater,enriched
WBGene00014047,greater,enriched
WBGene00007557,greater,enriched
WBGene00007558,greater,enriched
WBGene00010899,greater,enriched
WBGene00010901,greater,enriched
WBGene00010897,greater,enriched
WBGene00006530,greater,enriched
WBGene00010988,greater,enriched
WBGene00004096,greater,enriched
WBGene00014666,greater,enriched
WBGene00007341,greater,enriched
WBGene00006915,greater,enriched
WBGene00012201,greater,enriched
WBGene00007143,greater,enriched
WBGene00010050,greater,enriched
WBGene00010049,greater,enriched
WBGene00008741,greater,enriched
WBGene00009663,greater,enriched
WBGene00012464,greater,enriched
WBGene00012467,greater,enriched
WBGene00013257,greater,enriched
WBGene00013284,greater,enriched
WBGene00012582,greater,enriched
WBGene00012583,greater,enriched
WBGene00012909,greater,enriched
WBGene00012910,greater,enriched
WBGene00012911,greater,enriched
WBGene00009393,greater,enriched
WBGene00009394,greater,enriched
WBGene00009395,greater,enriched
WBGene00009396,greater,enriched
WBGene00009397,greater,enriched
WBGene00010266,greater,enriched
WBGene00009643,greater,enriched
WBGene00009741,greater,enriched
WBGene00010070,greater,enriched
WBGene00006404,greater,enriched
WBGene00007840,greater,enriched
WBGene00002235,greater,enriched
WBGene00013207,greater,enriched
WBGene00011052,greater,enriched
WBGene00007220,greater,enriched
WBGene00008577,greater,enriched
WBGene00012330,greater,enriched
WBGene00012722,greater,enriched
WBGene00012728,greater,enriched
WBGene00012729,greater,enriched
WBGene00008492,greater,enriched
WBGene00008493,greater,enriched
WBGene00008494,greater,enriched
WBGene00008495,greater,enriched
WBGene00008498,greater,enriched
WBGene00008499,greater,enriched
WBGene00000831,greater,enriched
WBGene00000830,greater,enriched
WBGene00013149,greater,enriched
WBGene00001774,greater,enriched
WBGene00001775,greater,enriched
WBGene00001776,greater,enriched
WBGene00000674,less,depleted
WBGene00021400,less,depleted
WBGene00003932,less,depleted
WBGene00019299,less,depleted
WBGene00022048,less,depleted
WBGene00001666,less,depleted
WBGene00002140,less,depleted
WBGene00021948,less,depleted
WBGene00000677,less,depleted
WBGene00021931,less,depleted
WBGene00016637,less,depleted
WBGene00003893,less,depleted
WBGene00000681,less,depleted
WBGene00021509,less,depleted
WBGene00019873,less,depleted
WBGene00016918,less,depleted
WBGene00022093,less,depleted
WBGene00022100,less,depleted
WBGene00003008,less,depleted
WBGene00021893,less,depleted
WBGene00022071,less,depleted
WBGene00022072,less,depleted
WBGene00001692,less,depleted
WBGene00001699,less,depleted
WBGene00016987,less,depleted
WBGene00022675,less,depleted
WBGene00017923,less,depleted
WBGene00021176,less,depleted
WBGene00002247,less,depleted
WBGene00022709,less,depleted
WBGene00021161,less,depleted
WBGene00016722,less,depleted
WBGene00004112,less,depleted
WBGene00003754,less,depleted
WBGene00000820,less,depleted
WBGene00022242,less,depleted
WBGene00015202,less,depleted
WBGene00000942,less,depleted
WBGene00020444,less,depleted
WBGene00006814,less,depleted
WBGene00017995,less,depleted
WBGene00015619,less,depleted
WBGene00016846,less,depleted
WBGene00016792,less,depleted
WBGene00019020,less,depleted
WBGene00018356,less,depleted
WBGene00044509,less,depleted
WBGene00012118,less,depleted
WBGene00011708,less,depleted
WBGene00007764,less,depleted
WBGene00006852,less,depleted
WBGene00013514,less,depleted
WBGene00006663,less,depleted
WBGene00012437,less,depleted
WBGene00007511,less,depleted
WBGene00001249,less,depleted
WBGene00000301,less,depleted
WBGene00009133,less,depleted
WBGene00001113,less,depleted
WBGene00000964,less,depleted
WBGene00001750,less,depleted
WBGene00011774,less,depleted
WBGene00011773,less,depleted
WBGene00008510,less,depleted
WBGene00011593,less,depleted
WBGene00001328,less,depleted
WBGene00010648,less,depleted
WBGene00011288,less,depleted
WBGene00045208,less,depleted
WBGene00013477,less,depleted
WBGene00005531,less,depleted
WBGene00045056,less,depleted
WBGene00012382,less,depleted
WBGene00012383,less,depleted
WBGene00011484,less,depleted
WBGene00011479,less,depleted
WBGene00011337,less,depleted
WBGene00006406,less,depleted
WBGene00014085,less,depleted
WBGene00011726,less,depleted
WBGene00014092,less,depleted
WBGene00014093,less,depleted
WBGene00005591,less,depleted
WBGene00006759,less,depleted
WBGene00000703,less,depleted
WBGene00010888,less,depleted
WBGene00002974,less,depleted
WBGene00001390,less,depleted
WBGene00012875,less,depleted
WBGene00011958,less,depleted
WBGene00012886,less,depleted
WBGene00007197,less,depleted
WBGene00011020,less,depleted
WBGene00011019,less,depleted
WBGene00013459,less,depleted
WBGene00013326,less,depleted
WBGene00001066,less,depleted
WBGene00012764,less,depleted
WBGene00000370,less,depleted
WBGene00009536,less,depleted
WBGene00012420,less,depleted
WBGene00012424,less,depleted
WBGene00012425,less,depleted
WBGene00013784,less,depleted
WBGene00007357,less,depleted
WBGene00008706,less,depleted
WBGene00021042,less,depleted
WBGene00021043,less,depleted
WBGene00003931,less,depleted
WBGene00044401,less,depleted
WBGene00020563,less,depleted
WBGene00020564,less,depleted
WBGene00020924,less,depleted
WBGene00019328,less,depleted
WBGene00019332,less,depleted
WBGene00001392,less,depleted
WBGene00003969,less,depleted
WBGene00022339,less,depleted
WBGene00004905,less,depleted
WBGene00004249,less,depleted
WBGene00018720,less,depleted
WBGene00021439,less,depleted
WBGene00021866,less,depleted
WBGene00022194,less,depleted
WBGene00022180,less,depleted
WBGene00194747,less,depleted
WBGene00021917,less,depleted
WBGene00021915,less,depleted
WBGene00021918,less,depleted
WBGene00021818,less,depleted
WBGene00006452,less,depleted
WBGene00007924,less,depleted
WBGene00006822,less,depleted
WBGene00009374,less,depleted
WBGene00003930,less,depleted
WBGene00014207,less,depleted
WBGene00007981,less,depleted
WBGene00006830,less,depleted
WBGene00007139,less,depleted
WBGene00009439,less,depleted
WBGene00011407,less,depleted
WBGene00008910,less,depleted
WBGene00185014,less,depleted
WBGene00008912,less,depleted
WBGene00019832,less,depleted
WBGene00017299,less,depleted
WBGene00017160,less,depleted
WBGene00271775,less,depleted
WBGene00003546,less,depleted
WBGene00002881,less,depleted
WBGene00017755,less,depleted
WBGene00015735,less,depleted
WBGene00044452,less,depleted
WBGene00000998,less,depleted
WBGene00044312,less,depleted
WBGene00019381,less,depleted
WBGene00020106,less,depleted
WBGene00015163,less,depleted
WBGene00020605,less,depleted
WBGene00003376,less,depleted
WBGene00003024,less,depleted
WBGene00000437,less,depleted
WBGene00020048,less,depleted
WBGene00020200,less,depleted
WBGene00003102,less,depleted
WBGene00022786,less,depleted
WBGene00000845,less,depleted
WBGene00015334,less,depleted
WBGene00022801,less,depleted
WBGene00016207,less,depleted
WBGene00018407,less,depleted
WBGene00017042,less,depleted
WBGene00000666,less,depleted
WBGene00006662,less,depleted
WBGene00003929,less,depleted
WBGene00044406,less,depleted
WBGene00008513,less,depleted
WBGene00001385,less,depleted
WBGene00001386,less,depleted
WBGene00000425,less,depleted
WBGene00010074,less,depleted
WBGene00008039,less,depleted
WBGene00008040,less,depleted
WBGene00001263,less,depleted
WBGene00007402,less,depleted
WBGene00001951,less,depleted
WBGene00011498,less,depleted
WBGene00010541,less,depleted
WBGene00014801,less,depleted
WBGene00013499,less,depleted
WBGene00000768,less,depleted
WBGene00010755,less,depleted
WBGene00011561,less,depleted
WBGene00012646,less,depleted
WBGene00006873,less,depleted
WBGene00000667,less,depleted
WBGene00006683,less,depleted
WBGene00043997,less,depleted
WBGene00013542,less,depleted
WBGene00012544,less,depleted
WBGene00003249,less,depleted
WBGene00011475,less,depleted
WBGene00011474,less,depleted
WBGene00011736,less,depleted
WBGene00011732,less,depleted
WBGene00015137,less,depleted
WBGene00015139,less,depleted
WBGene00021185,less,depleted
WBGene00003565,less,depleted
WBGene00003991,less,depleted
WBGene00015472,less,depleted
WBGene00015474,less,depleted
WBGene00020490,less,depleted
WBGene00017297,less,depleted
WBGene00017294,less,depleted
WBGene00019187,less,depleted
WBGene00018655,less,depleted
WBGene00018739,less,depleted
WBGene00003018,less,depleted
WBGene00020767,less,depleted
WBGene00018576,less,depleted
WBGene00019867,less,depleted
WBGene00019319,less,depleted
WBGene00019321,less,depleted
WBGene00006365,less,depleted
WBGene00000004,less,depleted
WBGene00020195,less,depleted
WBGene00022199,less,depleted
WBGene00021528,less,depleted
WBGene00021527,less,depleted
WBGene00021526,less,depleted
WBGene00000175,less,depleted
WBGene00018701,less,depleted
WBGene00002254,less,depleted
WBGene00018236,less,depleted
WBGene00006308,less,depleted
WBGene00017381,less,depleted
WBGene00022770,less,depleted
WBGene00022823,less,depleted
WBGene00015714,less,depleted
WBGene00006863,less,depleted
WBGene00020846,less,depleted
WBGene00015954,less,depleted
WBGene00015957,less,depleted
WBGene00015356,less,depleted
WBGene00006408,less,depleted
WBGene00001434,less,depleted
WBGene00018024,less,depleted
WBGene00006321,less,depleted
WBGene00020568,less,depleted
WBGene00019829,less,depleted
WBGene00017309,less,depleted
WBGene00000510,less,depleted
WBGene00016706,less,depleted
WBGene00003377,less,depleted
WBGene00000066,less,depleted
WBGene00016600,less,depleted
WBGene00044584,less,depleted
WBGene00006983,less,depleted
WBGene00004145,less,depleted
WBGene00015390,less,depleted
WBGene00006826,less,depleted
WBGene00017463,less,depleted
WBGene00016570,less,depleted
WBGene00017428,less,depleted
WBGene00015623,less,depleted
WBGene00016659,less,depleted
WBGene00002976,less,depleted
WBGene00020330,less,depleted
WBGene00000741,less,depleted
WBGene00003495,less,depleted
WBGene00020886,less,depleted
WBGene00001572,less,depleted
WBGene00018257,less,depleted
WBGene00002123,less,depleted
WBGene00043982,less,depleted
WBGene00016913,less,depleted
WBGene00004004,less,depleted
WBGene00044283,less,depleted
WBGene00044068,less,depleted
WBGene00018519,less,depleted
WBGene00018485,less,depleted
WBGene00017864,less,depleted
WBGene00017866,less,depleted
WBGene00044698,less,depleted
WBGene00000367,less,depleted
WBGene00016531,less,depleted
WBGene00016534,less,depleted
WBGene00001000,less,depleted
WBGene00015322,less,depleted
WBGene00001854,less,depleted
WBGene00001068,less,depleted
WBGene00017514,less,depleted
WBGene00006587,less,depleted
WBGene00019732,less,depleted
WBGene00019727,less,depleted
WBGene00006764,less,depleted
WBGene00016187,less,depleted
WBGene00017013,less,depleted
WBGene00006672,less,depleted
WBGene00006637,less,depleted
WBGene00015177,less,depleted
WBGene00001863,less,depleted
WBGene00009800,less,depleted
WBGene00009645,less,depleted
WBGene00008604,less,depleted
WBGene00008603,less,depleted
WBGene00007397,less,depleted
WBGene00008998,less,depleted
WBGene00004786,less,depleted
WBGene00007591,less,depleted
WBGene00009621,less,depleted
WBGene00000047,less,depleted
WBGene00008022,less,depleted
WBGene00006870,less,depleted
WBGene00009819,less,depleted
WBGene00011879,less,depleted
WBGene00011880,less,depleted
WBGene00010223,less,depleted
WBGene00044151,less,depleted
WBGene00009530,less,depleted
WBGene00009531,less,depleted
WBGene00006584,less,depleted
WBGene00002975,less,depleted
WBGene00001490,less,depleted
WBGene00006066,less,depleted
WBGene00008210,less,depleted
WBGene00007594,less,depleted
WBGene00000217,less,depleted
WBGene00006412,less,depleted
WBGene00006673,less,depleted
WBGene00010837,less,depleted
WBGene00001116,less,depleted
WBGene00008879,less,depleted
WBGene00010994,less,depleted
WBGene00006517,less,depleted
WBGene00009091,less,depleted
WBGene00044156,less,depleted
WBGene00008357,less,depleted
WBGene00008359,less,depleted
WBGene00008360,less,depleted
WBGene00007750,less,depleted
WBGene00006634,less,depleted
WBGene00009358,less,depleted
WBGene00001055,less,depleted
WBGene00007664,less,depleted
WBGene00010985,less,depleted
WBGene00007261,less,depleted
WBGene00010703,less,depleted
WBGene00003169,less,depleted
WBGene00014214,less,depleted
WBGene00002280,less,depleted
WBGene00020794,less,depleted
WBGene00003933,less,depleted
WBGene00045272,less,depleted
WBGene00006067,less,depleted
WBGene00018310,less,depleted
WBGene00018307,less,depleted
WBGene00018033,less,depleted
WBGene00017342,less,depleted
WBGene00006886,less,depleted
WBGene00003891,less,depleted
WBGene00017375,less,depleted
WBGene00018191,less,depleted
WBGene00020732,less,depleted
WBGene00006593,less,depleted
WBGene00022026,less,depleted
WBGene00022519,less,depleted
WBGene00021328,less,depleted
WBGene00018579,less,depleted
WBGene00001115,less,depleted
WBGene00022155,less,depleted
WBGene00006771,less,depleted
WBGene00021272,less,depleted
WBGene00000832,less,depleted
WBGene00017980,less,depleted
WBGene00000788,less,depleted
WBGene00021036,less,depleted
WBGene00021645,less,depleted
WBGene00018763,less,depleted
WBGene00000012,less,depleted
WBGene00016838,less,depleted
WBGene00003072,less,depleted
WBGene00000779,less,depleted
WBGene00006820,less,depleted
WBGene00004113,less,depleted
WBGene00017009,less,depleted
WBGene00044421,less,depleted
WBGene00019771,less,depleted
WBGene00006984,less,depleted
WBGene00018798,less,depleted
WBGene00018789,less,depleted
WBGene00003934,less,depleted
WBGene00016730,less,depleted
WBGene00006797,less,depleted
WBGene00004771,less,depleted
WBGene00016330,less,depleted
WBGene00015633,less,depleted
WBGene00015033,less,depleted
WBGene00000232,less,depleted
WBGene00020382,less,depleted
WBGene00020260,less,depleted
WBGene00005000,less,depleted
WBGene00002601,less,depleted
WBGene00017815,less,depleted
WBGene00017065,less,depleted
WBGene00006645,less,depleted
WBGene00022631,less,depleted
WBGene00006819,less,depleted
WBGene00016266,less,depleted
