Y74C9A.3
C13B9.3
F37A4.8
F37A4.1
K04C2.4
K04C2.2
F57B9.6
F57B9.5
F57B9.4
F57B9.2
F57B9.10
F31E3.4
F31E3.3
F11H8.4
R01H2.6
ZK418.4
B0280.8
B0280.1
K04G7.3
K04G7.4
K04G7.10
F37C12.7
F37C12.4
F37C12.3
F37C12.1
F37C12.11
F37C12.13
R151.6
R151.10
T20H4.4
T20H4.5
T20H4.3
B0361.5
B0361.3
B0361.7
B0361.10
B0361.8
F08F8.7
F08F8.9
T20B12.8
T20B12.3
H14A12.2
C07H6.5
R13A5.8
R13A5.12
R13A5.1
ZK783.2
C03B8.4
ZK112.5
ZC97.1
ZK686.3
ZK686.4
ZK686.1
C27D11.1
ZK652.6
ZK652.4
ZK652.1
ZK688.9
ZK688.11
C29E4.3
C29E4.12
C29E4.2
F54H12.6
F54H12.1
C06G4.2
F44B9.3
F44B9.5
F44B9.6
F44B9.8
K12H4.1
C14B9.4
C14B9.7
C14B9.2
C14B9.1
D2007.4
D2007.5
C50C3.6
C30A5.3
C02F5.6
C02F5.1
F09G8.3
F10E9.6
F10E9.3
ZC262.2
R05D3.7
R05D3.11
ZK353.6
ZK353.8
ZK353.9
ZK1236.3
C30C11.4
C30C11.2
F42H10.7
ZC21.10
C02D5.3
B0303.7
B0303.15
ZK370.5
PAR2.4
K02D10.1
F54F2.5
F54F2.2
F54F2.7
F44E2.3
F44E2.6
F44E2.7
ZK637.14
ZK637.5
ZK637.7
ZK637.8
ZK637.10
ZK637.13
ZK643.2
R08D7.3
R08D7.4
R08D7.6
R08D7.7
F59B2.6
R107.2
R107.4
R107.5
R107.6
R107.7
F02A9.2
F02A9.4
ZK507.6
ZK512.5
F54G8.3
T23G5.1
T23G5.2
C40H1.6
C38C10.2
F54C8.4
F54C8.7
B0464.5
B0464.7
B0464.3
B0464.1
F55H2.2
F55H2.5
F55H2.6
C48B4.4
F58A4.3
F58A4.8
F58A4.10
C07A9.9
C07A9.2
C07A9.3
C07A9.12
T05G5.10
T05G5.5
T05G5.6
T05G5.8
T05G5.9
R10E11.8
R10E11.2
ZK632.3
ZK632.4
ZK632.6
ZK632.7
ZK632.8
ZK632.9
ZK632.10
ZK632.12
K11H3.6
K11H3.3
K11H3.1
ZK757.4
F40F12.5
R10E12.1
T16G12.4
T16H12.3
T16H12.5
ZK1128.8
ZK1128.6
T20G5.7
T20G5.9
T20G5.2
T20G5.11
T07A5.6
T07C4.7
T07C4.3
T07C4.4
D2045.1
D2045.6
D2045.7
Y45F3A.3
Y39A1A.3
Y39A1A.1
Y39A1A.24
Y39A1A.6
Y39A1A.15
Y39A1A.20
Y39A1A.21
W09D10.2
W09D10.1
K01G5.8
K01G5.7
K01G5.4
K01G5.5
K01G5.2
K01G5.1
K01G5.9
K11D9.1
K11D9.2
Y48A6B.11
W09D6.5
W09D6.6
Y47D3A.21
Y47D3A.25
Y47D3A.27
Y47D3B.9
Y66A7A.2
Y66D12A.24
Y66D12A.22
Y66D12A.21
Y66D12A.12
Y66D12A.9
Y66D12A.8
Y41C4A.8
Y41C4A.9
C18D11.4
Y56A3A.1
Y56A3A.3
Y56A3A.4
Y56A3A.18
Y56A3A.20
Y56A3A.21
Y56A3A.13
Y56A3A.32
Y56A3A.33
Y79H2A.3
Y79H2A.6
Y75B8A.14
Y75B8A.24
Y49E10.6
Y49E10.1
Y49E10.15
Y49E10.19
Y49E10.20
Y111B2A.26
Y111B2A.10
Y111B2A.13
Y111B2A.18
Y37D8A.1
Y37D8A.9
Y37D8A.10
Y37D8A.13
Y37D8A.14
Y39E4A.3
ZK1010.1
ZK1010.3
Y39E4B.3
Y39E4B.5
Y39E4B.12
F56A8.3
F56A8.4
Y43F4B.5
F53A2.4
F53A2.7
F53A2.8
T03F6.5
T03F6.3
T03F6.1
F45G2.4
F45G2.9
Y76A2A.2
T27E9.7
T27E9.1
Y76A2B.1
T05D4.1
T25C8.2
T12D8.8
T12D8.6
T12D8.7
T12D8.2
T12D8.1
ZK525.2
ZK520.4
K08E3.4
K08E3.5
K08E3.6
K08E3.7
K08E3.8
F29C4.7
F29C4.2
Y38C1AA.2
R02D3.4
R02D3.5
R02D3.1
T21D12.3
T21D12.4
T21D12.9
Y66H1B.2
Y66H1B.4
T07A9.11
T07A9.14
T07A9.2
T07A9.10
T07A9.9
Y66H1A.3
Y66H1A.2
W03G1.6
K11H12.9
K11H12.2
K11H12.8
K11H12.7
F56B3.11
Y55F3BR.6
Y55F3BR.8
Y55F3AM.3
Y55F3AM.13
Y55F3AM.1
Y55F3AR.3
C44B12.2
Y104H12D.1
F58F6.4
Y77E11A.6
Y77E11A.7
Y77E11A.11
Y77E11A.13
Y77E11A.1
Y41D4B.19
Y41D4B.13
Y41D4B.5
K08D12.1
F55A8.1
C54E4.2
Y38F2AL.3
Y38F2AR.13
Y38F2AR.9
Y38F2AR.2
Y69A2AR.21
Y69A2AR.18
Y69A2AR.28
Y69A2AR.3
Y69A2AR.1
Y94H6A.5
Y94H6A.7
Y54G2A.2
Y54G2A.17
Y54G2A.5
Y54G2A.18
Y54G2A.31
Y54G2A.23
Y54G2A.26
Y67D8C.10
Y67D8A.1
F42A6.7
Y55H10A.1
B0546.2
B0546.4
C04C3.3
Y37E11B.5
Y37E11B.6
Y37E11AR.6
F37C4.5
W02C12.3
W03D2.4
C35B1.2
K08D10.4
K08D10.3
F36A4.7
R08C7.2
M01H9.3
ZK180.3
ZK180.4
F29B9.6
F29B9.5
F29B9.10
F29B9.11
F29B9.2
F29B9.1
T22B11.5
K08F11.3
E04A4.7
E04A4.8
R11E3.7
R11E3.8
H06H21.6
H06H21.3
C02B10.1
C02B10.4
C24D10.6
W03F8.4
Y59E9AL.7
Y4C6B.1
F41H10.8
ZK616.6
ZK616.4
B0273.4
F35D6.1
T12E12.4
T12E12.1
F26D12.1
B0547.1
T19E7.2
T19E7.3
C45E5.6
C10G6.1
C06E7.3
K02B2.1
K02B2.5
B0350.2
K08B4.6
K08B4.1
M03D4.1
C11D2.7
Y73B6BL.9
Y73B6BL.6
Y73B6BL.3
Y73B6BL.24
F38A5.2
F38A5.13
F15B10.1
C01B10.8
Y73B6A.4
C17H12.13
C17H12.1
C17H12.14
C05B10.1
T22D1.9
T22D1.4
T22D1.3
T22D1.10
C06G3.7
C06G3.9
C06G3.10
C06G3.11
Y43B11AR.4
ZC477.5
C34D4.12
C34D4.14
D2024.5
D2024.6
F42C5.8
C48A7.2
R05G6.7
F49E8.3
F49E8.5
F32E10.4
F32E10.2
F32E10.6
F32E10.1
F45E4.2
F45E4.10
C08G9.1
F33D4.4
F33D4.7
F33D4.8
C50F7.4
C33H5.8
C33H5.12
C33H5.18
C06A6.4
C06A6.3
C49H3.6
C49H3.9
C49H3.11
F57H12.1
C26B2.6
C26B2.3
C18F3.2
Y42H9AR.4
Y42H9AR.1
F42G8.10
F42G8.3
C07G1.4
T09A12.5
T09A12.4
K07H8.10
K07H8.3
K07H8.2
D2096.4
D2096.7
D2096.8
T26A8.4
T26A8.1
C28C12.7
C09G4.1
F42A9.6
F08B4.5
F08B4.7
F21D5.2
F21D5.5
F21D5.8
F21D5.6
F21D5.7
C09G9.1
C09G9.2
C27B7.1
C27B7.8
D1046.3
C53B4.4
C53B4.7
C53D6.4
ZC410.5
ZC410.7
C01F6.8
C01F6.9
F23B2.5
F23B2.6
C46C2.2
Y11D7A.3
F49C12.9
F49C12.8
F49C12.12
F49C12.13
T20D3.3
T20D3.5
T20D3.6
C10C5.6
F59B8.2
F38E11.5
C33A12.3
C33A12.1
ZK1251.9
K01H12.1
C28D4.9
C28D4.2
T13F2.7
T13F2.3
T13F2.2
T13F2.1
W08D2.5
K07F5.13
K07F5.15
F32B6.3
F32B6.8
C47E12.5
C47E12.4
C47E12.1
K08F4.9
T14G10.7
T14G10.6
T14G10.1
T14G10.2
K04D7.1
K04D7.2
C24F3.4
C24F3.1
F01G10.1
Y43C5A.2
K11E8.1
R11A8.6
R11A8.7
R10H10.1
F13B12.1
R102.5
ZC168.4
T25B9.9
R13.4
T11G6.1
T11G6.8
ZK593.5
ZK593.6
F13H10.3
F13H10.4
F36H1.6
F36H1.1
Y5F2A.4
M7.5
M7.1
T05E11.6
T05E11.5
T05E11.3
F01G4.1
F01G4.2
F01G4.6
C08F8.1
R07H5.2
R07H5.8
B0035.14
B0035.1
B0035.2
B0035.4
B0035.11
C10C6.1
C10C6.6
H21P03.1
M04B2.4
M04B2.1
F12F6.6
F12F6.1
F40F11.4
F40F11.1
Y24F12A.2
F58B3.5
F58B3.6
F58B3.7
ZK809.3
ZK809.5
ZK792.6
M117.2
F38H4.9
ZK822.2
ZK829.4
ZK829.7
T12G3.1
T12G3.4
K08E4.1
F11A10.1
F11A10.7
F11A10.6
F11A10.8
F11A10.5
M18.5
M18.7
B0001.1
B0001.4
B0001.8
B0001.5
B0001.3
B0001.6
C42C1.5
F19B6.1
ZC518.2
F28D1.1
C25G4.2
C25G4.5
ZK795.1
ZK795.3
K08E7.1
K08E7.2
T23B5.4
T23B5.3
C36H8.2
F07C6.4
M02B1.3
F49E11.1
C39E9.13
C39E9.14
B0564.1
B0564.11
F09E8.2
JC8.2
JC8.3
JC8.6
JC8.4
Y67H2A.1
Y67H2A.4
