Y74C9A.3
Y48G1C.4
Y48G1C.2
Y48G1C.7
F53G12.1
F53G12.5
F56C11.5
C53D5.1
C53D5.6
Y48G1A.5
Y48G1A.4
Y48G1A.3
R119.6
Y50C1A.1
W04C9.4
Y65B4BL.5
Y65B4BR.5
Y65B4BR.4
Y65B4A.3
Y65B4A.1
Y18H1A.2
Y18H1A.3
Y34D9A.4
Y34D9A.3
Y34D9A.6
Y48G8AL.14
Y48G8AL.8
Y48G8AL.11
Y48G8AL.13
K12C11.1
Y92H12BR.3
Y92H12BR.8
F47G6.1
Y92H12A.1
Y73E7A.2
Y71G12B.20
Y71G12B.23
Y71G12B.14
Y71G12B.6
C53H9.2
C53H9.1
M01D7.7
M01D7.2
Y51F10.4
Y51F10.2
Y20F4.4
Y20F4.5
Y37E3.3
Y37E3.4
Y37E3.8
Y37E3.9
Y37E3.10
Y37E3.11
Y37E3.15
Y37E3.17
Y39G10AL.3
Y39G10AR.12
Y39G10AR.10
Y39G10AR.13
Y39G10AR.20
Y39G10AR.8
Y39G10AR.14
Y39G10AR.2
F23C8.5
F23C8.6
Y74C10AL.2
Y74C10AR.3
Y23H5B.6
K07A3.1
Y23H5A.2
Y23H5A.7
F32B5.8
Y71F9B.4
Y71F9B.3
Y71F9B.8
Y71F9B.9
Y71F9AL.13
Y71F9AL.9
Y71F9AL.16
Y71F9AM.6
Y54E10BR.4
Y54E10BR.3
Y54E10BR.6
Y54E10BR.1
M01B12.3
M01B12.4
C45E1.4
Y54E10A.9
Y54E10A.7
Y54E10A.5
Y54E10A.10
Y54E10A.3
W01B11.3
Y44E3A.1
Y47G6A.6
Y47G6A.31
Y47G6A.24
T28F2.2
D1037.3
T12F5.4
T12F5.1
ZK770.3
C32E8.5
C32E8.3
C32E8.9
C32E8.10
F53F10.5
F53F10.4
F53F10.3
F53F10.2
T03F1.8
T03F1.3
T03F1.2
T03F1.1
C50F2.3
T20F5.2
T20F5.6
T20F5.7
F28H1.3
F55C7.7
E01A2.4
E01A2.6
E01A2.1
R12E2.3
R12E2.13
R12E2.1
C18E3.2
C43E11.11
C43E11.3
C43E11.2
C43E11.9
Y47D9A.2
Y47D9A.1
ZK973.6
ZK973.3
ZK973.9
ZK973.11
ZK973.1
T21E12.4
C41D11.2
C41D11.8
C41D11.5
Y119C1B.4
Y119C1B.8
D1007.5
D1007.6
D1007.7
C44E4.1
C44E4.4
C44E4.3
Y119C1A.1
B0041.4
B0041.2
T04D1.3
T04D1.4
C10H11.6
M04F3.1
M04F3.4
M04F3.5
F57C9.1
F21F3.6
F28B3.1
F28B3.10
F28B3.6
F28B3.7
W03G9.8
W03G9.1
F54C1.3
F54C1.7
C46H11.4
C30F8.2
Y110A7A.13
Y110A7A.14
Y110A7A.17
Y110A7A.8
Y110A7A.6
Y110A7A.5
Y110A7A.19
Y110A7A.1
F56A3.3
B0261.4
B0261.2
C01G8.3
C01G8.5
F55A12.7
F55A12.5
F55A12.8
F55A12.9
C24A11.8
C30H7.2
F27C1.7
F27C1.2
C09D4.5
F59A3.3
M01A10.3
M01E11.4
M01E11.2
M01E11.1
M01E11.7
F46F11.4
F55F8.3
F55F8.5
F55F8.9
T19B4.4
T19B4.7
T19B4.2
F56H1.4
F56H1.6
F56H1.5
C32F10.2
C32F10.8
C32F10.1
F33D11.11
C34G6.7
C34G6.1
C06A5.3
C06A5.7
B0025.2
B0025.4
B0025.1
C27A12.6
ZK484.3
ZK484.1
T27A3.1
T09B4.8
T09B4.9
T09B4.10
T08B2.7
T08B2.8
T08B2.9
T08B2.5
T08B2.10
C48E7.1
C10G11.5
F26B1.2
K04F10.4
K04F10.3
K04F10.7
R10A10.2
T23H2.3
T23H2.5
K06A5.6
K06A5.7
C55B7.9
T10E9.7
F57B10.10
F57B10.5
F57B10.11
F57B10.3
F57B10.1
T23B3.1
W02D3.4
W02D3.5
W02D3.2
W02D3.1
W02D3.9
W02D3.11
F08B6.2
F08B6.3
F08B6.4
C37A2.8
E02D9.1
K02F2.3
K02F2.2
K02F2.1
H27M09.2
H27M09.1
C48B6.2
T10B11.3
T10B11.2
H06O01.3
H06O01.1
F15C11.2
W01A8.1
W01A8.4
F22D6.2
F22D6.3
F22D6.5
K10D3.2
K07G5.6
K07G5.1
K07G5.2
M05B5.4
M05B5.5
C01H6.7
R06C7.8
F13G3.5
F13G3.6
F13G3.11
F52A8.1
F52A8.4
F07A5.7
ZK524.4
T28F4.1
T28F4.5
C26C6.1
C26C6.2
T25G3.3
T25G3.4
D2030.1
D2030.4
D2030.6
D2030.11
D2030.9
F29D11.2
F26A3.1
F26A3.7
T23G11.7
F27D4.1
F27D4.2
F27D4.7
F27D4.5
H15N14.2
F30F8.8
R11A5.1
R11A5.4
F20G4.1
F20G4.3
T22C1.1
T22C1.3
T22C1.10
C54G4.8
K04G2.1
K04G2.2
K04G2.3
K04G2.6
K04G2.10
F18C12.2
T02E1.3
ZK265.9
ZK265.6
T01G9.2
T01G9.6
F52B5.1
F52B5.6
F16D3.2
T19A6.3
F02E9.10
F02E9.9
F10D11.1
K02B12.3
T01H8.1
R05D11.3
R05D11.5
R05D11.6
R05D11.7
R05D11.8
F43G9.1
F43G9.3
F43G9.9
F39H2.3
K07A12.1
K07A12.4
F39H11.3
C36B1.4
C36B1.3
C36B1.5
C36B1.12
DY3.1
DY3.2
DY3.7
F36A2.7
F36A2.6
F36A2.9
F36A2.13
T08G11.4
T08G11.1
F32H2.1
F32H2.2
F32H2.4
F32H2.5
F36F2.4
F36F2.6
W06D4.1
W06D4.4
W10D5.3
W10D5.2
ZK858.6
F25H5.5
F25H5.4
C45G3.5
VF36H2L.1
F36H2.1
F36H2.2
F14B4.1
F14B4.2
F26H9.2
F26H9.6
F26H9.5
F16A11.1
C17E4.11
C17E4.5
C17E4.9
F46A9.6
F46A9.5
F30A10.1
F30A10.6
F30A10.8
F30A10.9
C41G7.1
K07A1.11
K07A1.12
T05F1.1
T05F1.4
T05F1.13
C03D6.3
C03D6.8
C04F12.4
C04F12.10
C16C2.4
K02A11.1
F26E4.1
F26E4.8
F26E4.9
F26E4.11
K10C3.3
K10C3.2
K10C3.5
K10C3.6
F52F12.3
F52F12.4
Y106G6A.2
Y106G6A.1
T24D1.2
T23D8.3
T23D8.4
F10G8.3
F10G8.7
Y106G6D.7
C25A1.1
C25A1.4
C25A1.6
C25A1.10
Y106G6E.4
Y106G6E.5
Y106G6E.6
ZC434.2
ZC434.5
ZC434.6
ZC434.7
F25D7.1
Y106G6H.2
Y106G6H.3
Y106G6H.5
F37D6.1
F59C6.5
F25H2.4
F25H2.5
F25H2.6
F25H2.7
F25H2.9
F25H2.10
F25H2.11
F25H2.12
T22A3.3
C43H8.2
B0511.8
B0511.10
B0511.2
C34B2.10
C34B2.7
C34B2.2
B0205.9
B0205.8
B0205.12
B0205.3
B0205.11
B0205.7
B0205.6
F55A3.1
T27C10.6
Y95D11A.1
Y52B11A.2
Y52B11A.10
W02B9.1
F28D9.1
F56G4.5
F15D3.1
F15D3.7
C17D12.1
T22H2.5
Y47H9C.4
Y47H9C.7
R09B3.3
R09B3.4
R09B3.5
R06C1.1
R06C1.2
R06C1.4
Y53C10A.12
F58D5.1
R05D7.4
R05D7.5
C15C6.4
K11D2.3
W02D9.1
F33E2.5
H28O16.2
H28O16.1
T06G6.9
W02A11.1
W02A11.2
W02A11.3
Y18D10A.8
Y18D10A.9
Y18D10A.17
C47B2.2
C47B2.3
C47B2.4
C47B2.5
C47B2.6
ZK256.1
F22G12.4
M01E5.3
T04D3.5
W08E3.2
W08E3.1
W08E3.3
C01A2.5
Y40B1B.7
Y40B1B.5
Y48G10A.3
Y48G10A.2
Y48G10A.1
Y87G2A.18
Y87G2A.3
Y87G2A.8
Y87G2A.9
Y87G2A.10
Y6B3A.1
W09C5.1
W09C5.2
W09C5.6
W04A4.5
Y6B3B.5
Y37H9A.3
Y37H9A.6
W09G3.3
W09G3.6
W04A8.1
Y71A12B.1
Y71A12B.12
F47G4.7
F47G4.2
Y63D3A.5
Y63D3A.6
Y63D3A.8
C37A5.9
C49A1.4
Y105E8A.2
Y105E8A.6
Y105E8A.10
Y105E8A.16
Y105E8A.17
Y105E8A.20
Y105E8A.26
Y105E8B.1
Y105E8B.5
Y105E8B.8
Y54E5A.5
Y54E5A.7
K05C4.1
K05C4.2
K05C4.7
K05C4.6
K05C4.5
F39B2.11
F39B2.10
F39B2.3
F39B2.2
F39B2.1
K11B4.1
Y54E5B.1
Y54E5B.3
Y54E5B.4
ZK270.2
F33H2.7
F33H2.3
F31C3.1
2L52.1
F23F1.5
F23F1.8
F23F1.1
C23H3.5
C23H3.4
C23H3.1
T01D1.2
Y43H11AL.1
B0432.10
B0432.4
B0432.3
B0432.2
D1069.2
C03H5.2
C24H12.4
W10D9.3
W10D9.5
W07E6.1
W07E6.2
W07E6.4
W08F4.8
W04H10.3
T02H6.11
F28A10.6
T07D3.7
R07C3.2
T13B5.3
T13B5.8
W09B6.1
F56D12.1
F56D12.5
Y51H7C.4
H17B01.4
H17B01.1
ZC204.2
F45C12.7
F07E5.5
Y59C2A.3
F54A3.3
B0281.5
F43C11.9
F53G2.7
K02F6.1
K12H6.6
Y110A2AR.3
ZK355.2
K08A2.4
K08A2.1
C41H7.6
B0454.1
Y25C1A.5
T10D4.6
Y49F6B.4
W10G11.20
C46E10.4
F53C3.13
K07D4.3
C01F1.6
C01F1.2
C01F1.1
H20J04.5
B0286.4
ZK430.2
ZK430.7
ZK430.1
M03A1.1
M03A1.6
F35D11.5
F10G7.5
F10G7.1
F10G7.11
C33F10.4
F11G11.7
F11G11.2
R05F9.6
R05F9.9
R05F9.10
R05F9.1
ZK546.2
Y38A8.2
T27F7.3
T27F7.1
F59A6.6
F59A6.5
F59A6.1
F33G12.6
C27A2.3
C27A2.2
C27A2.1
C27D6.4
C34F11.3
C34F11.9
F08B1.1
F09E5.8
F09E5.7
F09E5.11
F09E5.5
F09E5.15
F09E5.1
EEED8.8
EEED8.9
EEED8.10
EEED8.15
ZK177.6
ZK177.8
C17G10.4
C17G10.9
F59E12.9
F59E12.11
F59E12.2
C25H3.12
C25H3.6
C25H3.9
C25H3.14
C18A3.3
C18A3.2
ZK1248.11
ZK1248.19
F55C12.5
F59G1.8
F59G1.1
F28B12.3
F28B12.2
R12C12.6
R12C12.2
R12C12.7
F21H12.1
C29H12.6
C30B5.2
T24H7.3
T24H7.1
F13H8.2
F13H8.7
C32D5.3
C32D5.8
C32D5.9
C32D5.11
K10B2.4
K10B2.1
F58F12.1
K06A1.5
T28D9.2
T28D9.1
C56E6.2
F18C5.10
C56C10.7
C56C10.8
C56C10.3
C56C10.13
C56C10.11
F41G3.14
T13C2.6
C44B7.10
C44B7.2
B0252.4
F22D3.2
C15F1.6
C15F1.7
C52E12.3
C52E12.1
ZK1127.6
ZK1127.5
ZK1127.4
ZK1127.10
T02G5.9
T02G5.7
T02G5.2
F10E7.8
F10E7.5
T07F8.4
C27H5.3
E04F6.5
F32A5.4
F32A5.7
F45E12.5
F45E12.1
F43E2.8
F43E2.4
F43E2.5
F43E2.2
F43E2.7
F43E2.1
D1022.7
ZK1290.4
R07G3.5
R07G3.3
R07G3.7
R07G3.1
F18A1.5
F18A1.4
F18A1.3
B0495.5
B0495.2
B0495.7
B0495.9
B0228.7
C06A8.1
T05A6.1
T09A5.9
T09A5.10
T01H3.3
T01H3.1
ZK669.4
C08B11.1
C08B11.3
T05H10.2
T05H10.4
T05H10.5
T05H10.6
T05H10.7
C41C4.4
C41C4.6
C41C4.7
F10B5.1
T05C12.6
T05C12.7
M110.5
K01C8.9
K01C8.10
C26D10.1
F14E5.2
F22B5.2
F22B5.7
F22B5.9
F22B5.10
M05D6.6
T13H5.3
T13H5.4
T13H5.5
T13H5.6
F54C9.1
F54C9.2
F54C9.5
F28C6.4
F28C6.3
F28C6.7
D2085.1
D2085.4
C34C6.4
C34C6.5
T01B7.4
T01B7.5
K08F8.1
F46C5.9
F46C5.8
T14D7.1
T07D4.3
B0457.1
T21B10.7
T21B10.1
T21B10.2
T21B10.3
T21B10.5
C18E9.10
C18E9.4
C18E9.2
C18E9.6
F44G4.1
F44G4.2
F44G4.4
F37B12.2
T24B8.1
T24B8.3
C07H4.2
T24H10.6
T24H10.7
T23G7.3
T23G7.5
ZK1067.7
T26C5.1
T26C5.3
C01G6.3
C01G6.4
C01G6.6
C01G6.8
D2013.5
D2013.6
D2013.7
D2013.9
F42A8.2
M176.2
M176.11
F35H8.6
E02H1.1
E02H1.5
T15H9.2
T15H9.1
ZK1307.6
ZK1307.5
ZK1320.1
ZK1320.11
Y53C12A.3
C08H9.2
C05C10.2
C05C10.3
R53.2
R53.4
R53.6
R53.5
F52H3.1
C18D1.1
R05H5.4
T01E8.4
T01E8.6
F54B3.3
ZK970.2
ZK970.3
ZK970.4
C07E3.6
T09F3.2
T09F3.5
E04D5.1
ZK673.2
R166.3
R166.5
C06A1.1
C06A1.5
C14A4.1
C14A4.2
C14A4.14
C14A4.3
C14A4.4
C14A4.5
C14A4.11
M28.5
D2089.1
D2089.3
D2089.5
M106.1
M106.2
M106.4
M106.5
F59E10.3
R03D7.4
R03D7.6
F33A8.1
F33A8.3
F33A8.4
C09H10.5
C09H10.6
F40F8.1
T06D8.5
T06D8.6
T06D8.7
T06D8.8
C47G2.3
C47G2.5
T24F1.1
B0491.5
B0491.6
C33B4.4
VW02B12L.3
W02B12.2
W02B12.3
W02B12.8
W02B12.15
W02B12.9
W02B12.11
B0334.3
B0334.4
B0334.5
Y62F5A.1
F54D5.11
F54D5.8
F54D5.7
F54D5.5
F07A11.2
ZK20.4
ZK20.3
C47D12.1
C47D12.6
VF13D12L.1
F13D12.4
F13D12.6
F13D12.7
F44E5.1
F43G6.9
K12D12.2
K12D12.1
Y17G7A.1
W03C9.5
Y17G7B.2
Y17G7B.3
Y17G7B.7
Y17G7B.10
Y17G7B.15
Y17G7B.17
Y57A10A.18
C50E10.4
Y38E10A.6
Y46G5A.5
Y46G5A.12
Y46G5A.17
Y46G5A.21
F35C5.6
F58G1.2
Y38F1A.5
Y38F1A.6
F18A11.3
F29C12.4
F15D4.3
Y48C3A.10
Y48C3A.16
Y48E1C.2
Y48E1C.4
Y48E1B.14
Y48E1B.5
Y48E1B.12
Y48E1B.10
F37B1.2
C31C9.1
C31C9.2
Y48E1A.1
R06B9.6
F08G2.4
Y51H1A.1
Y51H1A.3
Y51H1A.4
W01G7.3
W01G7.4
W03H9.4
Y48B6A.1
Y48B6A.2
Y48B6A.13
Y48B6A.14
Y54G11A.8
Y54G11A.11
R06A4.8
R06A4.9
R06A4.4
R06A4.7
F26H11.2
F26H11.5
C13B4.2
K10H10.2
ZC101.2
K02B7.3
Y54E2A.11
Y54E2A.12
W01D2.2
Y53F4B.9
Y53F4B.15
Y53F4B.22
C29F9.7
F40G9.3
F40G9.2
Y50D7A.9
Y50D7A.10
W07B3.2
F10C5.1
F30H5.1
Y55B1AL.2
W06E11.4
W06E11.2
T17H7.4
B0412.4
K02F3.4
K02F3.11
Y6D11A.2
F23H11.3
F23H11.5
T12B5.10
Y34F4.5
BE0003N10.2
Y92C3B.2
F58B6.3
Y119D3B.15
Y119D3B.12
Y82E9BR.3
Y67D2.6
Y67D2.2
Y67D2.1
Y22D7AL.7
Y22D7AL.10
Y39A3CL.5
Y39A3CL.1
Y39A3CR.4
F53A3.3
R155.1
Y48G9A.1
H14E04.5
W04B5.4
Y54F10AL.2
Y54F10AL.1
Y54F10AM.5
Y54F10AM.4
Y54F10AR.2
Y71H2B.10
Y71H2B.6
Y71H2B.2
Y71H2AM.11
Y71H2AM.17
Y71H2AM.19
Y71H2AM.20
Y71H2AM.5
H05C05.2
H06I04.4
H06I04.3
H06I04.2
Y53G8AL.2
Y53G8AM.8
Y53G8AR.3
Y53G8AR.2
C56G7.1
F59A2.3
F59A2.4
F59A2.1
K01A11.2
C34C12.2
C34C12.3
C54C6.6
C54C6.2
C32A3.3
C46F11.3
C46F11.2
C46F11.5
C14B1.1
C14B1.5
T24A11.1
C36A4.5
C36A4.9
F13B10.2
ZK1058.1
ZK1058.4
C36E8.1
C36E8.5
T02C12.3
C03C10.1
C03C10.3
C16C10.11
C16C10.8
C16C10.7
C16C10.5
R74.1
R74.4
R74.3
R74.5
R74.6
R74.7
R74.8
F43C1.2
T08A11.2
R10E4.2
R10E4.4
R10E4.9
H38K22.2
H38K22.5
B0285.3
B0285.4
R07E5.3
R07E5.14
R07E5.13
R07E5.10
R07E5.7
F56F3.1
F56F3.5
C07G2.2
C07G2.3
M88.6
F35G12.3
F35G12.12
F35G12.8
F35G12.11
F35G12.9
F35G12.10
F10F2.1
T23F11.1
T04A8.7
T04A8.14
B0393.1
C38D4.3
C38D4.6
F26A1.1
C35D10.9
C35D10.7
C35D10.6
C35D10.10
C35D10.4
C35D10.13
C35D10.16
C35D10.1
F26F4.6
F26F4.4
F26F4.13
F26F4.9
F26F4.10
C26E6.8
C26E6.11
C26E6.6
C26E6.5
C26E6.4
C26E6.3
C26E6.2
C27F2.4
C27F2.5
C27F2.9
C27F2.10
R144.6
R144.12
R144.7
R144.4
R144.3
R144.2
C45G9.7
F54D8.3
F54D8.2
Y54H5A.2
Y54H5A.3
Y54H5A.1
T10F2.5
T10F2.1
T10F2.3
T10F2.4
K10D2.2
K10D2.6
ZC155.1
C34E10.6
C34E10.11
C34E10.4
C34E10.2
C34E10.1
ZC395.7
ZC395.10
ZC395.3
ZC395.2
F52C9.7
F52C9.8
F52C9.1
ZK121.1
Y32H12A.7
F48E8.5
R02F2.7
R02F2.1
C05D2.6
D1044.6
F09F7.7
F09F7.4
F09F7.2
F56D2.6
F56D2.1
C05D2.10
C05D2.1
F54E7.3
F54E7.1
B0336.6
B0336.9
B0336.10
B0336.3
B0336.2
B0336.1
F01F1.7
F01F1.8
F01F1.6
F01F1.9
F01F1.12
F01F1.1
C28H8.9
C28H8.4
C28H8.3
C28H8.12
C28H8.1
F25B5.4
F25B5.5
F25B5.3
F25B5.7
T04C9.4
ZK328.2
ZK328.5
ZK328.1
C05D10.1
T17E9.2
Y42G9A.4
F42A10.4
C23G10.4
C23G10.8
C23G10.3
T12A2.2
F47D12.4
F47D12.9
C56G2.1
C16A3.9
C16A3.7
C16A3.5
C16A3.4
C16A3.3
C05D11.7
C05D11.10
C05D11.3
C05D11.1
C05D11.11
C05D11.12
T26A5.7
T26A5.9
F23F12.6
C09E7.4
F20H11.1
Y40D12A.1
